path,ko_current,ja_value,proposed_ko,source,ns
crm.aiHub.catalogSync.devHub.epCrm,CRMセグメント検索,CRMセグメント検索,CRM 세그먼트 검색,b8_batch_01,crm
crm.aiHub.catalogSync.devHub.epPnl,P&Lレポート作成,P&Lレポート作成,P&L 리포트 생성,b8_batch_01,crm
crm.aiHub.catalogSync.devHub.epBudget,チャネル予算状況,チャネル予算状況,채널 예산 현황,b8_batch_03,crm
crm.aiHub.catalogSync.devHub.connectedApis,連携チャネルAPI,連携チャネルAPI,연동 채널 API,b8_batch_06,crm
crm.aiHub.catalogSync.devHub.selectEvents,受信するイベントを選択,受信するイベントを選択,수신할 이벤트 선택,b8_batch_04,crm
crm.aiHub.catalogSync.devHub.noWebhooks,登録されたWebhookがありません,登録されたWebhookがありません,등록된 Webhook이 없습니다,b8_batch_05,crm
crm.aiHub.catalogSync.devHub.noWebhooksDesc,イベント通知を受け取るにはWebhookを登録してください。注文作成、在庫不足、キャンペーン承認などのイベントをリアルタイムで受信できます。,イベント通知を受け取るにはWebhookを登録してください。注文作成、在庫不足、キャンペーン承認などのイベントをリアルタイムで受信できます。,"이벤트 알림을 받으려면 Webhook을 등록해주세요. 주문 생성, 재고 부족, 캠페인 승인 등의 이벤트를 실시간으로 수신할 수 있습니다.",b8_batch_02,crm
crm.aiHub.catalogSync.devHub.ev_order_status_changed,注文ステータス変更,注文ステータス変更,주문 상태 변경,b8_batch_05,crm
crm.aiHub.catalogSync.devHub.ev_campaign_executed,キャンペーン自動実行,キャンペーン自動実行,캠페인 자동 실행,b8_batch_02,crm
crm.aiHub.catalogSync.devHub.authComment,認証が必要なすべてのAPIにヘッダーを含める,認証が必要なすべてのAPIにヘッダーを含める,인증이 필요한 모든 API에 헤더를 포함,b8_batch_05,crm
crm.aiHub.catalogSync.devHub.authLoginComment,ログインでトークン発行,ログインでトークン発行,로그인으로 토큰 발급,b8_batch_04,crm
crm.aiHub.catalogSync.devHub.sessionToken,現在のセッショントークン,現在のセッショントークン,현재 세션 토큰,b8_batch_05,crm
crm.aiHub.catalogSync.devHub.loginRequired,ログインが必要,ログインが必要,로그인 필요,b8_batch_04,crm
crm.aiHub.catalogSync.devHub.goIntegrationHub,連携ハブでAPIキーを管理,連携ハブでAPIキーを管理,연동 허브에서 API 키 관리,b8_batch_06,crm
crm.aiHub.catalogSync.devHub.sdkTitle,SDK・外部統合ガイド,SDK・外部統合ガイド,SDK·외부 통합 가이드,b8_batch_01,crm
crm.aiHub.catalogSync.devHub.liveSyncStatus,リアルタイムデータ同期有効 · 連携ハブチャネルと自動同期中,リアルタイムデータ同期有効 · 連携ハブチャネルと自動同期中,실시간 데이터 동기화 활성화 · 연동 허브 채널과 자동 동기화 중,b8_batch_04,crm
crm.aiHub.catalogSync.dt.heroDesc,データ品質・信頼性・系譜を統合管理し、Trust Scoreをリアルタイム監視します。,データ品質・信頼性・系譜を統合管理し、Trust Scoreをリアルタイム監視します。,데이터 품질·신뢰성·계보를 통합 관리하고 Trust Score를 실시간 모니터링합니다.,b8_batch_03,crm
crm.aiHub.catalogSync.dt.trustScore,信頼スコア,信頼スコア,신뢰 점수,b8_batch_04,crm
crm.aiHub.catalogSync.dt.tabLineage,データ系譜,データ系譜,데이터 계보,b8_batch_03,crm
crm.aiHub.catalogSync.dt.tabPixel,ピクセル,ピクセル,픽셀,b8_batch_03,crm
crm.aiHub.catalogSync.dt.sourceOverview,データソース概要,データソース概要,데이터 소스 개요,b8_batch_03,crm
crm.aiHub.catalogSync.dt.srcInventoryDesc,リアルタイム在庫データ,リアルタイム在庫データ,실시간 재고 데이터,b8_batch_04,crm
crm.aiHub.catalogSync.dt.srcOrdersDesc,注文処理・履行データ,注文処理・履行データ,주문 처리·이행 데이터,b8_batch_05,crm
crm.aiHub.catalogSync.dt.srcAdROASDesc,広告パフォーマンス・ROASデータ,広告パフォーマンス・ROASデータ,광고 퍼포먼스·ROAS 데이터,b8_batch_05,crm
crm.aiHub.catalogSync.dt.srcConversionDesc,コンバージョン追跡・ピクセルデータ,コンバージョン追跡・ピクセルデータ,전환 추적·픽셀 데이터,b8_batch_02,crm
crm.aiHub.catalogSync.dt.srcCRMDesc,顧客関係管理データ,顧客関係管理データ,고객 관계 관리 데이터,b8_batch_06,crm
crm.aiHub.catalogSync.dt.srcSettlementDesc,精算・手数料データ,精算・手数料データ,정산·수수료 데이터,b8_batch_05,crm
crm.aiHub.catalogSync.dt.srcAttributionDesc,マルチタッチアトリビューションデータ,マルチタッチアトリビューションデータ,멀티터치 어트리뷰션 데이터,b8_batch_04,crm
crm.aiHub.catalogSync.dt.srcPnLDesc,損益計算書データ,損益計算書データ,손익계산서 데이터,b8_batch_05,crm
crm.aiHub.catalogSync.dt.improveTitle,信頼スコア向上ガイド,信頼スコア向上ガイド,신뢰 점수 향상 가이드,b8_batch_04,crm
crm.aiHub.catalogSync.dt.improveStep1,広告プラットフォームAPIキーを連動ハブで登録してください,広告プラットフォームAPIキーを連動ハブで登録してください,광고 플랫폼 API 키를 연동 허브에서 등록해주세요,b8_batch_05,crm
crm.aiHub.catalogSync.dt.improveStep2,ピクセル/コンバージョン追跡を設定してください,ピクセル/コンバージョン追跡を設定してください,픽셀/전환 추적을 설정해주세요,b8_batch_03,crm
crm.aiHub.catalogSync.dt.improveStep3,マーケット注文APIを接続してください,マーケット注文APIを接続してください,마켓 주문 API를 연결해주세요,b8_batch_04,crm
crm.aiHub.catalogSync.dt.qualityTitle,データ品質基準,データ品質基準,데이터 품질 기준,b8_batch_03,crm
crm.aiHub.catalogSync.dt.qualityLiveTitle,リアルタイムデータ（API直接連携）,リアルタイムデータ（API直接連携）,실시간 데이터(API 직접 연동),b8_batch_04,crm
crm.aiHub.catalogSync.dt.qualityLiveDesc,リアルタイムAPIで直接収集されたデータです。最高の信頼度を保証し、自動検証・整合性チェックを行います。,リアルタイムAPIで直接収集されたデータです。最高の信頼度を保証し、自動検証・整合性チェックを行います。,실시간 API로 직접 수집된 데이터입니다. 최고 수준의 신뢰도를 보장하며 자동 검증·정합성 체크를 수행합니다.,b8_batch_04,crm
crm.aiHub.catalogSync.dt.qualityLiveEx1,APIリアルタイム注文,APIリアルタイム注文,API 실시간 주문,b8_batch_01,crm
crm.aiHub.catalogSync.dt.qualityLiveEx2,OAuth広告パフォーマンス,OAuth広告パフォーマンス,OAuth 광고 퍼포먼스,b8_batch_01,crm
crm.aiHub.catalogSync.dt.qualityLiveEx3,SDKコンバージョン追跡,SDKコンバージョン追跡,SDK 전환 추적,b8_batch_01,crm
crm.aiHub.catalogSync.dt.qualityLiveEx4,リアルタイム在庫同期,リアルタイム在庫同期,실시간 재고 동기화,b8_batch_04,crm
crm.aiHub.catalogSync.dt.qualityEstTitle,推定データ（間接・部分連携）,推定データ（間接・部分連携）,추정 데이터(간접·부분 연동),b8_batch_05,crm
crm.aiHub.catalogSync.dt.qualityEstDesc,部分的に連携されたか間接的に収集されたデータです。制限された精度を持ち、API直接連携で品質向上が可能です。,部分的に連携されたか間接的に収集されたデータです。制限された精度を持ち、API直接連携で品質向上が可能です。,부분적으로 연동되었거나 간접적으로 수집된 데이터입니다. 정확도에 제한이 있으며 API 직접 연동으로 품질을 향상시킬 수 있습니다.,b8_batch_06,crm
crm.aiHub.catalogSync.dt.qualityEstEx2,CSV一括インポート,CSV一括インポート,CSV 일괄 가져오기,b8_batch_01,crm
crm.aiHub.catalogSync.dt.qualityNoneTitle,未接続（データなし）,未接続（データなし）,미연결(데이터 없음),b8_batch_05,crm
crm.aiHub.catalogSync.dt.qualityNoneDesc,まだ連携されておらずデータを収集できません。連動ハブでAPIキーを登録してください。,まだ連携されておらずデータを収集できません。連動ハブでAPIキーを登録してください。,아직 연동되지 않아 데이터를 수집할 수 없습니다. 연동 허브에서 API 키를 등록해주세요.,b8_batch_02,crm
crm.aiHub.catalogSync.dt.qualityNoneEx1,未接続プラットフォーム,未接続プラットフォーム,미연결 플랫폼,b8_batch_05,crm
crm.aiHub.catalogSync.dt.qualityNoneEx2,非アクティブコネクタ,非アクティブコネクタ,비활성 커넥터,b8_batch_06,crm
crm.aiHub.catalogSync.dt.lineageTitle,データ系譜マップ,データ系譜マップ,데이터 계보 맵,b8_batch_03,crm
crm.aiHub.catalogSync.dt.lineageDesc,データの収集から処理、最終出力物への変換までの全体フローを可視化します。,データの収集から処理、最終出力物への変換までの全体フローを可視化します。,"데이터 수집부터 처리, 최종 출력물 변환까지의 전체 흐름을 시각화합니다.",b8_batch_03,crm
crm.aiHub.catalogSync.dt.lineageProcessing,処理レイヤー,処理レイヤー,처리 레이어,b8_batch_04,crm
crm.aiHub.catalogSync.dt.lineageSecCheck,セキュリティ検査,セキュリティ検査,보안 검사,b8_batch_02,crm
crm.aiHub.catalogSync.dt.lineageScoring,スコアリング,スコアリング,스코어링,b8_batch_02,crm
crm.aiHub.catalogSync.dt.lineageNoneSources,未接続ソース,未接続ソース,미연결 소스,b8_batch_05,crm
crm.aiHub.catalogSync.dt.historyTitle,信頼スコア履歴,信頼スコア履歴,신뢰 점수 이력,b8_batch_04,crm
crm.aiHub.catalogSync.dt.historyDesc,時間経過に伴うデータ信頼スコアの変化を追跡します。,時間経過に伴うデータ信頼スコアの変化を追跡します。,시간 경과에 따른 데이터 신뢰 점수 변화를 추적합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.dt.historyCurrentScore,現在スコア,現在スコア,현재 점수,b8_batch_05,crm
crm.aiHub.catalogSync.dt.auditBridgeTitle,統合監査ログセンター,統合監査ログセンター,통합 감사 로그 센터,b8_batch_05,crm
crm.aiHub.catalogSync.dt.auditBridgeDesc,全システムイベント・リスク分類・タイムラインビューを含む監査ログは専用モジュールで確認してください。,全システムイベント・リスク分類・タイムラインビューを含む監査ログは専用モジュールで確認してください。,전체 시스템 이벤트·리스크 분류·타임라인 뷰를 포함한 감사 로그는 전용 모듈에서 확인해주세요.,b8_batch_04,crm
crm.aiHub.catalogSync.dt.auditBridgeBtn,監査ログセンターへ移動,監査ログセンターへ移動,감사 로그 센터로 이동,b8_batch_05,crm
crm.aiHub.catalogSync.dt.secLockDesc,異常なアクセスが検知され一時的にロックされました。管理者にお問い合わせください。,異常なアクセスが検知され一時的にロックされました。管理者にお問い合わせください。,비정상 접근이 감지되어 일시적으로 잠금되었습니다. 관리자에게 문의해주세요.,b8_batch_05,crm
crm.aiHub.catalogSync.dt.guideRoleTrustScore,Trust Scoreはリアルタイムデータ比率、ピクセル接続数に基づいて自動計算されます（最大100点）。,Trust Scoreはリアルタイムデータ比率、ピクセル接続数に基づいて自動計算されます（最大100点）。,"Trust Score는 실시간 데이터 비율, 픽셀 연결 수를 기반으로 자동 계산됩니다(최대 100점).",b8_batch_02,crm
crm.aiHub.catalogSync.dt.guideRoleQuality,データ品質は3段階（リアルタイム/推定/未接続）に分類され、API直接連携で最高等級を取得できます。,データ品質は3段階（リアルタイム/推定/未接続）に分類され、API直接連携で最高等級を取得できます。,"데이터 품질은 3단계(실시간/추정/미연결)로 분류되며, API 직접 연동으로 최고 등급을 받을 수 있습니다.",b8_batch_03,crm
crm.aiHub.catalogSync.dt.guideRoleLineage,データ系譜マップはソース→処理→出力の全体フローを可視化してデータの透明性を保証します。,データ系譜マップはソース→処理→出力の全体フローを可視化してデータの透明性を保証します。,데이터 계보 맵은 소스→처리→출력의 전체 흐름을 시각화하여 데이터 투명성을 보장합니다.,b8_batch_03,crm
crm.aiHub.catalogSync.graph.topInfluencer,🏆 トップ貢献インフルエンサー,🏆 トップ貢献インフルエンサー,🏆 최고 기여 인플루언서,b8_batch_06,crm
crm.aiHub.catalogSync.pnl.pageDesc,リアルタイム損益ウォーターフォール＆チャネル別P&Lダッシュボード,リアルタイム損益ウォーターフォール＆チャネル別P&Lダッシュボード,실시간 손익 워터폴 & 채널별 P&L 대시보드,b8_batch_04,crm
crm.aiHub.catalogSync.pnl.descOverview,リアルタイム売上・費用・利益ウォーターフォール,リアルタイム売上・費用・利益ウォーターフォール,실시간 매출·비용·이익 워터폴,b8_batch_04,crm
crm.aiHub.catalogSync.pnl.descUnitPnl,チャネル別・商品別損益分析,チャネル別・商品別損益分析,채널별·상품별 손익 분석,b8_batch_03,crm
crm.aiHub.catalogSync.pnl.descAnomaly,ROAS低下・返品急増の自動検知,ROAS低下・返品急増の自動検知,ROAS 하락·반품 급증 자동 감지,b8_batch_01,crm
crm.aiHub.catalogSync.pnl.descAction,AI基盤の収益改善提案,AI基盤の収益改善提案,AI 기반 수익 개선 제안,b8_batch_01,crm
crm.aiHub.catalogSync.pnl.descForecast,成長率基盤の損益シミュレーション,成長率基盤の損益シミュレーション,성장률 기반 손익 시뮬레이션,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.descGuide,損益分析利用ガイド,損益分析利用ガイド,손익 분석 사용 가이드,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.waterfallTitle,損益ウォーターフォール,損益ウォーターフォール,손익 워터폴,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.waterfallDesc,売上から営業利益までのフローを段階的に可視化します。,売上から営業利益までのフローを段階的に可視化します。,매출부터 영업이익까지의 흐름을 단계별로 시각화합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.wfCoupon,クーポン割引,クーポン割引,쿠폰 할인,b8_batch_02,crm
crm.aiHub.catalogSync.pnl.noAnomalies,異常なし,異常なし,이상 없음,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.unitPnlDesc,チャネル別の単位損益を分析します。連携ハブでAPIキーを登録すると手数料が自動反映されます。,チャネル別の単位損益を分析します。連携ハブでAPIキーを登録すると手数料が自動反映されます。,채널별 단위 손익을 분석합니다. 연동 허브에서 API 키를 등록하면 수수료가 자동 반영됩니다.,b8_batch_03,crm
crm.aiHub.catalogSync.pnl.unitPnlTable,損益要約テーブル,損益要約テーブル,손익 요약 테이블,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.noDataNote,※ 連携ハブでAPIキーを登録すると実データが自動反映されます。,※ 連携ハブでAPIキーを登録すると実データが自動反映されます。,※ 연동 허브에서 API 키를 등록하면 실제 데이터가 자동 반영됩니다.,b8_batch_02,crm
crm.aiHub.catalogSync.pnl.channelBreakdownTitle,チャネル別損益分析,チャネル別損益分析,채널별 손익 분석,b8_batch_03,crm
crm.aiHub.catalogSync.pnl.channelBreakdownDesc,連携ハブに登録されたチャネルの手数料率が自動反映されます。,連携ハブに登録されたチャネルの手数料率が自動反映されます。,연동 허브에 등록된 채널의 수수료율이 자동으로 반영됩니다.,b8_batch_06,crm
crm.aiHub.catalogSync.pnl.anomCouponAbuse,クーポン悪用,クーポン悪用,쿠폰 악용,b8_batch_02,crm
crm.aiHub.catalogSync.pnl.noAnomaliesDetected,異常項目は検出されませんでした,異常項目は検出されませんでした,이상 항목이 감지되지 않았습니다,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.noAnomaliesDesc,すべての指標が正常範囲内です。,すべての指標が正常範囲内です。,모든 지표가 정상 범위 내에 있습니다.,b8_batch_02,crm
crm.aiHub.catalogSync.pnl.actionDesc,AIが異常検知結果に基づき収益改善策を自動提案します。,AIが異常検知結果に基づき収益改善策を自動提案します。,AI가 이상 감지 결과를 기반으로 수익 개선 방안을 자동 제안합니다.,b8_batch_01,crm
crm.aiHub.catalogSync.pnl.noActions,実行計画なし,実行計画なし,실행 계획 없음,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.noActionsDesc,現在異常項目がないため対応不要です。,現在異常項目がないため対応不要です。,현재 이상 항목이 없어 대응이 필요하지 않습니다.,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.forecastTitle,損益予測シミュレータ,損益予測シミュレータ,손익 예측 시뮬레이터,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.forecastDesc,成長率、広告費比率、手数料、返品率を調整して将来の損益をシミュレーションします。,成長率、広告費比率、手数料、返品率を調整して将来の損益をシミュレーションします。,"성장률, 광고비 비율, 수수료, 반품률을 조정하여 향후 손익을 시뮬레이션합니다.",b8_batch_05,crm
crm.aiHub.catalogSync.pnl.paramSettings,パラメータ設定,パラメータ設定,파라미터 설정,b8_batch_03,crm
crm.aiHub.catalogSync.pnl.liveRevenue,リアルタイム売上,リアルタイム売上,실시간 매출,b8_batch_04,crm
crm.aiHub.catalogSync.pnl.channelsConnected,チャネル接続,チャネル接続,채널 연결,b8_batch_03,crm
crm.aiHub.catalogSync.pnl.guideSecOverview,売上から営業利益までのウォーターフォールとKPIを一覧で確認します。,売上から営業利益までのウォーターフォールとKPIを一覧で確認します。,매출부터 영업이익까지의 워터폴과 KPI를 한눈에 확인합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.guideSecUnit,チャネル別の売上、広告費、手数料、純利益をテーブルで比較分析します。,チャネル別の売上、広告費、手数料、純利益をテーブルで比較分析します。,"채널별 매출, 광고비, 수수료, 순이익을 테이블로 비교 분석합니다.",b8_batch_03,crm
crm.aiHub.catalogSync.pnl.guideSecAnomaly,ROAS低下や返品急増などの異常をAIが自動検知します。,ROAS低下や返品急増などの異常をAIが自動検知します。,AI가 ROAS 하락이나 반품 급증 등 이상을 자동 감지합니다.,b8_batch_01,crm
crm.aiHub.catalogSync.pnl.guideSecAction,異常検知結果に基づきAIが収益改善策を自動提案します。,異常検知結果に基づきAIが収益改善策を自動提案します。,이상 감지 결과를 기반으로 AI가 수익 개선 방안을 자동 제안합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.pnl.guideSecForecast,パラメータ調整で将来の損益をシミュレーションします。,パラメータ調整で将来の損益をシミュレーションします。,파라미터 조정으로 미래 손익을 시뮬레이션합니다.,b8_batch_03,crm
crm.aiHub.catalogSync.validationNameCategory,商品名とカテゴリを入力してください。,商品名とカテゴリを入力してください。,상품명과 카테고리를 입력해주세요.,b8_batch_04,crm
crm.aiHub.catalogSync.validationBox,箱ごとの数量を入力してください。,箱ごとの数量を入力してください。,박스당 수량을 입력해주세요.,b8_batch_05,crm
crm.aiHub.catalogSync.validationPl,パレットごとの箱の数を入力してください。,パレットごとの箱の数を入力してください。,팔레트당 박스 수를 입력해주세요.,b8_batch_03,crm
crm.aiHub.catalogSync.productNamePh,商品名を入力してください,商品名を入力してください,상품명을 입력해주세요,b8_batch_04,crm
crm.aiHub.catalogSync.skuLabel,SKUコード,SKUコード,SKU 코드,b8_batch_01,crm
crm.aiHub.catalogSync.skuPh,SKUコードを入力してください,SKUコードを入力してください,SKU 코드를 입력해주세요,b8_batch_01,crm
crm.aiHub.catalogSync.specPh,仕様を入力してください,仕様を入力してください,사양을 입력해주세요,b8_batch_04,crm
crm.aiHub.catalogSync.unitSelection,販売単位の選択,販売単位の選択,판매 단위 선택,b8_batch_05,crm
crm.aiHub.catalogSync.boxDetailsTitle,箱の詳細,箱の詳細,박스 상세,b8_batch_05,crm
crm.aiHub.catalogSync.qtyPerBoxLabel,箱あたりの数量,箱あたりの数量,박스당 수량,b8_batch_05,crm
crm.aiHub.catalogSync.palletDetailsTitle,パレットの詳細,パレットの詳細,팔레트 상세,b8_batch_03,crm
crm.aiHub.catalogSync.boxPerPlLabel,パレットあたりの箱数,パレットあたりの箱数,팔레트당 박스 수,b8_batch_03,crm
crm.aiHub.catalogSync.registerToChannel,チャネル登録,チャネル登録,채널 등록,b8_batch_03,crm
crm.aiHub.catalogSync.selectChannelStep,ステップ1: チャネル選択,ステップ1: チャネル選択,단계 1: 채널 선택,b8_batch_02,crm
crm.aiHub.catalogSync.setPriceStep,ステップ2: 価格設定,ステップ2: 価格設定,단계 2: 가격 설정,b8_batch_02,crm
crm.aiHub.catalogSync.approveRegisterStep,ステップ3: 最終承認,ステップ3: 最終承認,단계 3: 최종 승인,b8_batch_02,crm
crm.aiHub.catalogSync.registerToChannelAction,チャネルに登録,チャネルに登録,채널에 등록,b8_batch_03,crm
crm.aiHub.catalogSync.registerToChannelDesc,選択したチャネルに商品を登録します。,選択したチャネルに商品を登録します。,선택한 채널에 상품을 등록합니다.,b8_batch_06,crm
crm.aiHub.catalogSync.unregisterChannelAction,チャネル接続解除,チャネル接続解除,채널 연결 해제,b8_batch_03,crm
crm.aiHub.catalogSync.unregisterChannelDesc,選択したチャネルから商品を解除します。,選択したチャネルから商品を解除します。,선택한 채널에서 상품을 해제합니다.,b8_batch_06,crm
crm.aiHub.catalogSync.channelsSelected,{{n}}チャネル選択済み,{{n}}チャネル選択済み,{{n}}개 채널 선택됨,b8_batch_02,crm
crm.aiHub.catalogSync.nextSetPriceBtn,次へ: 価格設定,次へ: 価格設定,다음: 가격 설정,b8_batch_05,crm
crm.aiHub.catalogSync.channelPriceRecommendTitle,チャネル別推奨販売価格,チャネル別推奨販売価格,채널별 추천 판매가,b8_batch_03,crm
crm.aiHub.catalogSync.channelPriceRecommendDesc,原価、手数料率、税率を考慮した自動計算推奨価格です。,原価、手数料率、税率を考慮した自動計算推奨価格です。,"원가, 수수료율, 세율을 고려해 자동 계산된 추천 가격입니다.",b8_batch_04,crm
crm.aiHub.catalogSync.channelPriceAdjustDesc,マージン率を調整するか、直接価格を入力できます。,マージン率を調整するか、直接価格を入力できます。,마진율을 조정하거나 가격을 직접 입력할 수 있습니다.,b8_batch_04,crm
crm.aiHub.catalogSync.nextApproveBtn,次へ: 最終承認,次へ: 最終承認,다음: 최종 승인,b8_batch_05,crm
crm.aiHub.catalogSync.finalReviewTitle,最終レビュー,最終レビュー,최종 검토,b8_batch_05,crm
crm.aiHub.catalogSync.channelFinalSummary,チャネル別最終サマリー,チャネル別最終サマリー,채널별 최종 요약,b8_batch_03,crm
crm.aiHub.catalogSync.approvalNoteText,上記の内容を確認し、チャネル登録を進めます。,上記の内容を確認し、チャネル登録を進めます。,위 내용을 확인하고 채널 등록을 진행합니다.,b8_batch_04,crm
crm.aiHub.catalogSync.registerDoneMsg,✅ チャネル登録が完了しました！,✅ チャネル登録が完了しました！,✅ 채널 등록이 완료되었습니다!,b8_batch_02,crm
crm.aiHub.catalogSync.registerRunMsg,{{n}}商品の登録実行,{{n}}商品の登録実行,{{n}}개 상품 등록 실행,b8_batch_02,crm
crm.aiHub.catalogSync.fixedPriceDesc,すべての商品に同じ価格を設定します。,すべての商品に同じ価格を設定します。,모든 상품에 동일한 가격을 설정합니다.,b8_batch_02,crm
crm.aiHub.catalogSync.markupDesc,現在の価格に対する上乗せ率を適用します。,現在の価格に対する上乗せ率を適用します。,현재 가격에 추가 마크업률을 적용합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.discountDesc,現在の価格に対する割引率を適用します。,現在の価格に対する割引率を適用します。,현재 가격에 할인율을 적용합니다.,b8_batch_05,crm
crm.aiHub.catalogSync.fixedPricePh,固定価格を入力,固定価格を入力,고정 가격 입력,b8_batch_04,crm
crm.aiHub.catalogSync.markupPh,マークアップ率を入力,マークアップ率を入力,마크업률 입력,b8_batch_04,crm
crm.aiHub.catalogSync.discountPh,割引率を入力,割引率を入力,할인율 입력,b8_batch_04,crm
crm.aiHub.catalogSync.changePreview,変更プレビュー,変更プレビュー,변경 미리보기,b8_batch_05,crm
crm.aiHub.catalogSync.applyChannel,適用チャネル,適用チャネル,적용 채널,b8_batch_06,crm
crm.aiHub.catalogSync.priceEditDoneMsg,✅ 価格編集が完了しました！,✅ 価格編集が完了しました！,✅ 가격 편집이 완료되었습니다!,b8_batch_02,crm
crm.aiHub.catalogSync.priceEditApply,{{n}}商品の価格適用,{{n}}商品の価格適用,{{n}}개 상품 가격 적용,b8_batch_02,crm
crm.aiHub.catalogSync.registerDoneToast,✅ {{n}}商品のチャネル登録完了！,✅ {{n}}商品のチャネル登録完了！,✅ {{n}}개 상품의 채널 등록 완료!,b8_batch_02,crm
crm.aiHub.catalogSync.disconnectDoneToast,✅ {{n}}商品のチャネル接続解除完了！,✅ {{n}}商品のチャネル接続解除完了！,✅ {{n}}개 상품의 채널 연결 해제 완료!,b8_batch_02,crm
crm.aiHub.catalogSync.priceEditDoneToast,✅ {{n}}商品の価格編集完了！,✅ {{n}}商品の価格編集完了！,✅ {{n}}개 상품의 가격 편집 완료!,b8_batch_02,crm
crm.aiHub.catalogSync.csvExportDone,📤 CSVエクスポート完了: {{n}}商品,📤 CSVエクスポート完了: {{n}}商品,📤 CSV 내보내기 완료: {{n}}개 상품,b8_batch_06,crm
crm.aiHub.catalogSync.csvImportEmpty,❌ CSVファイルに有効なデータがありません。,❌ CSVファイルに有効なデータがありません。,❌ CSV 파일에 유효한 데이터가 없습니다.,b8_batch_02,crm
crm.aiHub.catalogSync.csvImportDone,📥 CSVインポート完了: {{n}}商品,📥 CSVインポート完了: {{n}}商品,📥 CSV 가져오기 완료: {{n}}개 상품,b8_batch_06,crm
crm.aiHub.catalogSync.csvImportError,❌ CSVファイル処理中にエラーが発生しました。,❌ CSVファイル処理中にエラーが発生しました。,❌ CSV 파일 처리 중 오류가 발생했습니다.,b8_batch_02,crm
crm.aiHub.catalogSync.excelImportEmpty,❌ Excelファイルに有効なデータがありません。,❌ Excelファイルに有効なデータがありません。,❌ Excel 파일에 유효한 데이터가 없습니다.,b8_batch_02,crm
crm.aiHub.catalogSync.excelImportDone,📊 Excelインポート完了: {{n}}商品,📊 Excelインポート完了: {{n}}商品,📊 Excel 가져오기 완료: {{n}}개 상품,b8_batch_06,crm
crm.aiHub.catalogSync.excelImportError,❌ Excelファイル処理中にエラーが発生しました。,❌ Excelファイル処理中にエラーが発生しました。,❌ Excel 파일 처리 중 오류가 발생했습니다.,b8_batch_02,crm
crm.aiHub.catalogSync.excelExportDone,📊 Excelエクスポート完了: {{n}}商品,📊 Excelエクスポート完了: {{n}}商品,📊 Excel 내보내기 완료: {{n}}개 상품,b8_batch_06,crm
crm.aiHub.catalogSync.templateDownloaded,📋 Excelテンプレートがダウンロードされました。,📋 Excelテンプレートがダウンロードされました。,📋 Excel 템플릿이 다운로드되었습니다.,b8_batch_06,crm
crm.aiHub.catalogSync.searchPlaceholder,商品名またはSKU検索...,商品名またはSKU検索...,상품명 또는 SKU 검색...,b8_batch_04,crm
crm.aiHub.catalogSync.excelTemplate,Excelテンプレート,Excelテンプレート,Excel 템플릿,b8_batch_01,crm
crm.aiHub.catalogSync.excelImport,Excelインポート,Excelインポート,Excel 가져오기,b8_batch_01,crm
crm.aiHub.catalogSync.bulkRegisterBtn,一括チャネル登録,一括チャネル登録,일괄 채널 등록,b8_batch_04,crm
crm.aiHub.catalogSync.optionColor,カラー,カラー,컬러,b8_batch_02,crm
crm.aiHub.catalogSync.optionSize,サイズ,サイズ,사이즈,b8_batch_02,crm
crm.aiHub.catalogSync.channelPrice,チャネル別販売価格,チャネル別販売価格,채널별 판매가,b8_batch_03,crm
crm.aiHub.catalogSync.optionsVariants,オプション/バリエーション,オプション/バリエーション,옵션/배리에이션,b8_batch_02,crm
crm.aiHub.catalogSync.totalSkuCombo,合計SKU組み合わせ: {{n}},合計SKU組み合わせ: {{n}},총 SKU 조합: {{n}},b8_batch_04,crm
crm.aiHub.catalogSync.reservedStockLabel,予約済み在庫,予約済み在庫,예약된 재고,b8_batch_04,crm
crm.aiHub.catalogSync.syncThisProduct,この商品を同期,この商品を同期,이 상품을 동기화,b8_batch_02,crm
crm.aiHub.catalogSync.scheduleTitle,自動同期スケジュール,自動同期スケジュール,자동 동기화 스케줄,b8_batch_05,crm
crm.aiHub.catalogSync.fullSync,フル同期,フル同期,전체 동기화,b8_batch_03,crm
crm.aiHub.catalogSync.fullSyncDesc,すべての商品データを最初から完全に同期します。大量データ処理に時間がかかります。,すべての商品データを最初から完全に同期します。大量データ処理に時間がかかります。,모든 상품 데이터를 처음부터 완전히 동기화합니다. 대용량 데이터 처리에 시간이 소요됩니다.,b8_batch_02,crm
