path,ko_current,ja_value,proposed_ko,source,ns
pages.marketingIntel.marketingIntel.aiPredict.channelKpiPage.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.marketingIntel.aiPredict.channelKpiPage.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.marketingIntel.aiPredict.unified.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.marketingIntel.aiPredict.unified.btnNext,次へ,次へ,다음,auto,pages
pages.marketingIntel.marketingIntel.aiPredict.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.marketingIntel.influencerUGC.txt_AI인플루언서종합평_32,🤖 AIリアルタイムクリエイター総合評価,🤖 AIリアルタイムクリエイター総合評価,🤖 AI 실시간 크리에이터 종합 평가,top500,pages
pages.marketingIntel.marketingIntel.influencerUGC.txt_ClaudeSonn_33,AIモデル駆動 · ROI·コンバージョン·エンゲージメント·コミッション推奨·契約更新提案 + 地域·年齢·性別分析,AIモデル駆動 · ROI·コンバージョン·エンゲージメント·コミッション推奨·契約更新提案 + 地域·年齢·性別分析,AI 기반 · ROI·전환율·참여도·커미션 추천·계약 갱신 제안 + 지역·연령·성별 분석,top500,pages
pages.marketingIntel.marketingIntel.influencerUGC.txt_ClaudeAI가C_35,AIがクリエイターデータを分析中です...,AIがクリエイターデータを分析中です...,AI가 크리에이터 데이터를 분석 중입니다...,top500,pages
pages.marketingIntel.marketingIntel.adPerf.channel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.marketingIntel.adPerf.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.marketingIntel.adPerf.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.marketingIntel.approvals.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.marketingIntel.approvals.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.marketingIntel.approvals.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.marketingIntel.approvals.filterAll,すべて,すべて,전체,auto,pages
pages.marketingIntel.marketingIntel.approvals.requestList,📋 承認キュー,📋 承認キュー,📋 승인 대기열,top500,pages
pages.marketingIntel.marketingIntel.approvals.noRequests,承認リクエストなし,承認リクエストなし,승인 요청 없음,top500,pages
pages.marketingIntel.marketingIntel.approvals.noRequestsDesc,AIルールエンジンとAIポリシーからの承認リクエストがリアルタイムで表示されます。,AIルールエンジンとAIポリシーからの承認リクエストがリアルタイムで表示されます。,AI 규칙 엔진과 AI 정책의 승인 요청이 실시간으로 표시됩니다.,top500,pages
pages.marketingIntel.marketingIntel.approvals.demoGuard,デモモード — ライトバック操作不可,デモモード — ライトバック操作不可,데모 모드 — Writeback 작업 불가,top500,pages
pages.marketingIntel.marketingIntel.approvals.tabQueue,承認キュー,承認キュー,승인 대기열,top500,pages
pages.marketingIntel.marketingIntel.approvals.tabQueueDesc,保留中のリクエスト,保留中のリクエスト,대기 중인 요청,top500,pages
pages.marketingIntel.marketingIntel.approvals.tabAuditDesc,決定ログ,決定ログ,결정 로그,top500,pages
pages.marketingIntel.marketingIntel.approvals.tabSettingsDesc,ライトバック設定,ライトバック設定,Writeback 설정,top500,pages
pages.marketingIntel.marketingIntel.approvals.auditSecurity,セキュリティ,セキュリティ,보안,auto,pages
pages.marketingIntel.marketingIntel.approvals.noAudit,監査ログなし,監査ログなし,감사 로그 없음,top500,pages
pages.marketingIntel.marketingIntel.approvals.noAuditDesc,承認決定と実行ログがリアルタイムで表示されます。,承認決定と実行ログがリアルタイムで表示されます。,승인 결정 및 실행 로그가 실시간으로 표시됩니다.,top500,pages
pages.marketingIntel.marketingIntel.approvals.settingsTitle,⚙ ライトバック設定,⚙ ライトバック設定,⚙ Writeback 설정,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgAutoApprove,低リスク自動承認,低リスク自動承認,저위험 자동 승인,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgAutoApproveDesc,低優先度リクエストを自動承認,低優先度リクエストを自動承認,낮은 우선순위 요청 자동 승인,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgRequire2faDesc,承認に2段階認証が必要,承認に2段階認証が必要,승인 시 2단계 인증 필요,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgSlackNotifyDesc,Slackに承認通知を送信,Slackに承認通知を送信,Slack으로 승인 알림 전송,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgEmailNotify,メール通知,メール通知,이메일 알림,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgEmailNotifyDesc,保留中の承認時にメール送信,保留中の承認時にメール送信,승인 대기 시 이메일 발송,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgExecDelayDesc,アクション実行前に5分遅延,アクション実行前に5分遅延,액션 실행 전 5분 지연,top500,pages
pages.marketingIntel.marketingIntel.approvals.cfgAuditLog,監査ログ,監査ログ,감사 로그,auto,pages
pages.marketingIntel.marketingIntel.approvals.cfgAuditLogDesc,コンプライアンス用全操作記録,コンプライアンス用全操作記録,컴플라이언스용 전체 작업 기록,top500,pages
pages.marketingIntel.marketingIntel.approvals.badgeTotal,総リクエスト,総リクエスト,총 요청 수,top500,pages
pages.marketingIntel.marketingIntel.approvals.badgeRealtime,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,pages
pages.marketingIntel.marketingIntel.approvals.badgeSecurity,セキュリティ有効,セキュリティ有効,보안 활성화,top500,pages
pages.marketingIntel.marketingIntel.approvals.syncRules,AIルール,AIルール,AI 규칙,top500,pages
pages.marketingIntel.marketingIntel.approvals.liveSyncStatus,リアルタイムデータ同期状態,リアルタイムデータ同期状態,실시간 데이터 동기화 상태,auto,pages
pages.marketingIntel.marketingIntel.approvals.demoBanner,🎭 デモモード,🎭 デモモード,🎭 데모 모드,auto,pages
pages.marketingIntel.marketingIntel.approvals.demoBannerDesc,読み取り専用。,読み取り専用。,읽기 전용.,auto,pages
pages.marketingIntel.marketingIntel.approvals.upgradeBtn,💎 Proアップグレード,💎 Proアップグレード,💎 Pro 업그레이드,auto,pages
pages.marketingIntel.marketingIntel.approvals.crossTabSync,別タブからスキーマ同期,別タブからスキーマ同期,다른 탭에서 스키마 동기화,auto,pages
pages.marketingIntel.marketingIntel.approvals.secTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,pages
pages.marketingIntel.marketingIntel.approvals.secDesc,不審なアクティビティ検出,不審なアクティビティ検出,의심스러운 활동 감지,auto,pages
pages.marketingIntel.marketingIntel.approvals.secCode,ロック解除コード入力,ロック解除コード入力,잠금 해제 코드 입력,auto,pages
pages.marketingIntel.marketingIntel.approvals.secUnlock,ロック解除,ロック解除,잠금 해제,auto,pages
pages.marketingIntel.marketingIntel.approvals.GuardDecide,デモモードでは承認/却下不可,デモモードでは承認/却下不可,데모 모드에서는 승인/반려할 수 없습니다,top500,pages
pages.marketingIntel.marketingIntel.approvals.GuardExecute,デモモードでは実行不可,デモモードでは実行不可,데모 모드에서는 실행할 수 없습니다,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.marketingIntel.channelKpiPage.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideTabsTitle,タブ説明,タブ説明,탭 설명,auto,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideGoalDesc,ビジネス目標を選択,ビジネス目標を選択,비즈니스 목표 선택,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideRoleName,チャネル役割,チャネル役割,채널 역할,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideRoleDesc,役割と指標を定義,役割と指標を定義,역할 및 지표 정의,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideSetupDesc,目標値を管理,目標値を管理,목표값 관리,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideContentName,コンテンツ,コンテンツ,콘텐츠,auto,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideContentDesc,ブログ分析,ブログ分析,블로그 분석,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideCommunityName,コミュニティ,コミュニティ,커뮤니티,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideCommunityDesc,コミュニティ分析,コミュニティ分析,커뮤니티 분석,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideMonitorName,AIモニタリング,AIモニタリング,AI 모니터링,top500,pages
pages.marketingIntel.marketingIntel.channelKpiPage.guideMonitorDesc,AI分析と改善,AI分析と改善,AI 분석 및 개선,top500,pages
pages.marketingIntel.marketingIntel.kpi.k_16,インプレッション,インプレッション,노출,auto,pages
pages.marketingIntel.marketingIntel.kpi.k_17,クリック,クリック,클릭,auto,pages
pages.marketingIntel.marketingIntel.kpi.k_19,カート,カート,장바구니,top500,pages
pages.marketingIntel.marketingIntel.systemMonitor.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.marketingIntel.systemMonitor.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.marketingIntel.unified.cloneCampaign,キャンペーン複製,キャンペーン複製,캠페인 복제,top500,pages
pages.marketingIntel.marketingIntel.unified.saveTemplate,テンプレート保存,テンプレート保存,템플릿 저장,top500,pages
pages.marketingIntel.marketingIntel.unified.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.marketingIntel.pageTitle,🧠 マーケティングインテリジェンス,🧠 マーケティングインテリジェンス,🧠 마케팅 인텔리전스,top500,pages
pages.marketingIntel.marketingIntel.pageSub,流入・転換分析 · 20項目KPI貢献度スコアリング · AI推薦 · 自動化承認実行,流入・転換分析 · 20項目KPI貢献度スコアリング · AI推薦 · 自動化承認実行,유입·전환 분석 · 20개 KPI 기여도 스코어링 · AI 추천 · 자동 승인 실행,top500,pages
pages.marketingIntel.marketingIntel.badge4ch,4チャンネル,4チャンネル,4개 채널,top500,pages
pages.marketingIntel.marketingIntel.badge5inf,5インフルエンサー,5インフルエンサー,인플루언서 5명,top500,pages
pages.marketingIntel.marketingIntel.tabFunnel,📊 流入・転換分析,📊 流入・転換分析,📊 유입·전환 분석,top500,pages
pages.marketingIntel.marketingIntel.tabFunnelDesc,ファネル・チャネル・インフルエンサー転換,ファネル・チャネル・インフルエンサー転換,퍼널·채널·인플루언서 전환,top500,pages
pages.marketingIntel.marketingIntel.tabKpiDesc,20項目KPI貢献度スコアリング,20項目KPI貢献度スコアリング,20개 KPI 기여도 스코어링,top500,pages
pages.marketingIntel.marketingIntel.tabAi,🤖 AI推薦エンジン,🤖 AI推薦エンジン,🤖 AI 추천 엔진,top500,pages
pages.marketingIntel.marketingIntel.tabAiDesc,AIマーケティング手法推薦,AIマーケティング手法推薦,AI 마케팅 전략 추천,top500,pages
pages.marketingIntel.marketingIntel.tabAuto,⚙️ マーケティング自動化,⚙️ マーケティング自動化,⚙️ 마케팅 자동화,top500,pages
pages.marketingIntel.marketingIntel.tabAutoDesc,自動化ルール・承認・実行,自動化ルール・承認・実行,자동화 규칙·승인·실행,top500,pages
pages.marketingIntel.marketingIntel.funnelTotal,🔽 全体マーケティングファネル (4チャネル統合),🔽 全体マーケティングファネル (4チャネル統合),🔽 전체 마케팅 퍼널 (4개 채널 통합),top500,pages
pages.marketingIntel.marketingIntel.funnelClicks,クリック数,クリック数,클릭 수,auto,pages
pages.marketingIntel.marketingIntel.funnelCart,カート,カート,장바구니,top500,pages
pages.marketingIntel.marketingIntel.ctr,クリック率(CTR),クリック率(CTR),클릭률(CTR),top500,pages
pages.marketingIntel.marketingIntel.cartRate,カート率,カート率,장바구니 전환율,top500,pages
pages.marketingIntel.marketingIntel.channelDetail,📣 チャネル別流入・転換詳細 (クリックで展開),📣 チャネル別流入・転換詳細 (クリックで展開),📣 채널별 유입·전환 상세 (클릭하여 펼치기),top500,pages
pages.marketingIntel.marketingIntel.cartToBuy,カート→購入,カート→購入,장바구니→구매,top500,pages
pages.marketingIntel.marketingIntel.cpo,CPO (件当たりコスト),CPO (件当たりコスト),CPO (건당 비용),top500,pages
pages.marketingIntel.marketingIntel.mobileCvr,モバイル転換,モバイル転換,모바일 전환율,top500,pages
pages.marketingIntel.marketingIntel.infFunnel,🤝 インフルエンサーキャンペーン流入・転換,🤝 インフルエンサーキャンペーン流入・転換,🤝 인플루언서 캠페인 유입·전환,top500,pages
pages.marketingIntel.marketingIntel.creator,クリエイター,クリエイター,크리에이터,auto,pages
pages.marketingIntel.marketingIntel.reach,リーチ,リーチ,도달,auto,pages
pages.marketingIntel.marketingIntel.clicks,クリック,クリック,클릭,auto,pages
pages.marketingIntel.marketingIntel.kpiTotal,🏆 チャネル総合貢献度スコア (20項目加重合算),🏆 チャネル総合貢献度スコア (20項目加重合算),🏆 채널 종합 기여도 점수 (20개 항목 가중 합산),top500,pages
pages.marketingIntel.marketingIntel.kpiTable,📋 20項目標準評価指標詳細 (チャネル別),📋 20項目標準評価指標詳細 (チャネル別),📋 20개 표준 평가 지표 상세 (채널별),top500,pages
pages.marketingIntel.marketingIntel.dimChannel,チャネル種別,チャネル種別,채널 유형,top500,pages
pages.marketingIntel.marketingIntel.dimContent,コンテンツ種別,コンテンツ種別,콘텐츠 유형,top500,pages
pages.marketingIntel.marketingIntel.dimTier,インフルエンサー規模,インフルエンサー規模,인플루언서 규모,top500,pages
pages.marketingIntel.marketingIntel.dimDevice,デバイス,デバイス,디바이스,top500,pages
pages.marketingIntel.marketingIntel.dimCoupon,プロモーション種別,プロモーション種別,프로모션 유형,top500,pages
pages.marketingIntel.marketingIntel.dimTouch,タッチポイント数,タッチポイント数,터치포인트 수,top500,pages
pages.marketingIntel.marketingIntel.aiEngine,🤖 Claude AI マーケティング推薦エンジン,🤖 Claude AI マーケティング推薦エンジン,🤖 Claude AI 마케팅 추천 엔진,top500,pages
pages.marketingIntel.marketingIntel.aiEngineDesc,流入・転換・貢献度データ基盤 最適マーケティング戦略推薦,流入・転換・貢献度データ基盤 最適マーケティング戦略推薦,유입·전환·기여도 데이터 기반 최적 마케팅 전략 추천,top500,pages
pages.marketingIntel.marketingIntel.actionLabel,実行アクション:,実行アクション:,실행 액션:,top500,pages
pages.marketingIntel.marketingIntel.autoRules,⚙️ 自動化ルール一覧,⚙️ 自動化ルール一覧,⚙️ 자동화 규칙 목록,top500,pages
pages.marketingIntel.marketingIntel.statusPending,承認待ち,承認待ち,승인 대기,auto,pages
pages.marketingIntel.marketingIntel.statusApproved,承認済み,承認済み,승인됨,auto,pages
pages.marketingIntel.marketingIntel.trigger,トリガー,トリガー,트리거,top500,pages
pages.marketingIntel.marketingIntel.action,アクション,アクション,액션,auto,pages
pages.marketingIntel.marketingIntel.rejected,✕ 却下済み,✕ 却下済み,✕ 반려됨,top500,pages
pages.marketingIntel.marketingIntel.execLog,📜 自動化実行ログ,📜 自動化実行ログ,📜 자동화 실행 로그,top500,pages
pages.marketingIntel.marketingIntel.adCreativeTitle,🎨 AI広告クリエイティブ生成スタジオ,🎨 AI広告クリエイティブ生成スタジオ,🎨 AI 광고 크리에이티브 생성 스튜디오,top500,pages
pages.marketingIntel.marketingIntel.adCreativeSub,Claude AIがチャネル・カテゴリ・ターゲットに合わせた広告素材を自動生成します,Claude AIがチャネル・カテゴリ・ターゲットに合わせた広告素材を自動生成します,Claude AI가 채널·카테고리·타겟에 맞는 광고 소재를 자동 생성합니다,top500,pages
pages.marketingIntel.marketingIntel.adPlatform,📢 広告プラットフォーム選択,📢 広告プラットフォーム選択,📢 광고 플랫폼 선택,top500,pages
pages.marketingIntel.marketingIntel.adSize,📐 広告サイズ,📐 広告サイズ,📐 광고 사이즈,top500,pages
pages.marketingIntel.marketingIntel.adStyle,🎨 クリエイティブスタイル,🎨 クリエイティブスタイル,🎨 크리에이티브 스타일,top500,pages
pages.marketingIntel.marketingIntel.adTone,✍️ コピーのトーン,✍️ コピーのトーン,✍️ 카피 톤,top500,pages
pages.marketingIntel.marketingIntel.adProductPh,例: 保湿クリーム プレミアム 50ml,例: 保湿クリーム プレミアム 50ml,예: 보습 크림 프리미엄 50ml,top500,pages
pages.marketingIntel.marketingIntel.adKeyword,🔑 キーワード,🔑 キーワード,🔑 키워드,top500,pages
pages.marketingIntel.marketingIntel.adKeywordPh,"例: 保湿, 弾力, 肌バリア","例: 保湿, 弾力, 肌バリア","예: 보습, 탄력, 피부 장벽",top500,pages
pages.marketingIntel.marketingIntel.adTarget,🎯 ターゲット,🎯 ターゲット,🎯 타겟,top500,pages
pages.marketingIntel.marketingIntel.adCta,📣 CTAボタン,📣 CTAボタン,📣 CTA 버튼,top500,pages
pages.marketingIntel.marketingIntel.adGenerate,✨ AI広告素材を生成,✨ AI広告素材を生成,✨ AI 광고 소재 생성,top500,pages
pages.marketingIntel.marketingIntel.adGenerating,🤖 AIが広告素材を生成中…,🤖 AIが広告素材を生成中…,🤖 AI가 광고 소재를 생성 중…,top500,pages
pages.marketingIntel.marketingIntel.adResult,🎨 生成された広告素材,🎨 生成された広告素材,🎨 생성된 광고 소재,top500,pages
pages.marketingIntel.marketingIntel.adHeadline,ヘッドライン,ヘッドライン,헤드라인,top500,pages
pages.marketingIntel.marketingIntel.adBody,本文コピー,本文コピー,본문 카피,top500,pages
pages.marketingIntel.marketingIntel.adHashtags,ハッシュタグ,ハッシュタグ,해시태그,top500,pages
pages.marketingIntel.marketingIntel.adKeywords,キーワード,キーワード,키워드,top500,pages
pages.marketingIntel.marketingIntel.adDownload,⬇ ダウンロード,⬇ ダウンロード,⬇ 다운로드,top500,pages
pages.marketingIntel.marketingIntel.adCopy,📋 コピー,📋 コピー,📋 복사,top500,pages
pages.marketingIntel.marketingIntel.tabs.marketing,マーケティング成果,マーケティング成果,마케팅 성과,top500,pages
pages.marketingIntel.marketingIntel.tabs.channel,チャネルKPI,チャネルKPI,채널 KPI,auto,pages
pages.marketingIntel.marketingIntel.tabs.sales,グローバル売上,グローバル売上,글로벌 매출,top500,pages
pages.marketingIntel.marketingIntel.tabs.influencer,インフルエンサー,インフルエンサー,인플루언서,auto,pages
pages.marketingIntel.marketingIntel.tabs.system,システム現況,システム現況,시스템 현황,auto,pages
pages.marketingIntel.marketingIntel.tabs.guide,利用ガイド,利用ガイド,이용 가이드,auto,pages
pages.marketingIntel.marketingIntel.pricing.btnCurrent,現在のプラン,現在のプラン,현재 플랜,top500,pages
pages.marketingIntel.marketingIntel.pricing.currentPlanLabel,現在のプラン,現在のプラン,현재 플랜,top500,pages
pages.marketingIntel.marketingIntel.pricing.pageTitle,料金プラン,料金プラン,요금제,auto,pages
pages.marketingIntel.adPerf.channel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.adPerf.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.adPerf.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.admin.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.admin.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.admin.connected,接続済み,接続済み,연결됨,auto,pages
pages.marketingIntel.attrData.badgeMmm,ベイジアンMMM,ベイジアンMMM,베이지안 MMM,top500,pages
pages.marketingIntel.attrData.analysisJourney,分析ジャーニー,分析ジャーニー,분석 여정,top500,pages
pages.marketingIntel.attrData.timeSeries,52週時系列データ,52週時系列データ,52주 시계열 데이터,top500,pages
pages.marketingIntel.attrData.tabMtaDesc,5つのモデル,5つのモデル,5개 모델,top500,pages
pages.marketingIntel.attrData.tabMmmLabel,ベイジアンMMM,ベイジアンMMM,베이지안 MMM,top500,pages
pages.marketingIntel.attrData.tabCohortLabel,コホート分析,コホート分析,코호트 분석,top500,pages
pages.marketingIntel.attrData.tabGuideLabel,利用ガイド,利用ガイド,이용 가이드,auto,pages
pages.marketingIntel.attrData.tabGuideDesc,使い方,使い方,사용법,auto,pages
pages.marketingIntel.attrData.firstTouch,ファーストタッチ,ファーストタッチ,퍼스트 터치,top500,pages
pages.marketingIntel.attrData.lastTouch,ラストタッチ,ラストタッチ,라스트 터치,top500,pages
pages.marketingIntel.attrData.conversion,コンバージョン,コンバージョン,전환,auto,pages
pages.marketingIntel.attrData.cohortHdr,コホート,コホート,코호트,top500,pages
pages.marketingIntel.attrData.colChannel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.attrData.guideTabsTitle,タブ別機能ガイド,タブ別機能ガイド,탭별 기능 가이드,auto,pages
pages.marketingIntel.attrData.guideCompareName,🕸️ モデル比較,🕸️ モデル比較,🕸️ 모델 비교,top500,pages
pages.marketingIntel.auditLog.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.auditLog.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.auditLog.colAction,アクション,アクション,액션,auto,pages
pages.marketingIntel.campaignMgr.pageTitle,キャンペーン管理,キャンペーン管理,캠페인 관리,top500,pages
pages.marketingIntel.campaignMgr.btnAutoMarketing,AI自動化へ,AI自動化へ,AI 자동화로 이동,top500,pages
pages.marketingIntel.campaignMgr.tabOverview,キャンペーン現況,キャンペーン現況,캠페인 현황,top500,pages
pages.marketingIntel.campaignMgr.tabAbTest,A/Bテスト,A/Bテスト,A/B 테스트,top500,pages
pages.marketingIntel.campaignMgr.kpiTotal,全キャンペーン,全キャンペーン,전체 캠페인,top500,pages
pages.marketingIntel.campaignMgr.filterAll,全て,全て,전체,auto,pages
pages.marketingIntel.campaignMgr.statusScheduled,予約済み,予約済み,예약됨,top500,pages
pages.marketingIntel.campaignMgr.conversions,コンバージョン,コンバージョン,전환,auto,pages
pages.marketingIntel.campaignMgr.monitoring,モニタリング,モニタリング,모니터링,top500,pages
pages.marketingIntel.campaignMgr.source,ソース,ソース,소스,top500,pages
pages.marketingIntel.campaignMgr.abTitle,A/Bテスト,A/Bテスト,A/B 테스트,top500,pages
pages.marketingIntel.campaignMgr.abEmpty,結果なし,結果なし,결과 없음,auto,pages
pages.marketingIntel.campaignMgr.colName,キャンペーン名,キャンペーン名,캠페인명,auto,pages
pages.marketingIntel.campaignMgr.colSegment,セグメント,セグメント,세그먼트,auto,pages
pages.marketingIntel.campaignMgr.copyChannel,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.campaignMgr.copyCopy,コピー,コピー,복사,auto,pages
pages.marketingIntel.campaignMgr.copyScore,スコア,スコア,점수,top500,pages
pages.marketingIntel.campaignMgr.copyTone,トーン,トーン,톤,top500,pages
pages.marketingIntel.campaignMgr.toneProfessional,プロフェッショナル,プロフェッショナル,전문적,top500,pages
pages.marketingIntel.campaignMgr.toneFriendly,フレンドリー,フレンドリー,친근함,top500,pages
pages.marketingIntel.campaignMgr.toneCasual,カジュアル,カジュアル,캐주얼,top500,pages
pages.marketingIntel.campaignMgr.approvalTitle,キャンペーン承認,キャンペーン承認,캠페인 승인,top500,pages
pages.marketingIntel.campaignMgr.campaignType,タイプ,タイプ,타입,auto,pages
pages.marketingIntel.campaignMgr.channelSection,チャネル,チャネル,채널,auto,pages
pages.marketingIntel.campaignMgr.influencerSection,インフルエンサー,インフルエンサー,인플루언서,auto,pages
pages.marketingIntel.campaignMgr.adChannels,広告チャネル,広告チャネル,광고 채널,auto,pages
pages.marketingIntel.channelKpiPage.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.channelKpiPage.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,pages
pages.marketingIntel.channelKpiPage.guideTabsTitle,タブ説明,タブ説明,탭 설명,auto,pages
pages.marketingIntel.channelKpiPage.guideGoalDesc,ビジネス目標を選択,ビジネス目標を選択,비즈니스 목표 선택,top500,pages
pages.marketingIntel.channelKpiPage.guideRoleName,チャネル役割,チャネル役割,채널 역할,top500,pages
pages.marketingIntel.channelKpiPage.guideRoleDesc,役割と指標を定義,役割と指標を定義,역할 및 지표 정의,top500,pages
pages.marketingIntel.channelKpiPage.guideSetupDesc,目標値を管理,目標値を管理,목표값 관리,top500,pages
pages.marketingIntel.channelKpiPage.guideContentName,コンテンツ,コンテンツ,콘텐츠,auto,pages
pages.marketingIntel.channelKpiPage.guideContentDesc,ブログ分析,ブログ分析,블로그 분석,top500,pages
pages.marketingIntel.channelKpiPage.guideCommunityName,コミュニティ,コミュニティ,커뮤니티,top500,pages
pages.marketingIntel.channelKpiPage.guideCommunityDesc,コミュニティ分析,コミュニティ分析,커뮤니티 분석,top500,pages
pages.marketingIntel.channelKpiPage.guideMonitorName,AIモニタリング,AIモニタリング,AI 모니터링,top500,pages
pages.marketingIntel.channelKpiPage.guideMonitorDesc,AI分析と改善,AI分析と改善,AI 분석 및 개선,top500,pages
pages.marketingIntel.cmpVal.aiPredict.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.cmpVal.aiPredict.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.cmpVal.aiPredict.filterAll,すべて,すべて,전체,auto,pages
pages.marketingIntel.cmpVal.all,全て,全て,전체,auto,pages
pages.marketingIntel.cmpVal.realtime,リアルタイム,リアルタイム,실시간,auto,pages
pages.marketingIntel.connectors.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.connectors.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.connectors.connected,接続済み,接続済み,연결됨,auto,pages
pages.marketingIntel.dbAdmin.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.dbAdmin.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.eventNorm.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,pages
pages.marketingIntel.eventNorm.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,pages
pages.marketingIntel.graph.contribPath,🛤 貢献パス,🛤 貢献パス,🛤 기여 경로,top500,pages
pages.marketingIntel.graph.contribCreative,貢献クリエイティブ,貢献クリエイティブ,기여 크리에이티브,top500,pages
pages.marketingIntel.graph.contribInfluencer,貢献インフルエンサー,貢献インフルエンサー,기여 인플루언서,top500,pages
pages.marketingIntel.graph.sourceNode,ソースノード,ソースノード,소스 노드,top500,pages
pages.marketingIntel.graph.targetNode,ターゲットノード,ターゲットノード,타겟 노드,top500,pages
pages.marketingIntel.graph.weight,重み,重み,가중치,top500,pages
