ja_value,proposed_ko,source,batch
ライトバック即時ロールバック — Enterprise,라이트백 즉시 롤백 — Enterprise,b8_batch,07
ライトバック即時ロールバック（新）,라이트백 즉시 롤백(신규),b8_batch,07
ライトバック操作を実行するとジョブ履歴が表示されます。,Writeback 작업을 실행하면 작업 이력이 표시됩니다.,top500_fallback,T500
ライトバック設定,Writeback 설정,top500_fallback,T500
ライトバック設定・ログ,Writeback 설정·로그,top500_fallback,T500
ライブアカウントを接続して実データを表示,실제 계정을 연결하여 실데이터 표시,b8_batch,06
ライブテスト,라이브 테스트,top500_fallback,T500
ライブデータ,라이브 데이터,b8_batch,04
ライブデータに基づいて計算・推定された値。方向性は正しいが、正確な数値ではない場合があります。,라이브 데이터를 기반으로 계산·추정된 값입니다. 방향성은 정확하지만 정확한 수치가 아닐 수 있습니다.,b8_batch,04
ライブプレビュー,실시간 미리보기,top500_fallback,T500
ライブポップアップテスト,라이브 팝업 테스트,b8_batch,04
ラグジュアリー,럭셔리,b8_batch,04
ラストタッチ,라스트 터치,top500_fallback,T500
ラベル,라벨,top500_fallback,T500
ランキング,랭킹,b8_batch,07
リアルタイム KPI モニタリング · 異常検出 · クロスチャネル分析,실시간 KPI 모니터링 · 이상 감지 · 크로스채널 분석,b8_batch,08
リアルタイムAPIで直接収集されたデータです。最高の信頼度を保証し、自動検証・整合性チェックを行います。,실시간 API로 직접 수집된 데이터입니다. 최고 수준의 신뢰도를 보장하며 자동 검증·정합성 체크를 수행합니다.,b8_batch,04
リアルタイムCDC,실시간 CDC,b8_batch,04
リアルタイムでコンバージョンが集計されます。,전환이 실시간으로 집계됩니다.,b8_batch,04
リアルタイムイベントストリーム,실시간 이벤트 스트림,b8_batch,04
リアルタイムイベントストリーム表示,실시간 이벤트 스트림 표시,b8_batch,07
リアルタイムイベントフィード,실시간 이벤트 피드,b8_batch,04
リアルタイムキャンペーンモニター,실시간 캠페인 모니터,b8_batch,04
リアルタイムクロスタブ同期有効,실시간 크로스 탭 동기화 활성화,b8_batch,07
リアルタイムクロスタブ同期有効 — すべてのメニューのデータがリアルタイムで反映されます。,실시간 크로스탭 동기화 활성화 — 모든 메뉴 데이터가 실시간으로 반영됩니다.,top500_fallback,T500
リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,실시간 크로스탭 동기화 활성화 — 모든 모듈 데이터 실시간 반영,top500_fallback,T500
リアルタイムストリーミング,실시간 스트리밍,b8_batch,04
リアルタイムソース,실시간 소스,top500_fallback,T500
リアルタイムチャネル監視,실시간 채널 모니터링,b8_batch,04
リアルタイムデータ,실시간 데이터,b8_batch,04
リアルタイムデータなし,실시간 데이터 없음,b8_batch,07
リアルタイムデータを即座に取得,실시간 데이터를 즉시 가져옵니다,b8_batch,10
リアルタイムデータ同期,실시간 데이터 동기화,b8_batch,07
リアルタイムデータ同期有効 · 全メニューと機能間の同期状態維持中,실시간 데이터 동기화 활성화 · 모든 메뉴 및 기능 간 동기화 상태 유지 중,b8_batch,04
リアルタイムデータ同期有効 · 連携ハブチャネルと自動同期中,실시간 데이터 동기화 활성화 · 연동 허브 채널과 자동 동기화 중,b8_batch,04
リアルタイムデータ検証,실시간 데이터 검증,top500_fallback,T500
リアルタイムデータ（API直接連携）,실시간 데이터(API 직접 연동),b8_batch,04
リアルタイムトリガー,실시간 트리거,b8_batch,04
リアルタイムモニター,실시간 모니터,b8_batch,07
リアルタイムレート,실시간 환율,b8_batch,07
リアルタイムログ,실시간 로그,top500_fallback,T500
リアルタイム予算管理,실시간 예산 관리,b8_batch,10
リアルタイム同期 ✓,실시간 동기화 ✓,b8_batch,07
リアルタイム同期有効,실시간 동기화 활성화,top500_fallback,T500
リアルタイム在庫データ,실시간 재고 데이터,b8_batch,04
リアルタイム在庫・低在庫アラート,실시간 재고·재고 부족 알림,b8_batch,07
リアルタイム在庫同期,실시간 재고 동기화,b8_batch,04
リアルタイム在庫監視,실시간 재고 모니터링,top500_fallback,T500
リアルタイム売上,실시간 매출,b8_batch,04
リアルタイム売上・費用・利益ウォーターフォール,실시간 매출·비용·이익 워터폴,b8_batch,04
リアルタイム成果,실시간 성과,b8_batch,07
リアルタイム損益ウォーターフォール＆チャネル別P&Lダッシュボード,실시간 손익 워터폴 & 채널별 P&L 대시보드,b8_batch,04
リアルタイム注文フィード,실시간 주문 피드,b8_batch,10
リアルタイム活動,실시간 활동,b8_batch,10
リアルタイム為替,실시간 환율,b8_batch,07
リアルタイム為替+チーム管理,실시간 환율 + 팀 관리,b8_batch,07
リアルタイム為替（グローバル通貨）,실시간 환율(글로벌 통화),b8_batch,07
リアルタイム異常検知,실시간 이상 감지,b8_batch,07
リアルタイム集計,실시간 집계,b8_batch,04
リエンゲージメント割引を即座に送信してください。,재참여 할인을 즉시 발송해주세요.,b8_batch,04
リサイクル率,재활용률,b8_batch,07
リスク,리스크,b8_batch,04
リスク検知,리스크 감지,b8_batch,10
リスティング品質監査,리스팅 품질 감사,b8_batch,07
リスト,목록,top500_fallback,T500
リストビュー,목록 보기,top500_fallback,T500
リソース,리소스,b8_batch,01
リターゲティング,리타게팅,b8_batch,10
リターゲト/LAL/関心,리타게팅/LAL/관심,b8_batch,04
リテンション,리텐션,b8_batch,04
リテンション・LTV・新規ユーザー,리텐션·LTV·신규 사용자,b8_batch,07
リテンション率,리텐션율,b8_batch,07
リニア,리니어,b8_batch,07
リビング > キッチン,리빙 > 키친,b8_batch,04
リリースノート,릴리스 노트,b8_batch,07
リンクを開く,링크 열기,b8_batch,04
リードタイム分析,리드타임 분석,b8_batch,10
ルーティングルールがありません。ルールを追加してください。,라우팅 규칙이 없습니다. 규칙을 추가해주세요.,b8_batch,10
ルール,규칙,b8_batch,04
ルールがありません。,규칙이 없습니다.,b8_batch,10
ルールなし,규칙 없음,top500_fallback,T500
ルールを作成してください,규칙을 생성해주세요,b8_batch,04
ルールエンジン,규칙 엔진,b8_batch,07
ルール・ライトバック,규칙·라이트백,b8_batch,07
ルール保存,규칙 저장,top500_fallback,T500
ルール合計,규칙 합계,b8_batch,04
ルール同期,규칙 동기화,top500_fallback,T500
ルール名,규칙명,top500_fallback,T500
ルール実行,규칙 실행,b8_batch,07
ルール生成中...,규칙 생성 중...,b8_batch,07
ルール追加,규칙 추가,top500_fallback,T500
レイアウト保存,레이아웃 저장,b8_batch,04
レイアウト名を入力,레이아웃명 입력,b8_batch,04
レジストリ適用完了,레지스트리 적용 완료,b8_batch,04
レジャー,레저,b8_batch,10
レスポンシブディスプレイバナー,반응형 디스플레이 배너,b8_batch,10
レスポンシブデザイン,반응형 디자인,b8_batch,04
レディース,여성,b8_batch,10
レビュー & UGC,리뷰 & UGC,top500_fallback,T500
レビュー & UGCの使い方·6ステップワークフロー説明,리뷰 & UGC 사용법·6단계 워크플로우 안내,b8_batch,04
レビュー&UGC分析,리뷰 & UGC 분석,b8_batch,07
レビュー·UGC,리뷰·UGC,b8_batch,10
レビュー·感情分析·異常検出,리뷰·감성 분석·이상 감지,b8_batch,07
レビューを検索...,리뷰 검색...,b8_batch,04
レビューエスカレーション,리뷰 에스컬레이션,b8_batch,04
レビューデータが収集されるとトレンド分析が自動表示されます。,리뷰 데이터가 수집되면 트렌드 분석이 자동으로 표시됩니다.,b8_batch,04
レビューデータが蓄積されると感情分析トレンドが自動的に表示されます。,리뷰 데이터가 축적되면 감성 분석 트렌드가 자동으로 표시됩니다.,b8_batch,04
レビューフィルタリング、AI返信生成、CSエスカレーション,"리뷰 필터링, AI 답변 생성, CS 에스컬레이션",b8_batch,04
レビューフィード,리뷰 피드,top500_fallback,T500
レビュー・UGC管理,리뷰·UGC 관리,b8_batch,04
レビュー中,검토 중,b8_batch,04
レビュー感性分析とネガティブキーワード監視,리뷰 감성 분석과 부정 키워드 모니터링,b8_batch,07
レビュー検索...,리뷰 검색...,b8_batch,04
レビュー管理,리뷰 관리,top500_fallback,T500
レビュー管理ワークフロー案内,리뷰 관리 워크플로우 안내,b8_batch,04
レビュー管理設定,리뷰 관리 설정,top500_fallback,T500
レビュー総数,리뷰 총 수,b8_batch,04
レビュー＆UGC分析（新）,리뷰 & UGC 분석(신규),b8_batch,07
レビュー＆適用,검토 & 적용,b8_batch,10
レポート,리포트,top500_fallback,T500
レポート&エクスポート,리포트 & 내보내기,b8_batch,07
レポートDL,리포트 다운로드,b8_batch,10
レポートを選択してください,리포트를 선택해주세요,b8_batch,04
レポートキャンバス,리포트 캔버스,b8_batch,04
レポートテンプレート,리포트 템플릿,b8_batch,04
レポートビルダー,리포트 빌더,top500_fallback,T500
レポート作成時間90%削減,리포트 작성 시간 90% 단축,top500_fallback,T500
レポート出力,리포트 내보내기,b8_batch,01
レポート名,리포트명,b8_batch,04
レポート自動化,리포트 자동화,top500_fallback,T500
レポート詳細,리포트 상세,b8_batch,04
レーダー + Aスコア,레이더 + A 점수,b8_batch,06
レーダーチャートで5つのアトリビューションモデルを比較,레이더 차트로 5개 어트리뷰션 모델 비교,b8_batch,01
レーダーチャートとKPI比較,레이더 차트와 KPI 비교,b8_batch,10
レーダー比較,레이더 비교,b8_batch,10
レート制限,레이트 제한,top500_fallback,T500
ロイヤル,로열,b8_batch,04
ログを検索…,로그 검색…,b8_batch,01
ログインが必要,로그인 필요,b8_batch,04
ログインし、サイドバーから「AIマーケティング→自動戦略」に移動します。本番/デモ環境を確認してください。,로그인 후 사이드바에서 ‘AI 마케팅 → 자동 전략’으로 이동합니다. 운영/데모 환경을 확인해주세요.,b8_batch,10
ログインでトークン発行,로그인으로 토큰 발급,b8_batch,04
ログイン失敗,로그인 실패,b8_batch,01
ログイン成功,로그인 성공,b8_batch,01
ログイン＆環境確認,로그인 & 환경 확인,b8_batch,10
ロケーション・バーコード,로케이션·바코드,b8_batch,07
ロゴ使用準拠,로고 사용 준수,b8_batch,10
ロジェン宅配,로젠택배,b8_batch,10
ロッテ宅配,롯데택배,b8_batch,10
ロット/消費期限,로트/유통기한,b8_batch,10
ロビンソン偏回帰による純増分効果を算出,로빈슨 편회귀로 순증분 효과를 산출,b8_batch,07
ローアス,ROAS,top500_fallback,T500
ロールアップシミュレーション,롤업 시뮬레이션,b8_batch,04
ロールベースアクセス,역할 기반 액세스,b8_batch,07
ロール変更,역할 변경,b8_batch,01
ワークスペース,워크스페이스,b8_batch,10
ヶ月,개월,b8_batch,07
ヶ月合計 ,개월 합계 ,b8_batch,07
一定割合スクロール時に表示,일정 비율 스크롤 시 표시,b8_batch,04
一括インポート,일괄 가져오기,b8_batch,04
一括チャネル登録,일괄 채널 등록,b8_batch,04
一括メッセージ入力...,일괄 메시지 입력...,b8_batch,04
一括商品登録・カタログ同期・価格ルール,일괄 상품 등록·카탈로그 동기화·가격 규칙,b8_batch,07
一括登録テンプレートをダウンロードしました,일괄 등록 템플릿을 다운로드했습니다,b8_batch,04
一覧・招待,목록·초대,b8_batch,07
一部払い,일부 지급,b8_batch,07
上の「AI評価実行」ボタンをクリックして分析を開始してください。,상단의 'AI 평가 실행' 버튼을 클릭하여 분석을 시작해주세요.,b8_batch,04
上乗せ率 (例: 10),마크업률 (예: 10),b8_batch,04
上記のコードをウェブサイトの ,위 코드를 웹사이트의 ,b8_batch,04
上記の内容を確認し、チャネル登録を進めます。,위 내용을 확인하고 채널 등록을 진행합니다.,b8_batch,04
上記の戦略をレビューし承認すると、登録された広告チャネルを通じてマーケティングが自動展開されます。,위 전략을 검토하고 승인하면 등록된 광고 채널을 통해 마케팅이 자동으로 실행됩니다.,b8_batch,10
下にTrack IDを入力,아래에 Track ID 입력,b8_batch,04
下の「検出開始」ボタンをクリックします。,아래 '감지 시작' 버튼을 클릭합니다.,b8_batch,04
下の入力欄にIDを入力,아래 입력란에 ID 입력,top500_fallback,T500
下の入力欄にPixel IDを入力して保存,아래 입력란에 Pixel ID를 입력하고 저장,b8_batch,04
下書き,임시 저장,top500_fallback,T500
下部バウンススクロール検知,하단 바운스 스크롤 감지,b8_batch,04
不一致チケット,불일치 티켓,b8_batch,04
不一致チケットのステータスを管理します（未処理→調査中→解決/免除）。,불일치 티켓 상태를 관리합니다(미처리→조사 중→해결/면제).,b8_batch,04
不審なアクセスが検出されたため30秒間ロックされています,의심스러운 접근이 감지되어 30초간 잠금되었습니다,b8_batch,04
不足在庫アラート、CSVインポート/エクスポート、バーコードスキャンで全倉庫の統合在庫を確認します。,"재고 부족 알림, CSV 가져오기/내보내기, 바코드 스캔으로 전체 창고의 통합 재고를 확인합니다.",b8_batch,10
丸めルール,반올림 규칙,b8_batch,04
主要な KPI の概要,주요 KPI 개요,b8_batch,01
主要コンバージョンパス,주요 전환 경로,b8_batch,07
主要指標を一目で確認,주요 지표 한눈에 보기,b8_batch,08
予想インプレッション,예상 노출 수,b8_batch,10
予想クリック数,예상 클릭 수,b8_batch,10
予想コンバージョン数,예상 전환 수,b8_batch,10
予想ブレンドROAS,예상 블렌디드 ROAS,b8_batch,08
予想所要: 役割あたり30分以内,예상 소요: 역할당 30분 이내,top500_fallback,T500
予想総コンバージョン,예상 총 전환 수,b8_batch,10
予測タブで日平均消化額と月末予想消化を自動計算します。予測チャートで実績と予測を比較して予算超過リスクを事前検知します。,예측 탭에서 일평균 소진액과 월말 예상 소진액을 자동 계산합니다. 예측 차트에서 실적과 예측을 비교해 예산 초과 리스크를 사전에 감지합니다.,b8_batch,10
予測線超過で月末超過予測,예측선을 초과해 월말 예산 초과 예상,b8_batch,10
予算、カテゴリ、広告チャネルを設定しAI推薦を受けます。,"예산, 카테고리, 광고 채널을 설정하고 AI 추천을 받습니다.",b8_batch,10
予算アラート,예산 알림,b8_batch,04
予算アラート & 自動停止,예산 알림 & 자동 중지,b8_batch,04
予算アラート未設定,예산 알림 미설정,b8_batch,08
予算アラート設定,예산 알림 설정,b8_batch,08
予算プランナー,예산 플래너,top500_fallback,T500
予算ライン,예산 라인,b8_batch,10
予算・入札,예산·입찰,b8_batch,10
予算再配分推奨カード,예산 재배분 추천 카드,b8_batch,04
予算消化率70%以上のキャンペーンを監視。95%超で自動停止。,예산 소진율 70% 이상 캠페인을 모니터링. 95% 초과 시 자동 중지.,b8_batch,04
予算消化率アラートを管理,예산 소진율 알림 관리,b8_batch,08
予算管理のすべてをご案内します,예산 관리의 전체 흐름을 안내합니다,b8_batch,10
予算管理ガイド,예산 관리 가이드,b8_batch,10
予算管理ダッシュボード,예산 관리 대시보드,b8_batch,10
予算超過が予測されます。再配分を検討してください。,예산 초과가 예상됩니다. 재배분을 검토해주세요.,b8_batch,10
予算超過を防ぐため、実行前に必ずマネージャー承認に提出してください。,예산 초과를 방지하기 위해 실행 전 반드시 매니저 승인을 요청해주세요.,b8_batch,10
予算配分スライダー,예산 배분 슬라이더,b8_batch,08
予約済み,예약됨,top500_fallback,T500
予約済み在庫,예약된 재고,b8_batch,04
予約送信・ステータス管理,예약 발송·상태 관리,b8_batch,04
事前構築されたテンプレートで素早く開始,사전 구축된 템플릿으로 빠르게 시작,b8_batch,04
交渉ヒント,협상 힌트,top500_fallback,T500
人が参考になった,명이 참고했어요,b8_batch,08
人が役立った,명이 도움됨,b8_batch,04
人気の製品,인기 상품,b8_batch,08
今すぐプレビュー,지금 미리보기,b8_batch,04
今すぐ行く,지금 이동,b8_batch,10
今すぐ購入,지금 구매하기,top500_fallback,T500
今すぐ開始,지금 시작,b8_batch,10
今回のセッション転換数,이번 세션 전환 수,b8_batch,04
今日のチェックリスト,오늘의 체크리스트,b8_batch,10
今日のメモ,오늘의 메모,b8_batch,08
今月のコンテンツはありません。,이번 달 콘텐츠가 없습니다.,b8_batch,04
今月の予定コンテンツがありません。「+コンテンツ登録」で新規追加してください。,이번 달 예정 콘텐츠가 없습니다. '+ 콘텐츠 등록'으로 새로 추가해주세요.,b8_batch,04
今月の送信,이번 달 발송,b8_batch,04
仕様を入力してください,사양을 입력해주세요,b8_batch,04
他の役割を探索,다른 역할 탐색,top500_fallback,T500
他タブへの切替時にポップアップ表示,다른 탭으로 전환 시 팝업 표시,b8_batch,04
件がアトリビューションに自動反映,건이 어트리뷰션에 자동 반영됨,b8_batch,08
件のキャンペーン,건의 캠페인,b8_batch,10
件のクリエイティブ,건의 크리에이티브,b8_batch,10
件のプロモーション,건의 프로모션,b8_batch,10
件の番号,개 번호,b8_batch,04
件の脅威,건의 위협,top500_fallback,T500
件の脅威を検知,건의 위협 감지,b8_batch,04
件の記録,건의 기록,b8_batch,04
件名を入力,제목 입력,b8_batch,04
件名を入力...,제목 입력...,b8_batch,04
会社名とコードは必須です。,회사명과 코드는 필수입니다.,b8_batch,10
低CPMで新規獲得,낮은 CPM으로 신규 고객 확보,b8_batch,10
低リスク自動承認,저위험 자동 승인,top500_fallback,T500
低優先度リクエストを自動承認,낮은 우선순위 요청 자동 승인,top500_fallback,T500
体験プラン,체험 플랜,b8_batch,08
作成されたピクセルがありません,생성된 픽셀이 없습니다,b8_batch,04
作成されました,생성됨,b8_batch,01
作成チケット,생성된 티켓,b8_batch,04
作成・クリエイティブ・予算・入札,생성·크리에이티브·예산·입찰,b8_batch,10
作成済み,생성 완료,top500_fallback,T500
例: ROAS下限ポリシー,예: ROAS 하한 정책,b8_batch,04
例: 「冬のテーマにして」「食べ物の写真を追加」,"예: ‘겨울 테마로 변경’, ‘음식 사진 추가’",b8_batch,10
例: お待ちください！今なら10%オフ！,예: 잠시만요! 지금 10% 할인!,b8_batch,04
例: カート離脱クーポン,예: 장바구니 이탈 쿠폰,b8_batch,04
"例: 保湿, 弾力, 肌バリア","예: 보습, 탄력, 피부 장벽",top500_fallback,T500
例: 保湿クリーム プレミアム 50ml,예: 보습 크림 프리미엄 50ml,top500_fallback,T500
例: 夏のプロモーション,예: 여름 프로모션,b8_batch,04
例: 夏の新作20%オフ,예: 여름 신상 20% 할인,b8_batch,04
例：2024年春ビューティーキャンペーン,예: 2024년 봄 뷰티 캠페인,b8_batch,10
例：20〜35歳女性、ビューティー・ファッション関心,"예: 20~35세 여성, 뷰티·패션 관심",b8_batch,10
例：「ビューティのInstagram広告戦略」またはマーケティング目標を入力,예: “뷰티 Instagram 광고 전략” 또는 마케팅 목표를 입력하세요,b8_batch,01
例：カート離脱割引,예: 장바구니 이탈 할인,b8_batch,04
例：新規顧客ウェルカムジャーニー,예: 신규 고객 웰컴 여정,b8_batch,04
供給タイムライン,공급 타임라인,b8_batch,10
価格プレビュー,가격 미리보기,b8_batch,04
価格プレビューを開く,가격 미리보기 열기,b8_batch,04
価格ルール,가격 규칙,b8_batch,04
保存&テスト,저장 & 테스트,b8_batch,04
保存/ダウンロード不可,저장/다운로드 불가,b8_batch,08
保存されました,저장되었습니다,b8_batch,04
保存して同期,저장 후 동기화,b8_batch,08
保存済みレイアウト,저장된 레이아웃,top500_fallback,T500
保存済みレイアウトがありません。,저장된 레이아웃이 없습니다.,b8_batch,04
保存＋接続テスト,저장 + 연결 테스트,b8_batch,04
保留中のリクエスト,대기 중인 요청,top500_fallback,T500
保留中の承認時にメール送信,승인 대기 시 이메일 발송,top500_fallback,T500
信頼スコア,신뢰 점수,b8_batch,04
信頼スコア向上ガイド,신뢰 점수 향상 가이드,b8_batch,04
信頼スコア履歴,신뢰 점수 이력,b8_batch,04
信頼度スコア推移,신뢰도 점수 추이,b8_batch,04
倉庫を登録し、保管タイプを設定し、アクセス権限を管理し、施設別在庫レベルを監視します。,"창고를 등록하고 보관 유형을 설정하며, 접근 권한을 관리하고 시설별 재고 수준을 모니터링합니다.",b8_batch,10
倉庫登録 · 入出庫 · 在庫管理 · バンドル · 宅配/特送 · コマーシャルインボイス管理,창고 등록 · 입출고 · 재고 관리 · 번들 · 택배/특송 · 상업 송장 관리,b8_batch,10
個 プラットフォーム,개 플랫폼,b8_batch,04
個のウィジェット,개 위젯,b8_batch,04
個別ソリューション導入時の年間推定コスト ,개별 솔루션 도입 시 연간 예상 비용 ,b8_batch,08
優先アクション,우선 조치,b8_batch,10
優先サポートSLA,우선 지원 SLA,b8_batch,08
元の値,원래 값,b8_batch,04
入出庫一括アップロード,입출고 일괄 업로드,b8_batch,10
入庫・ピッキング・出庫・棚卸をバーコードスキャンベースで自動化します。,입고·피킹·출고·재고 조사를 바코드 스캔 기반으로 자동화합니다.,top500_fallback,T500
入庫発注を追跡し、入庫確認すると在庫が自動更新されます。,입고 발주를 추적하고 입고 확인 시 재고가 자동으로 업데이트됩니다.,b8_batch,10
全5ステップ完了！,전체 5단계 완료!,top500_fallback,T500
全て既読,모두 읽음,b8_batch,04
全て確定,모두 확정,b8_batch,04
全アカウント,전체 계정,b8_batch,08
全イベント,전체 이벤트,b8_batch,04
全イベントフィールド,전체 이벤트 필드,b8_batch,04
全インフルエンサーDB・キャンペーン実行・精算,전체 인플루언서 DB·캠페인 실행·정산,b8_batch,08
全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,전체 엣지를 테이블 형식으로 조회하고 노드 ID로 검색·필터링할 수 있는 탐색 도구입니다. 소스 노드·타겟 노드·가중치·라벨을 확인할 수 있습니다.,top500_fallback,T500
全キャンペーン,전체 캠페인,top500_fallback,T500
全クリエイター,전체 크리에이터,b8_batch,08
全コンバージョンパス,전체 전환 경로,b8_batch,08
全システムイベント・リスク分類・タイムラインビューを含む監査ログは専用モジュールで確認してください。,전체 시스템 이벤트·리스크 분류·타임라인 뷰를 포함한 감사 로그는 전용 모듈에서 확인해주세요.,b8_batch,04
全ソリューション,전체 솔루션,b8_batch,04
全チャネルのAPIキーを一括申請できます。,전체 채널의 API 키를 일괄 신청할 수 있습니다.,b8_batch,04
全チャネルのデータを一つのダッシュボードで管理します。,전체 채널 데이터를 하나의 대시보드에서 관리합니다.,b8_batch,04
全チャネルサマリー,전체 채널 요약,b8_batch,10
全チャネル加重平均,전체 채널 가중 평균,b8_batch,04
全チャネル合計,전체 채널 합계,b8_batch,04
全チャネル注文を一カ所で処理し、配送会社自動割当ルールを設定します。,전체 채널 주문을 한곳에서 처리하고 배송사 자동 할당 규칙을 설정합니다.,top500_fallback,T500
全チーム,전체 팀,b8_batch,08
全デバイスに最適化されたUI。,모든 디바이스에 최적화된 UI.,b8_batch,04
全フィールド,전체 필드,b8_batch,04
全プラットフォーム,전체 플랫폼,b8_batch,04
全プラットフォームモジュールでリアルタイム同期のメールキャンペーンを作成,전체 플랫폼 모듈에서 실시간 동기화되는 이메일 캠페인 생성,b8_batch,04
全モジュールの主要指標がダッシュボードに自動集計されます。,전체 모듈의 주요 지표가 대시보드에 자동 집계됩니다.,b8_batch,08
全リアルタイム同期ログ,전체 실시간 동기화 로그,b8_batch,08
全レビュー,전체 리뷰,top500_fallback,T500
全レビュー·チャネル/感情フィルター·AI返信·エスカレーション,전체 리뷰·채널/감성 필터·AI 답변·에스컬레이션,b8_batch,04
全レビュー·フィルター·AI返信,전체 리뷰·필터·AI 답변,b8_batch,04
全レビューモニタリング,전체 리뷰 모니터링,b8_batch,08
全ロールバック履歴表示,전체 롤백 이력 표시,b8_batch,08
全体ポップアップKPI実績表示,전체 팝업 KPI 실적 표시,b8_batch,04
全入力フィールドでXSS、SQLインジェクション、パストラバーサルなどのハッキング試行をリアルタイムで検知・ブロックします。,"모든 입력 필드에서 XSS, SQL 인젝션, 경로 탐색 등 해킹 시도를 실시간으로 감지하고 차단합니다.",b8_batch,10
全機能を見る ▼,전체 기능 보기 ▼,b8_batch,08
全機能無制限プラン,전체 기능 무제한 플랜,b8_batch,08
全画面がモバイル・タブレットに最適化されています。,모든 화면이 모바일·태블릿에 최적화되어 있습니다.,b8_batch,08
全監査ログ・CSVエクスポート,전체 감사 로그·CSV 내보내기,b8_batch,08
全連携チャネルのデータがリアルタイムで同期されます。,전체 연동 채널의 데이터가 실시간으로 동기화됩니다.,b8_batch,08
全顧客データをテーブル形式で管理。検索、ソート、ページネーション対応。クリックで詳細パネルを開き、購入履歴と活動ログを確認できます。,"전체 고객 데이터를 테이블 형식으로 관리합니다. 검색, 정렬, 페이지네이션을 지원합니다. 클릭하면 상세 패널이 열려 구매 이력과 활동 로그를 확인할 수 있습니다.",b8_batch,04
公平な貢献度,공정한 기여도,b8_batch,08
公開済み,공개됨,b8_batch,04
内部カテゴリ,내부 카테고리,b8_batch,04
内部カテゴリを各販売チャネルのカテゴリ体系にマッピングします。,내부 카테고리를 각 판매 채널의 카테고리 체계로 매핑합니다.,b8_batch,04
内部クリエイターUUID,내부 크리에이터 UUID,b8_batch,04
再注文ポイントを自動検出し、安全在庫に基づく推奨数量で発注書を作成します。,재주문 시점을 자동 감지하고 안전 재고 기준 추천 수량으로 발주서를 생성합니다.,b8_batch,10
処理レイヤー,처리 레이어,b8_batch,04
処理済み,처리됨,b8_batch,04
出庫承認ワークフローでピッキングリストを処理し、梱包伝票を印刷し、処理状況を追跡します。,출고 승인 워크플로우로 피킹 리스트를 처리하고 패킹 슬립을 인쇄하며 처리 현황을 추적합니다.,b8_batch,10
出荷待ち,출고 대기,b8_batch,08
分析ジャーニー,분석 여정,top500_fallback,T500
分析ダッシュボード,분석 대시보드,top500_fallback,T500
分析データがありません,분석 데이터가 없습니다,b8_batch,04
分析データなし,분석 데이터 없음,b8_batch,04
分析モジュール,분석 모듈,b8_batch,10
分析結果に基づいて予算/カテゴリ/チャネルを調整し、新しいキャンペーンを作成します。繰り返すごとにAI学習が強化されます。,분석 결과를 기반으로 예산/카테고리/채널을 조정하고 새 캠페인을 생성합니다. 반복할수록 AI 학습이 강화됩니다.,b8_batch,10
分析＆パフォーマンス,분석 & 성과,b8_batch,08
別タブから設定変更,다른 탭에서 설정 변경,b8_batch,04
別タブで発動,다른 탭에서 실행,b8_batch,04
利用可能なノードタイプ,사용 가능한 노드 유형,top500_fallback,T500
削除しますか?,삭제하시겠습니까?,b8_batch,04
削除しますか？,삭제하시겠습니까?,b8_batch,04
削除済み,삭제됨,b8_batch,04
割引クーポン,할인 쿠폰,b8_batch,04
割引プロモ,할인 프로모션,b8_batch,04
割引率を入力,할인율 입력,b8_batch,04
効率低下。クリエイティブ更新,효율 저하. 크리에이티브 업데이트 필요,top500_fallback,T500
動画のCTRがカルーセルの1.5倍です。動画比率を拡大してください。,동영상 CTR이 캐러셀의 1.5배입니다. 동영상 비중을 확대해주세요.,b8_batch,10
動画チュートリアル,동영상 튜토리얼,b8_batch,08
半期（6ヶ月）,반기(6개월),b8_batch,10
危険レビュー確認,위험 리뷰 확인,b8_batch,04
即時ロールバック,즉시 롤백,b8_batch,08
即時ロールバック（即座のエラー復旧）,즉시 롤백(오류 즉시 복구),b8_batch,08
即時対応が必要,즉시 대응 필요,b8_batch,04
原価(仕入原価+入出庫費+保管料+作業費+送料)にチャネル手数料・税金・利益率を反映した推奨価格です。,원가(매입 원가 + 입출고비 + 보관료 + 작업비 + 배송비)에 채널 수수료·세금·이익률을 반영한 추천 가격입니다.,b8_batch,04
原価/マージン,원가/마진,b8_batch,10
原価、手数料率、税率を考慮した自動計算推奨価格です。,"원가, 수수료율, 세율을 고려해 자동 계산된 추천 가격입니다.",b8_batch,04
原価マージン,원가 마진,b8_batch,10
参考になった,도움됨,b8_batch,04
収集される全イベント・注文・顧客データのスキーマと正規化ルールを確認します。,수집되는 전체 이벤트·주문·고객 데이터의 스키마 및 정규화 규칙을 확인합니다.,top500_fallback,T500
収集ログ基本表示,수집 로그 기본 표시,b8_batch,08
収集商品一覧・手数料計算,수집 상품 목록·수수료 계산,b8_batch,04
受信するイベントを選択,수신할 이벤트 선택,b8_batch,04
受信イベントなし,수신 이벤트 없음,b8_batch,04
受信メール,수신 이메일,b8_batch,04
受信番号リスト（改行区切り）,수신 번호 목록(줄바꿈 구분),b8_batch,04
