path,ko_current,ja_value,proposed_ko,ns,type
crm.aiHub.journey.guideNodeCondition,顧客行動で分岐します。,顧客行動で分岐します。,,crm,string
crm.aiHub.journey.guideNodeAbTest,2グループに分けて比較します。,2グループに分けて比較します。,,crm,string
crm.aiHub.journey.guideNodeWebhook,外部システムにデータを送信します。,外部システムにデータを送信します。,,crm,string
crm.aiHub.journey.guideNodePush,プッシュ通知を送信します。,プッシュ通知を送信します。,,crm,string
crm.aiHub.journey.guideNodeEnd,終了地点です。,終了地点です。,,crm,string
crm.aiHub.omniChannel.heroDesc,グローバル・日本・国内13の販売チャネルを一つのダッシュボードで統合管理。APIキー登録、商品/受注/在庫のリアルタイム同期。,グローバル・日本・国内13の販売チャネルを一つのダッシュボードで統合管理。APIキー登録、商品/受注/在庫のリアルタイム同期。,,crm,string
crm.aiHub.omniChannel.badgeChannelCount,:{{n}}チャネル連携,:{{n}}チャネル連携,,crm,string
crm.aiHub.omniChannel.badgeRegion,グローバル+国内,グローバル+国内,,crm,string
crm.aiHub.omniChannel.tabChannels,チャネル連携,チャネル連携,,crm,string
crm.aiHub.omniChannel.tabChannelsDesc,チャネル一覧・接続状態,チャネル一覧・接続状態,,crm,string
crm.aiHub.omniChannel.tabInventoryDesc,リアルタイム在庫監視,リアルタイム在庫監視,,crm,string
crm.aiHub.omniChannel.tabOverviewDesc,チャネルKPIダッシュボード,チャネルKPIダッシュボード,,crm,string
crm.aiHub.omniChannel.tabGuideDesc,ステップ別設定案内,ステップ別設定案内,,crm,string
crm.aiHub.omniChannel.groupGlobal,グローバルチャネル,グローバルチャネル,,crm,string
crm.aiHub.omniChannel.groupJapan,日本チャネル,日本チャネル,,crm,string
crm.aiHub.omniChannel.groupDomestic,国内チャネル,国内チャネル,,crm,string
crm.aiHub.omniChannel.btnAuthKey,認証キー,認証キー,,crm,string
crm.aiHub.omniChannel.guideDashName,チャネル連携,チャネル連携,,crm,string
crm.aiHub.omniChannel.guideDashDesc,APIキー登録・接続テスト・自動同期,APIキー登録・接続テスト・自動同期,,crm,string
crm.aiHub.omniChannel.guideFeedDesc,収集商品一覧・手数料計算,収集商品一覧・手数料計算,,crm,string
crm.aiHub.omniChannel.guideTrendDesc,統合注文閲覧・ステータス更新,統合注文閲覧・ステータス更新,,crm,string
crm.aiHub.omniChannel.guideSettingsDesc,在庫モニタリング・不足アラート,在庫モニタリング・不足アラート,,crm,string
crm.aiHub.omniChannel.guideGuideDesc,オムニチャネル完全マニュアル,オムニチャネル完全マニュアル,,crm,string
crm.aiHub.omniChannel.planPro,🔑 PRO — 全チャネルリアルタイム同期,🔑 PRO — 全チャネルリアルタイム同期,,crm,string
crm.aiHub.omniChannel.planFree,🎮 無料プラン — 基本チャネル対応,🎮 無料プラン — 基本チャネル対応,,crm,string
crm.aiHub.omniChannel.statusUntested,未テスト,未テスト,,crm,string
crm.aiHub.omniChannel.demoSaveMsg,デモモードでは保存が無効です。,デモモードでは保存が無効です。,,crm,string
crm.aiHub.omniChannel.demoTestMsg,デモモードではテストが無効です。,デモモードではテストが無効です。,,crm,string
crm.aiHub.omniChannel.demoStatusMsg,デモモードではステータス変更が無効です。,デモモードではステータス変更が無効です。,,crm,string
crm.aiHub.omniChannel.integSuccess,連携成功：商品{{products}}件、注文{{orders}}件を収集,連携成功：商品{{products}}件、注文{{orders}}件を収集,,crm,string
crm.aiHub.omniChannel.overviewTitle,チャネル別統合現況,チャネル別統合現況,,crm,string
crm.aiHub.omniChannel.pageTitle,オムニチャネル管理,オムニチャネル管理,,crm,string
crm.aiHub.omniChannel.pageSub,統合販売チャネル管理,統合販売チャネル管理,,crm,string
crm.aiHub.omniChannel.addChannel,チャネル追加,チャネル追加,,crm,string
crm.aiHub.omniChannel.noChannels,登録されたチャネルがありません。,登録されたチャネルがありません。,,crm,string
crm.aiHub.omniChannel.colName,チャネル名,チャネル名,,crm,string
crm.aiHub.omniChannel.liveSyncMsg,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,リアルタイムクロスタブ同期有効 — 全モジュールデータがリアルタイム反映,,crm,string
crm.aiHub.omniChannel.xssBlocked,悪意ある入力が検出されブロックされました。,悪意ある入力が検出されブロックされました。,,crm,string
crm.aiHub.omniChannel.defaultWarehouse,デフォルト,デフォルト,,crm,string
crm.aiHub.webPopup.linkUrl,ショートカットURL,ショートカットURL,,crm,string
crm.aiHub.webPopup.linkUrlDesc,ポップアップクリック時のランディングページURL,ポップアップクリック時のランディングページURL,,crm,string
crm.aiHub.webPopup.linkEnabled,ショートカットリンク有効,ショートカットリンク有効,,crm,string
crm.aiHub.webPopup.linkOpen,新しいタブで開く,新しいタブで開く,,crm,string
crm.aiHub.webPopup.linkBadge,ショートカット,ショートカット,,crm,string
crm.aiHub.webPopup.linkCopy,URLコピー,URLコピー,,crm,string
crm.aiHub.webPopup.linkCopied,コピー完了!,コピー完了!,,crm,string
crm.aiHub.webPopup.aiImagePh,AI画像説明 (例: 夏のビーチにサングラス),AI画像説明 (例: 夏のビーチにサングラス),,crm,string
crm.aiHub.webPopup.platformPopup,Webポップアップ,Webポップアップ,,crm,string
crm.aiHub.webPopup.badgeLive,リアルタイムトリガー,リアルタイムトリガー,,crm,string
crm.aiHub.webPopup.badgeAB,A/Bテスト,A/Bテスト,,crm,string
crm.aiHub.webPopup.tabManage,ポップアップ管理,ポップアップ管理,,crm,string
crm.aiHub.webPopup.tabLive,ライブプレビュー,ライブプレビュー,,crm,string
crm.aiHub.webPopup.tabAB,A/Bテスト,A/Bテスト,,crm,string
crm.aiHub.webPopup.popupPerf,ポップアップパフォーマンス,ポップアップパフォーマンス,,crm,string
crm.aiHub.webPopup.colTrigger,トリガー,トリガー,,crm,string
crm.aiHub.webPopup.triggerExit,カート離脱,カート離脱,,crm,string
crm.aiHub.webPopup.triggerScroll,スクロール深度,スクロール深度,,crm,string
crm.aiHub.webPopup.triggerInactive,非アクティブ検知,非アクティブ検知,,crm,string
crm.aiHub.webPopup.triggerExitDesc,マウスがビューポートを離脱時,マウスがビューポートを離脱時,,crm,string
crm.aiHub.webPopup.triggerScrollDesc,N%スクロール時,N%スクロール時,,crm,string
crm.aiHub.webPopup.triggerInactiveDesc,N秒操作なし時,N秒操作なし時,,crm,string
crm.aiHub.webPopup.createPopup,新規ポップアップ作成,新規ポップアップ作成,,crm,string
crm.aiHub.webPopup.editPopup,ポップアップ編集,ポップアップ編集,,crm,string
crm.aiHub.webPopup.popupName,ポップアップ名,ポップアップ名,,crm,string
crm.aiHub.webPopup.popupNamePh,例: カート離脱クーポン,例: カート離脱クーポン,,crm,string
crm.aiHub.webPopup.title,タイトル,タイトル,,crm,string
crm.aiHub.webPopup.titlePh,例: お待ちください！今なら10%オフ！,例: お待ちください！今なら10%オフ！,,crm,string
crm.aiHub.webPopup.ctaBtn,CTAボタンテキスト,CTAボタンテキスト,,crm,string
crm.aiHub.webPopup.buyNow,今すぐ購入,今すぐ購入,,crm,string
crm.aiHub.webPopup.bodyPh,ポップアップ本文...,ポップアップ本文...,,crm,string
crm.aiHub.webPopup.triggerType,トリガータイプ,トリガータイプ,,crm,string
crm.aiHub.webPopup.live,Exit-Intentライブデモ,Exit-Intentライブデモ,,crm,string
crm.aiHub.webPopup.howItWorks,Exit-Intentの動作方法,Exit-Intentの動作方法,,crm,string
crm.aiHub.webPopup.step1,「検知開始」ボタンをクリック,「検知開始」ボタンをクリック,,crm,string
crm.aiHub.webPopup.step2,マウスをブラウザ上部に素早く移動,マウスをブラウザ上部に素早く移動,,crm,string
crm.aiHub.webPopup.step3,3秒以内にポップアップが表示されます！,3秒以内にポップアップが表示されます！,,crm,string
crm.aiHub.webPopup.step4,タブ切替でもトリガーされます,タブ切替でもトリガーされます,,crm,string
crm.aiHub.webPopup.liveMoveUp,検知有効 — マウスを上に！,検知有効 — マウスを上に！,,crm,string
crm.aiHub.webPopup.previewNow,ポップアップをプレビュー,ポップアップをプレビュー,,crm,string
crm.aiHub.webPopup.sessionConv,セッションコンバージョン,セッションコンバージョン,,crm,string
crm.aiHub.webPopup.abResult,A/Bテスト結果,A/Bテスト結果,,crm,string
crm.aiHub.webPopup.abInsight,AI分析: ベイジアン信頼度に基づく最適バリアント自動配信推奨,AI分析: ベイジアン信頼度に基づく最適バリアント自動配信推奨,,crm,string
crm.aiHub.webPopup.globalSettings,グローバルトリガー設定,グローバルトリガー設定,,crm,string
crm.aiHub.webPopup.settingExitDesc,マウスがビューポート上部を離脱時,マウスがビューポート上部を離脱時,,crm,string
crm.aiHub.webPopup.settingTab,タブ切替検知,タブ切替検知,,crm,string
crm.aiHub.webPopup.settingTabDesc,ユーザーが他のタブに移動時,ユーザーが他のタブに移動時,,crm,string
crm.aiHub.webPopup.settingInactive,非アクティブ自動トリガー,非アクティブ自動トリガー,,crm,string
crm.aiHub.webPopup.settingInactiveDesc,30秒以上操作なし時,30秒以上操作なし時,,crm,string
crm.aiHub.webPopup.settingMobile,モバイルスクロールトリガー,モバイルスクロールトリガー,,crm,string
crm.aiHub.webPopup.settingMobileDesc,下部バウンススクロール検知,下部バウンススクロール検知,,crm,string
crm.aiHub.webPopup.settingCookie,クッキー重複防止,クッキー重複防止,,crm,string
crm.aiHub.webPopup.settingCookieDesc,既読ポップアップを24時間非表示,既読ポップアップを24時間非表示,,crm,string
crm.aiHub.webPopup.settingGdprDesc,同意済みユーザーのみ表示,同意済みユーザーのみ表示,,crm,string
crm.aiHub.webPopup.limitedOffer,限定オファー,限定オファー,,crm,string
crm.aiHub.webPopup.couponExpiry,クーポン期限まで,クーポン期限まで,,crm,string
crm.aiHub.webPopup.emailPlaceholder,メールアドレス入力（任意）,メールアドレス入力（任意）,,crm,string
crm.aiHub.webPopup.privacyNote,クーポンコードはメールで送信 · 個人情報収集なしで即時適用可能,クーポンコードはメールで送信 · 個人情報収集なしで即時適用可能,,crm,string
crm.aiHub.webPopup.couponApplied,クーポンが適用されました！,クーポンが適用されました！,,crm,string
crm.aiHub.webPopup.closingSoon,まもなく閉じます…,まもなく閉じます…,,crm,string
crm.aiHub.webPopup.noAbTests,実行中のA/Bテストなし,実行中のA/Bテストなし,,crm,string
crm.aiHub.webPopup.noAbTestsDesc,ポップアップを作成してA/Bテストを有効にすると結果がリアルタイムで表示されます。,ポップアップを作成してA/Bテストを有効にすると結果がリアルタイムで表示されます。,,crm,string
crm.aiHub.webPopup.aiDesignTitle,AIポップアップ自動デザイン,AIポップアップ自動デザイン,,crm,string
crm.aiHub.webPopup.aiDesignDesc,テーマとトピックを入力するとAIが最適なポップアップデザインを自動生成します。,テーマとトピックを入力するとAIが最適なポップアップデザインを自動生成します。,,crm,string
crm.aiHub.webPopup.aiThemeLabel,テーマ,テーマ,,crm,string
crm.aiHub.webPopup.aiThemeDiscount,割引クーポン,割引クーポン,,crm,string
crm.aiHub.webPopup.aiThemeNewsletter,ニュースレター,ニュースレター,,crm,string
crm.aiHub.webPopup.aiThemeCart,カート離脱,カート離脱,,crm,string
crm.aiHub.webPopup.aiThemeWelcome,ウェルカム,ウェルカム,,crm,string
crm.aiHub.webPopup.aiThemeFlash,フラッシュセール,フラッシュセール,,crm,string
crm.aiHub.webPopup.aiThemeSeason,シーズンイベント,シーズンイベント,,crm,string
crm.aiHub.webPopup.aiTopicLabel,トピック/商品名,トピック/商品名,,crm,string
crm.aiHub.webPopup.aiTopicPh,例: 夏の新作20%オフ,例: 夏の新作20%オフ,,crm,string
crm.aiHub.webPopup.aiGenerate,AIデザイン生成,AIデザイン生成,,crm,string
crm.aiHub.webPopup.aiGenerating,デザイン生成中...,デザイン生成中...,,crm,string
crm.aiHub.webPopup.aiDesignResult,AI生成ポップアップデザイン,AI生成ポップアップデザイン,,crm,string
crm.aiHub.webPopup.aiApply,このデザインを適用,このデザインを適用,,crm,string
crm.aiHub.webPopup.guideTabsTitle,タブ機能,タブ機能,,crm,string
crm.aiHub.webPopup.guideFeedName,ポップアップ管理,ポップアップ管理,,crm,string
crm.aiHub.webPopup.guideFeedDesc,CRUD、AIデザイン,CRUD、AIデザイン,,crm,string
crm.aiHub.webPopup.guideTrendName,ライブプレビュー,ライブプレビュー,,crm,string
crm.aiHub.webPopup.guideTrendDesc,Exit-Intentテスト,Exit-Intentテスト,,crm,string
crm.aiHub.webPopup.guideSettingsName,A/Bテスト,A/Bテスト,,crm,string
crm.aiHub.webPopup.guideSettingsDesc,バリアント比較,バリアント比較,,crm,string
crm.aiHub.webPopup.guideGuideDesc,トリガー、GDPR管理,トリガー、GDPR管理,,crm,string
crm.aiHub.webPopup.uploadCustom,カスタムポップアップ登録,カスタムポップアップ登録,,crm,string
crm.aiHub.webPopup.uploadCustomDesc,自作画像をアップロードしてポップアップや広告コンテンツに使用。,自作画像をアップロードしてポップアップや広告コンテンツに使用。,,crm,string
crm.aiHub.webPopup.uploadImage,画像アップロード,画像アップロード,,crm,string
crm.aiHub.webPopup.uploadDragDrop,ドラッグ＆ドロップまたはクリック,ドラッグ＆ドロップまたはクリック,,crm,string
crm.aiHub.webPopup.uploadApply,ポップアップに適用,ポップアップに適用,,crm,string
crm.aiHub.webPopup.uploadRemove,画像を削除,画像を削除,,crm,string
crm.aiHub.guideSubtitle,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,顧客の行動に応じて自動でメッセージを送るジャーニーを簡単に作成できます,,crm,string
crm.aiHub.guideStartBtn,ジャーニーを作成する,ジャーニーを作成する,,crm,string
crm.aiHub.guideNodesTitle,利用可能なノードタイプ,利用可能なノードタイプ,,crm,string
crm.aiHub.guideNodeTrigger,ジャーニーの開始点です。会員登録、購入、カート離脱などのイベントでトリガーされます。,ジャーニーの開始点です。会員登録、購入、カート離脱などのイベントでトリガーされます。,,crm,string
crm.aiHub.guideNodeEmail,顧客に自動でメールを送信します。件名と送信者名を設定できます。,顧客に自動でメールを送信します。件名と送信者名を設定できます。,,crm,string
crm.aiHub.guideNodeKakao,カカオアリムトーク/フレンドトークを送信。登録済みテンプレートコードを使用します。,カカオアリムトーク/フレンドトークを送信。登録済みテンプレートコードを使用します。,,crm,string
crm.aiHub.guideNodeLine,LINEメッセージを送信。テキスト、Flex、テンプレートメッセージに対応。,LINEメッセージを送信。テキスト、Flex、テンプレートメッセージに対応。,,crm,string
crm.aiHub.guideNodeSms,SMS テキストメッセージを送信します。,SMS テキストメッセージを送信します。,,crm,string
crm.aiHub.guideNodeWhatsapp,WhatsAppメッセージを送信。事前承認済みテンプレートを使用します。,WhatsAppメッセージを送信。事前承認済みテンプレートを使用します。,,crm,string
crm.aiHub.guideNodeDelay,次のノード実行前に指定時間待機します（分/時間/日）。,次のノード実行前に指定時間待機します（分/時間/日）。,,crm,string
crm.aiHub.guideNodeCondition,顧客の行動（メールクリック、購入など）に基づきジャーニーを分岐します。,顧客の行動（メールクリック、購入など）に基づきジャーニーを分岐します。,,crm,string
crm.aiHub.guideNodeAbTest,顧客を2グループに分けて異なるメッセージの効果を比較します。,顧客を2グループに分けて異なるメッセージの効果を比較します。,,crm,string
crm.aiHub.guideNodeWebhook,外部システムにデータを送信します（HTTP POST/GET）。,外部システムにデータを送信します（HTTP POST/GET）。,,crm,string
crm.aiHub.guideNodePush,モバイルアプリのプッシュ通知を送信します。,モバイルアプリのプッシュ通知を送信します。,,crm,string
crm.aiHub.guideNodeEnd,ジャーニーの終了地点を示します。,ジャーニーの終了地点を示します。,,crm,string
crm.aiHub.dashGuide.title,ダッシュボード利用ガイド,ダッシュボード利用ガイド,,crm,string
crm.aiHub.dashGuide.subtitle,Geniego-ROIダッシュボードの主要機能と活用方法をご案内します。リアルタイムKPIを監視し、データに基づく意思決定を行いましょう。,Geniego-ROIダッシュボードの主要機能と活用方法をご案内します。リアルタイムKPIを監視し、データに基づく意思決定を行いましょう。,,crm,string
crm.aiHub.dashGuide.stepsTitle,ダッシュボード開始6ステップ,ダッシュボード開始6ステップ,,crm,string
crm.aiHub.dashGuide.step1Title,タブを選択,タブを選択,,crm,string
crm.aiHub.dashGuide.step1Desc,タブバーから目的のダッシュボードを選択します。統合概要、マーケティング、チャネルKPI、コマース、売上、インフルエンサー、システムの7種類。,タブバーから目的のダッシュボードを選択します。統合概要、マーケティング、チャネルKPI、コマース、売上、インフルエンサー、システムの7種類。,,crm,string
crm.aiHub.dashGuide.step2Title,KPIカード確認,KPIカード確認,,crm,string
crm.aiHub.dashGuide.step2Desc,各ダッシュボード上部のKPIカードで主要指標を一目で確認できます。,各ダッシュボード上部のKPIカードで主要指標を一目で確認できます。,,crm,string
crm.aiHub.dashGuide.step3Title,チャート分析,チャート分析,,crm,string
crm.aiHub.dashGuide.step3Desc,トレンドチャート、チャネル比較チャートなどでデータを視覚的に分析できます。,トレンドチャート、チャネル比較チャートなどでデータを視覚的に分析できます。,,crm,string
crm.aiHub.dashGuide.step4Title,期間フィルター,期間フィルター,,crm,string
crm.aiHub.dashGuide.step4Desc,日付範囲を変更して任意の期間のデータを表示できます。,日付範囲を変更して任意の期間のデータを表示できます。,,crm,string
crm.aiHub.dashGuide.step5Desc,5秒ごとに自動更新されます。LIVEバッジはリアルタイムデータを示します。,5秒ごとに自動更新されます。LIVEバッジはリアルタイムデータを示します。,,crm,string
crm.aiHub.dashGuide.step6Title,通貨・言語変更,通貨・言語変更,,crm,string
crm.aiHub.dashGuide.step6Desc,右上から通貨と言語を自由に切り替えられます。,右上から通貨と言語を自由に切り替えられます。,,crm,string
crm.aiHub.dashGuide.tabOverview,売上、注文数、訪問者、ROASなどの統合KPIを表示します。,売上、注文数、訪問者、ROASなどの統合KPIを表示します。,,crm,string
crm.aiHub.dashGuide.tabMarketing,マーケティングチャネル別の成果とROIを分析します。,マーケティングチャネル別の成果とROIを分析します。,,crm,string
crm.aiHub.dashGuide.tabChannel,チャネル別KPIとコンバージョン率を比較します。,チャネル別KPIとコンバージョン率を比較します。,,crm,string
crm.aiHub.dashGuide.tabCommerce,注文、決済、精算などのコマース運営状況をモニタリングします。,注文、決済、精算などのコマース運営状況をモニタリングします。,,crm,string
crm.aiHub.dashGuide.tabSales,グローバル売上と通貨別実績を確認します。,グローバル売上と通貨別実績を確認します。,,crm,string
crm.aiHub.dashGuide.tabInfluencer,インフルエンサー連携の成果とROIを追跡します。,インフルエンサー連携の成果とROIを追跡します。,,crm,string
crm.aiHub.dashGuide.tabSystem,サーバー状態とAPI応答率を監視します。,サーバー状態とAPI応答率を監視します。,,crm,string
crm.aiHub.dashGuide.feat1Title,リアルタイムデータ,リアルタイムデータ,,crm,string
crm.aiHub.dashGuide.feat1Desc,5秒間隔で自動更新し常に最新の状態を維持します。,5秒間隔で自動更新し常に最新の状態を維持します。,,crm,string
crm.aiHub.dashGuide.feat2Title,クロスチャネル統合,クロスチャネル統合,,crm,string
crm.aiHub.dashGuide.feat2Desc,全チャネルのデータを一つのダッシュボードで管理します。,全チャネルのデータを一つのダッシュボードで管理します。,,crm,string
crm.aiHub.dashGuide.feat3Desc,日本語、韓国語、英語、中国語など9言語に対応。,日本語、韓国語、英語、中国語など9言語に対応。,,crm,string
crm.aiHub.dashGuide.feat4Title,マルチ通貨,マルチ通貨,,crm,string
crm.aiHub.dashGuide.feat4Desc,JPY、USD、KRWなど主要通貨で自動換算表示します。,JPY、USD、KRWなど主要通貨で自動換算表示します。,,crm,string
crm.aiHub.dashGuide.feat5Title,セキュリティ監視,セキュリティ監視,,crm,string
crm.aiHub.dashGuide.feat5Desc,エンタープライズ級のリアルタイム脅威検知システム。,エンタープライズ級のリアルタイム脅威検知システム。,,crm,string
crm.aiHub.dashGuide.feat6Title,レスポンシブデザイン,レスポンシブデザイン,,crm,string
crm.aiHub.dashGuide.feat6Desc,全デバイスに最適化されたUI。,全デバイスに最適化されたUI。,,crm,string
crm.aiHub.dashGuide.tipsTitle,役立つヒント,役立つヒント,,crm,string
crm.aiHub.dashGuide.tip1,まず概要タブでビジネス全体の健全性を把握しましょう。,まず概要タブでビジネス全体の健全性を把握しましょう。,,crm,string
crm.aiHub.dashGuide.tip2,KPI変化率を注視して異常を早期発見しましょう。,KPI変化率を注視して異常を早期発見しましょう。,,crm,string
crm.aiHub.dashGuide.tip3,チャネルKPIで最も効率的なチャネルを特定しましょう。,チャネルKPIで最も効率的なチャネルを特定しましょう。,,crm,string
crm.aiHub.dashGuide.tip4,システムタブで定期的にAPIとサーバーを確認しましょう。,システムタブで定期的にAPIとサーバーを確認しましょう。,,crm,string
crm.aiHub.dashGuide.tip5,URLに?view=tabIDを追加すると特定タブに直接移動できます。,URLに?view=tabIDを追加すると特定タブに直接移動できます。,,crm,string
crm.aiHub.sms.providerNhnDesc,国内最大SMS API (KT/SK/LGネットワーク),国内最大SMS API (KT/SK/LGネットワーク),,crm,string
crm.aiHub.sms.providerAligoDesc,小規模/スタートアップ向け,小規模/スタートアップ向け,,crm,string
crm.aiHub.sms.providerCoolDesc,開発者フレンドリーAPI,開発者フレンドリーAPI,,crm,string
crm.aiHub.sms.apiKeySettings,APIキー設定,APIキー設定,,crm,string
crm.aiHub.sms.connectTesting,接続テスト中…,接続テスト中…,,crm,string
crm.aiHub.sms.saveAndTest,保存＋接続テスト,保存＋接続テスト,,crm,string
crm.aiHub.sms.messageContent,メッセージ内容,メッセージ内容,,crm,string
crm.aiHub.sms.messagePlaceholder,メッセージを入力…,メッセージを入力…,,crm,string
crm.aiHub.sms.smsCostInfo,SMS: 90文字以下、1件約10〜20ウォン,SMS: 90文字以下、1件約10〜20ウォン,,crm,string
crm.aiHub.sms.lmsCostInfo,LMS: 長文、1件約50〜60ウォン,LMS: 長文、1件約50〜60ウォン,,crm,string
crm.aiHub.sms.numberList,受信番号リスト（改行区切り）,受信番号リスト（改行区切り）,,crm,string
crm.aiHub.sms.numbersCount,件の番号,件の番号,,crm,string
crm.aiHub.sms.broadcastMsgPlaceholder,送信するメッセージを入力...,送信するメッセージを入力...,,crm,string
crm.aiHub.sms.statsSentThisMonth,今月の送信,今月の送信,,crm,string
crm.aiHub.sms.tplSearch,テンプレート検索…,テンプレート検索…,,crm,string
crm.aiHub.sms.tplNew,新規テンプレート,新規テンプレート,,crm,string
crm.aiHub.sms.tplEdit,テンプレート編集,テンプレート編集,,crm,string
crm.aiHub.sms.tplCreate,テンプレート作成,テンプレート作成,,crm,string
crm.aiHub.sms.tplName,テンプレート名,テンプレート名,,crm,string
crm.aiHub.sms.tplBody,メッセージ本文,メッセージ本文,,crm,string
crm.aiHub.sms.tplBodyPh,"メッセージを作成。変数: #{名前}, #{注文番号}","メッセージを作成。変数: #{名前}, #{注文番号}",,crm,string
crm.aiHub.sms.tplVars,変数（カンマ区切り）,変数（カンマ区切り）,,crm,string
crm.aiHub.sms.tplEmpty,テンプレートがありません。新しいテンプレートを作成してください。,テンプレートがありません。新しいテンプレートを作成してください。,,crm,string
crm.aiHub.sms.tplCat_transaction,トランザクション,トランザクション,,crm,string
crm.aiHub.sms.campNew,新規キャンペーン,新規キャンペーン,,crm,string
crm.aiHub.sms.campCreate,キャンペーン作成,キャンペーン作成,,crm,string
crm.aiHub.sms.campCreateBtn,キャンペーン作成,キャンペーン作成,,crm,string
crm.aiHub.sms.campNamePh,例: 夏のプロモーション,例: 夏のプロモーション,,crm,string
crm.aiHub.sms.campTemplate,テンプレート選択,テンプレート選択,,crm,string
crm.aiHub.sms.campSelectTpl,テンプレートを選択,テンプレートを選択,,crm,string
crm.aiHub.sms.campSegment,CRMセグメント,CRMセグメント,,crm,string
crm.aiHub.sms.campSegmentPh,セグメントID,セグメントID,,crm,string
crm.aiHub.sms.campMessage,メッセージ（直接入力）,メッセージ（直接入力）,,crm,string
crm.aiHub.sms.campMsgPh,テンプレート未選択時に直接入力,テンプレート未選択時に直接入力,,crm,string
crm.aiHub.sms.campEmpty,キャンペーンがありません。新しいキャンペーンを作成してください。,キャンペーンがありません。新しいキャンペーンを作成してください。,,crm,string
crm.aiHub.sms.campStatus_draft,下書き,下書き,,crm,string
crm.aiHub.sms.campStatus_scheduled,予約済み,予約済み,,crm,string
crm.aiHub.sms.campStatus_sent,送信済み,送信済み,,crm,string
crm.aiHub.sms.guideTemplatesDesc,メッセージテンプレート管理,メッセージテンプレート管理,,crm,string
crm.aiHub.sms.guideCampaignsDesc,ターゲットキャンペーン管理,ターゲットキャンペーン管理,,crm,string
crm.aiHub.sms.ihubLinked,チャネル連携済み,チャネル連携済み,,crm,string
crm.aiHub.sms.ihubAutoDetect,統合ハブから自動検出されたSMSチャネル：,統合ハブから自動検出されたSMSチャネル：,,crm,string
crm.aiHub.contentCal.subtitle,コンテンツスケジュール管理 · チーム協業 · マルチチャネル配信 · AI分析,コンテンツスケジュール管理 · チーム協業 · マルチチャネル配信 · AI分析,,crm,string
crm.aiHub.contentCal.tabCalendar,カレンダー,カレンダー,,crm,string
crm.aiHub.contentCal.tabList,リスト,リスト,,crm,string
crm.aiHub.contentCal.btnRegister,コンテンツ登録,コンテンツ登録,,crm,string
crm.aiHub.contentCal.st_draft,下書き,下書き,,crm,string
crm.aiHub.contentCal.st_review,レビュー中,レビュー中,,crm,string
crm.aiHub.contentCal.st_scheduled,予約済み,予約済み,,crm,string
crm.aiHub.contentCal.st_published,公開済み,公開済み,,crm,string
crm.aiHub.contentCal.noContent,登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,,crm,string
crm.aiHub.contentCal.noEventsMonth,今月のコンテンツはありません。,今月のコンテンツはありません。,,crm,string
crm.aiHub.contentCal.noChannelData,接続されたチャネルデータがありません,接続されたチャネルデータがありません,,crm,string
crm.aiHub.contentCal.noChannelDataSub,統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,,crm,string
crm.aiHub.contentCal.registerTitle,コンテンツ登録,コンテンツ登録,,crm,string
crm.aiHub.contentCal.fieldTitle,タイトル,タイトル,,crm,string
crm.aiHub.contentCal.guideCalName,カレンダービュー,カレンダービュー,,crm,string
crm.aiHub.contentCal.guideCalDesc,月別コンテンツスケジュールを一目で確認,月別コンテンツスケジュールを一目で確認,,crm,string
crm.aiHub.contentCal.guideListName,リストビュー,リストビュー,,crm,string
crm.aiHub.contentCal.guideListDesc,ステータス別フィルタリングと詳細情報確認,ステータス別フィルタリングと詳細情報確認,,crm,string
crm.aiHub.contentCal.guideAiDesc,チャネル別パフォーマンス分析とAIインサイト,チャネル別パフォーマンス分析とAIインサイト,,crm,string
crm.aiHub.contentCal.guideGuideDesc,コンテンツ管理ワークフロー案内,コンテンツ管理ワークフロー案内,,crm,string
crm.aiHub.root_pageTitle_reviewsUgc,レビュー & UGC,レビュー & UGC,,crm,string
crm.aiHub.expired,期限切れ,期限切れ,,crm,string
crm.aiHub.daysLeft,日残り,日残り,,crm,string
crm.aiHub.stUnpaid,未払い,未払い,,crm,string
crm.aiHub.stOverpaid,過払い,過払い,,crm,string
crm.aiHub.engagement,エンゲージメント,エンゲージメント,,crm,string
crm.aiHub.productPage,商品ページ,商品ページ,,crm,string
crm.aiHub.positive,ポジティブ,ポジティブ,,crm,string
crm.aiHub.neutral,ニュートラル,ニュートラル,,crm,string
crm.aiHub.negative,ネガティブ,ネガティブ,,crm,string
crm.aiHub.helpful,参考になった,参考になった,,crm,string
crm.aiHub.tab_guide,📖 ガイド,📖 ガイド,,crm,string
crm.aiHub.guideIdentName,クリエイター統合,クリエイター統合,,crm,string
crm.aiHub.guideIdentDesc,マルチプラットフォーム統合·重複/なりすまし検出·認証管理,マルチプラットフォーム統合·重複/なりすまし検出·認証管理,,crm,string
