ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.mobile.auth.nextChannels,LATIN_LONG,Next Channels,Next Channels,Next Channels,13,
pages,pages.mobile.auth.notAdminAccount,LATIN_LONG,Not Admin Account,Not Admin Account,Not Admin Account,17,
pages,pages.mobile.auth.orLoginWith,LATIN_LONG,Or login with account,Or login with account,Or login with account,21,
pages,pages.mobile.auth.paidPlan,LATIN_LONG,Paid Plan Sign Up,Paid Plan Sign Up,Paid Plan Sign Up,17,
pages,pages.mobile.auth.paidPlanDesc,LATIN_LONG,Paid Plan Desc,Paid Plan Desc,Paid Plan Desc,14,
pages,pages.mobile.auth.paidPlanNote,LATIN_LONG,Paid Plan Note,Paid Plan Note,Paid Plan Note,14,
pages,pages.mobile.auth.paidPlanTitle,LATIN_LONG,Paid Plan Title,Paid Plan Title,Paid Plan Title,15,
pages,pages.mobile.auth.passwordConfirm,LATIN_LONG,Confirm Password,Confirm Password,Confirm Password,16,
pages,pages.mobile.auth.passwordHint,LATIN_LONG,Password (min 6 characters),Password (min 6 characters),Password (min 6 characters),27,
pages,pages.mobile.auth.passwordMismatch,LATIN_LONG,Password Mismatch,Password Mismatch,Password Mismatch,17,
pages,pages.mobile.auth.passwordTooShort,LATIN_LONG,Password Too Short,Password Too Short,Password Too Short,18,
pages,pages.mobile.auth.phoneRequired,LATIN_LONG,Phone Required,Phone Required,Phone Required,14,
pages,pages.mobile.auth.PlanNote,LATIN_LONG,Plan Note,Plan Note,Plan Note,9,
pages,pages.mobile.auth.planQuestion,LATIN_LONG,Plan Question,Plan Question,Plan Question,13,
pages,pages.mobile.auth.planTypeTitle,LATIN_LONG,Select Registration Type,Select Registration Type,Select Registration Type,24,
pages,pages.mobile.auth.premiumOnly,LATIN_LONG,Premium Only,Premium Only,Premium Only,12,
pages,pages.mobile.auth.priceNotSet,LATIN_LONG,Price Not Set,Price Not Set,Price Not Set,13,
pages,pages.mobile.auth.processingRegister,LATIN_LONG,Processing Register,Processing Register,Processing Register,19,
pages,pages.mobile.auth.quickStart,LATIN_LONG,⚡ Quick Demo,⚡ Quick Demo,⚡ Quick Demo,12,
pages,pages.mobile.auth.recommendedFor,LATIN_LONG,Recommended For,Recommended For,Recommended For,15,
pages,pages.mobile.auth.reenterKey,LATIN_LONG,Reenter Key,Reenter Key,Reenter Key,11,
pages,pages.mobile.auth.salesChannelNote,LATIN_LONG,Sales Channel Note,Sales Channel Note,Sales Channel Note,18,
pages,pages.mobile.auth.salesChannelRequired,LATIN_LONG,Sales Channel Required,Sales Channel Required,Sales Channel Required,22,
pages,pages.mobile.auth.salesChannelTitle,LATIN_LONG,Sales Channel Title,Sales Channel Title,Sales Channel Title,19,
pages,pages.mobile.auth.startFree,LATIN_LONG,🚀 Start Free,🚀 Start Free,🚀 Start Free,13,
pages,pages.mobile.auth.startPlan,LATIN_LONG,Start Plan,Start Plan,Start Plan,10,
pages,pages.mobile.auth.step1Account,LATIN_LONG,① Account Info,① Account Info,① Account Info,14,
pages,pages.mobile.auth.step2Business,LATIN_LONG,② Business Info,② Business Info,② Business Info,15,
pages,pages.mobile.auth.step3Channels,LATIN_LONG,③ Channels & Complete,③ Channels & Complete,③ Channels & Complete,21,
pages,pages.mobile.auth.termsRequired,LATIN_LONG,Terms Required,Terms Required,Terms Required,14,
pages,pages.mobile.auth.try,LATIN_LONG,🎯 Try Demo,🎯 Try Demo,🎯 Try Demo,11,
pages,pages.mobile.auth.verifyKey,LATIN_LONG,Verify Key,Verify Key,Verify Key,10,
pages,pages.mobile.auth.websiteLabel,LATIN_LONG,Website Label,Website Label,Website Label,13,
pages,pages.mobile.auth.wrongAdminKey,LATIN_LONG,Wrong Admin Key,Wrong Admin Key,Wrong Admin Key,15,
pages,pages.mobile.auth.zipCodeLabel,LATIN_LONG,Zip Code Label,Zip Code Label,Zip Code Label,14,
pages,pages.mobile.avgRoas,LATIN_LONG,Average ROAS,Average ROAS,Average ROAS,12,
pages,pages.mobile.coupon.emptyAvailable,LATIN_LONG,No available coupons.,No available coupons.,No available coupons.,21,
pages,pages.mobile.coupon.emptyExpired,LATIN_LONG,No expired coupons.,No expired coupons.,No expired coupons.,19,
pages,pages.mobile.coupon.emptyHint,LATIN_LONG,"If you have a coupon code, enter it above.","If you have a coupon code, enter it above.","If you have a coupon code, enter it above.",42,
pages,pages.mobile.coupon.emptyUsed,LATIN_LONG,No used coupons.,No used coupons.,No used coupons.,16,
pages,pages.mobile.coupon.inputPlaceholder,LATIN_LONG,"Ask about P&L, ROAS, return rates...","Ask about P&L, ROAS, return rates...","Ask about P&L, ROAS, return rates...",36,
pages,pages.mobile.coupon.invalidCode,LATIN_LONG,Invalid coupon code,Invalid coupon code,Invalid coupon code,19,
pages,pages.mobile.coupon.modalConfirm,LATIN_LONG,🎉 Redeem Coupon,🎉 Redeem Coupon,🎉 Redeem Coupon,16,
pages,pages.mobile.coupon.modalSub,LATIN_LONG,Enter coupon code to instantly activate the plan.,Enter coupon code to instantly activate the plan.,Enter coupon code to instantly activate the plan.,49,
pages,pages.mobile.coupon.modalTitle,LATIN_LONG,🎟 Redeem Coupon,🎟 Redeem Coupon,🎟 Redeem Coupon,16,
pages,pages.mobile.coupon.networkError,LATIN_LONG,Network Error,Network Error,Network Error,13,
pages,pages.mobile.coupon.redeemBtn,LATIN_LONG,Redeem Coupon,Redeem Coupon,Redeem Coupon,13,
pages,pages.mobile.coupon.tabAvailable,LATIN_LONG,✅ Available,✅ Available,✅ Available,11,
pages,pages.mobile.coupon.tabExpired,LATIN_LONG,⏰ Expired,⏰ Expired,⏰ Expired,9,
pages,pages.mobile.coupon.tabUsed,LATIN_LONG,✔ Used,✔ Used,✔ Used,6,
pages,pages.mobile.coupon.useBtn,LATIN_LONG,Use →,Use →,Use →,5,
pages,pages.perms.allAccounts,LATIN_LONG,All Accounts,All Accounts,All Accounts,12,
pages,pages.perms.allTeams,LATIN_LONG,All Teams,All Teams,All Teams,9,
pages,pages.perms.anomalyDetected,LATIN_LONG,Anomaly detected,Anomaly detected,Anomaly detected,16,
pages,pages.perms.audienceInsights,LATIN_LONG,Audience Insights,Audience Insights,Audience Insights,17,
pages,pages.perms.creativePerf,LATIN_LONG,Creative Perf,Creative Perf,Creative Perf,13,
pages,pages.perms.exportReport,LATIN_LONG,Export Report,Export Report,Export Report,13,
pages,pages.perms.menu.aiPrediction,LATIN_LONG,Ai Prediction,Ai Prediction,Ai Prediction,13,
pages,pages.perms.menu.approvals.noPending,LATIN_LONG,No Pending,No Pending,No Pending,10,
pages,pages.perms.menu.approvals.requestedAt,LATIN_LONG,Request Date,Request Date,Requested At,12,
pages,pages.perms.menu.approvals.tabApproved,LATIN_LONG,Tab Approved,Tab Approved,Tab Approved,12,
pages,pages.perms.menu.approvals.tabPending,LATIN_LONG,Tab Pending,Tab Pending,Tab Pending,11,
pages,pages.perms.menu.commerceSearch,LATIN_LONG,Commerce Search,Commerce Search,Commerce Search,15,
pages,pages.perms.menu.customerCrm,LATIN_LONG,Customer Crm,Customer Crm,Customer Crm,12,
pages,pages.perms.menu.lineChannel,LATIN_LONG,Line Channel,Line Channel,Line Channel,12,
pages,pages.perms.menu.smsMarketing,LATIN_LONG,SMS/LMS Marketing,SMS/LMS Marketing,SMS/LMS Marketing,17,
pages,pages.perms.menu.writeback.createPolicy,LATIN_LONG,Create Policy,Create Policy,Create Policy,13,
pages,pages.perms.menu.writeback.runNow,LATIN_LONG,Run Now,Run Now,Run Now,7,
pages,pages.perms.menu.writeback.tabLog,LATIN_LONG,Tab Log,Tab Log,Tab Log,7,
pages,pages.perms.noAnomaly,LATIN_LONG,No anomalies,No anomalies,No Issues,12,
pages,pages.perms.productPerf,LATIN_LONG,Product Perf,Product Perf,Product Perf,12,
pages,pages.perms.tabAudience,LATIN_LONG,Tab Audience,Tab Audience,Tab Audience,12,
pages,pages.pricingDetail.ent_desc,LATIN_LONG,Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,Pro All + Instant Rollback·Amazon Policy·Market Share·Data Governance·SmartConnect Partner API·Influencer DB·Full Audit·Auto Reports.,133,
pages,pages.pricingDetail.ent_headline,LATIN_LONG,Ent_headline,Ent_headline,Ent_headline,12,
pages,pages.pricingDetail.ent_s1,LATIN_LONG,Writeback Instant Rollback (New),Writeback Instant Rollback (New),Writeback Instant Rollback (New),32,
pages,pages.pricingDetail.ent_s1i1,LATIN_LONG,Writeback Setup·Logs,Writeback Setup·Logs,Writeback Setup·Logs,20,
pages,pages.pricingDetail.ent_s1i2,LATIN_LONG,Instant Rollback (Immediate Error Recovery),Instant Rollback (Immediate Error Recovery),Instant Rollback (Immediate Error Recovery),43,
pages,pages.pricingDetail.ent_s1i3,LATIN_LONG,Multi-Brand Auto Execution,Multi-Brand Auto Execution,Multi-Brand Auto Execution,26,
pages,pages.pricingDetail.ent_s1i4,LATIN_LONG,Full Rollback History View,Full Rollback History View,Full Rollback History View,26,
pages,pages.pricingDetail.ent_s2,LATIN_LONG,Amazon Advanced Operations (New),Amazon Advanced Operations (New),Amazon Advanced Operations (New),32,
pages,pages.pricingDetail.ent_s2i1,LATIN_LONG,Amazon Account Health Monitor,Amazon Account Health Monitor,Amazon Account Health Monitor,29,
pages,pages.pricingDetail.ent_s2i2,LATIN_LONG,Policy Compliance Management,Policy Compliance Management,Policy Compliance Management,28,
pages,pages.pricingDetail.ent_s2i3,LATIN_LONG,Full Review Monitoring,Full Review Monitoring,Full Review Monitoring,22,
pages,pages.pricingDetail.ent_s2i4,LATIN_LONG,Listing Quality Audit,Listing Quality Audit,Listing Quality Audit,21,
pages,pages.pricingDetail.ent_s3,LATIN_LONG,Market Intelligence (New),Market Intelligence (New),Market Intelligence (New),25,
pages,pages.pricingDetail.ent_s3i1,LATIN_LONG,Market Share Analysis,Market Share Analysis,Market Share Analysis,21,
pages,pages.pricingDetail.ent_s3i2,LATIN_LONG,Competitor Ad Tracking (AI),Competitor Ad Tracking (AI),Competitor Ad Tracking (AI),27,
pages,pages.pricingDetail.ent_s3i3,LATIN_LONG,Trend AI Forecast Model,Trend AI Forecast Model,Trend AI Forecast Model,23,
pages,pages.pricingDetail.ent_s3i4,LATIN_LONG,Channel Attribution All Models,Channel Attribution All Models,Channel Attribution All Models,30,
pages,pages.pricingDetail.ent_s3i5,LATIN_LONG,Conversion Path Analysis,Conversion Path Analysis,Conversion Path Analysis,24,
pages,pages.pricingDetail.ent_s4,LATIN_LONG,Data Product Governance (New),Data Product Governance (New),Data Product Governance (New),29,
pages,pages.pricingDetail.ent_s4i1,LATIN_LONG,Data Product Schema·Quality Metrics,Data Product Schema·Quality Metrics,Data Product Schema·Quality Metrics,35,
pages,pages.pricingDetail.ent_s4i2,LATIN_LONG,SLA Management·Owner Assignment,SLA Management·Owner Assignment,SLA Management·Owner Assignment,31,
pages,pages.pricingDetail.ent_s4i3,LATIN_LONG,API-based Data Streaming Export,API-based Data Streaming Export,API-based Data Streaming Export,31,
pages,pages.pricingDetail.ent_s4i4,LATIN_LONG,Event Normalization Full Mgmt,Event Normalization Full Mgmt,Event Normalization Full Mgmt,29,
pages,pages.pricingDetail.ent_s4i5,LATIN_LONG,OAuth Partner Management,OAuth Partner Management,OAuth Partner Management,24,
pages,pages.pricingDetail.ent_s4i6,LATIN_LONG,Advanced Data Mapping,Advanced Data Mapping,Advanced Data Mapping,21,
pages,pages.pricingDetail.ent_s5,LATIN_LONG,SmartConnect Partner API (New),SmartConnect Partner API (New),SmartConnect Partner API (New),30,
pages,pages.pricingDetail.ent_s5i1,LATIN_LONG,Partner-level Bidirectional Real-time Integration,Partner-level Bidirectional Real-time Integration,Partner-level Bidirectional Real-time Integration,49,
pages,pages.pricingDetail.ent_s5i2,LATIN_LONG,Full Real-time Sync Logs,Full Real-time Sync Logs,Full Real-time Sync Logs,24,
pages,pages.pricingDetail.ent_s5i3,LATIN_LONG,ERP·SCM·WMS Full Integration,ERP·SCM·WMS Full Integration,ERP·SCM·WMS Full Integration,28,
pages,pages.pricingDetail.ent_s5i4,LATIN_LONG,Custom Webhook Advanced Setup,Custom Webhook Advanced Setup,Custom Webhook Advanced Setup,29,
pages,pages.pricingDetail.ent_s6,LATIN_LONG,Advanced Marketing (New),Advanced Marketing (New),Advanced Marketing (New),24,
pages,pages.pricingDetail.ent_s6i1,LATIN_LONG,Full Influencer DB·Campaign Execution·Settlement,Full Influencer DB·Campaign Execution·Settlement,Full Influencer DB·Campaign Execution·Settlement,48,
pages,pages.pricingDetail.ent_s6i2,LATIN_LONG,Kakao Bizboard (Large-scale Ads),Kakao Bizboard (Large-scale Ads),Kakao Bizboard (Large-scale Ads),32,
pages,pages.pricingDetail.ent_s6i3,LATIN_LONG,WhatsApp Advanced Setup (Channel API),WhatsApp Advanced Setup (Channel API),WhatsApp Advanced Setup (Channel API),37,
pages,pages.pricingDetail.ent_s6i4,LATIN_LONG,LINE Channel Advanced Setup,LINE Channel Advanced Setup,LINE Channel Advanced Setup,27,
pages,pages.pricingDetail.ent_s6i5,LATIN_LONG,AI Segment Advanced (Custom Criteria),AI Segment Advanced (Custom Criteria),AI Segment Advanced (Custom Criteria),37,
pages,pages.pricingDetail.ent_s6i6,LATIN_LONG,Competitor Review Comparison Analysis,Competitor Review Comparison Analysis,Competitor Review Comparison Analysis,37,
pages,pages.pricingDetail.ent_s7,LATIN_LONG,Operations & Governance All (New),Operations & Governance All (New),Operations & Governance All (New),33,
pages,pages.pricingDetail.ent_s7i1,LATIN_LONG,Ops Hub Alert Send (Admin Notice),Ops Hub Alert Send (Admin Notice),Ops Hub Alert Send (Admin Notice),33,
pages,pages.pricingDetail.ent_s7i2,LATIN_LONG,3PL Delete·Contract Management,3PL Delete·Contract Management,3PL Delete·Contract Management,30,
pages,pages.pricingDetail.ent_s7i3,LATIN_LONG,Full Audit Log·CSV Export,Full Audit Log·CSV Export,Full Audit Log·CSV Export,25,
pages,pages.pricingDetail.ent_s7i4,LATIN_LONG,System Monitor Alert Setup,System Monitor Alert Setup,System Monitor Alert Setup,26,
pages,pages.pricingDetail.ent_s7i5,LATIN_LONG,Auto Report Generate·Scheduled Send,Auto Report Generate·Scheduled Send,Auto Report Generate·Scheduled Send,35,
pages,pages.pricingDetail.ent_s7i6,LATIN_LONG,Dashboard External Share·Embed,Dashboard External Share·Embed,Dashboard External Share·Embed,30,
pages,pages.pricingDetail.ent_s8,LATIN_LONG,Pro All Included + Unlimited,Pro All Included + Unlimited,Pro All Included + Unlimited,28,
pages,pages.pricingDetail.ent_s8i1,LATIN_LONG,All Pro Plan Features Included,All Pro Plan Features Included,All Pro Plan Features Included,30,
pages,pages.pricingDetail.ent_s8i2,LATIN_LONG,Unlimited Accounts·Users·Team Members,Unlimited Accounts·Users·Team Members,Unlimited Accounts·Users·Team Members,37,
pages,pages.pricingDetail.ent_s8i3,LATIN_LONG,Priority Support SLA,Priority Support SLA,Priority Support SLA,20,
pages,pages.pricingDetail.ent_s8i4,LATIN_LONG,Dedicated Onboarding Consulting·Annual Training,Dedicated Onboarding Consulting·Annual Training,Dedicated Onboarding Consulting·Annual Training,47,
pages,pages.pricingDetail.ent_s9,LATIN_LONG,Custom & Dedicated Services,Custom & Dedicated Services,Custom & Dedicated Services,27,
pages,pages.pricingDetail.ent_s9i1,LATIN_LONG,Custom Dashboard Configuration,Custom Dashboard Configuration,Custom Dashboard Configuration,30,
pages,pages.pricingDetail.ent_s9i2,LATIN_LONG,Dedicated Manager Assignment,Dedicated Manager Assignment,Dedicated Manager Assignment,28,
pages,pages.pricingDetail.ent_s9i3,LATIN_LONG,Annual Contract-based Custom Discount,Annual Contract-based Custom Discount,Annual Contract-based Custom Discount,37,
pages,pages.pricingDetail.ent_s9i4,LATIN_LONG,Custom Training·Workshop,Custom Training·Workshop,Custom Training·Workshop,24,
pages,pages.pricingDetail.ent_tagline,LATIN_LONG,Ent_tagline,Ent_tagline,Ent_tagline,11,
pages,pages.pricingDetail.free_desc,LATIN_LONG,Experience the full Geniego-ROI platform instantly upon signup.,Experience the full Geniego-ROI platform instantly upon signup.,Experience the full Geniego-ROI platform instantly upon signup.,63,
pages,pages.pricingDetail.free_headline,LATIN_LONG, Experience Plan, Experience Plan, Experience Plan,16,
pages,pages.pricingDetail.free_l1,LATIN_LONG,No real-time data,No real-time data,No real-time data,17,
pages,pages.pricingDetail.free_l2,LATIN_LONG,No live channel integration,No live channel integration,No live channel integration,27,
pages,pages.pricingDetail.free_l3,LATIN_LONG,No save or download,No save or download,No save or download,19,
pages,pages.pricingDetail.free_s1i1,LATIN_LONG,KPI Widgets (),KPI Widgets (),KPI Widgets (),14,
pages,pages.pricingDetail.free_s1i2,LATIN_LONG,Quick Links,Quick Links,Quick Links,11,
pages,pages.pricingDetail.free_s1i3,LATIN_LONG,Onboarding Guide,Onboarding Guide,Onboarding Guide,16,
pages,pages.pricingDetail.free_s2,LATIN_LONG,My Team & Help,My Team & Help,My Team & Help,14,
pages,pages.pricingDetail.free_s2i2,LATIN_LONG,Video Tutorials,Video Tutorials,Video Tutorials,15,
pages,pages.pricingDetail.free_s2i3,LATIN_LONG,Release Notes,Release Notes,Release Notes,13,
pages,pages.pricingDetail.free_s3,LATIN_LONG,Subscription & Billing,Subscription & Billing,Subscription & Billing,22,
pages,pages.pricingDetail.free_s3i1,LATIN_LONG,View Current Plan,View Current Plan,View Current Plan,17,
pages,pages.pricingDetail.free_s3i2,LATIN_LONG,Upgrade Plan,Upgrade Plan,Upgrade Plan,12,
pages,pages.pricingDetail.free_tagline,LATIN_LONG,Free_tagline,Free_tagline,Free_tagline,12,
pages,pages.pricingDetail.growth_desc,LATIN_LONG,Grow your revenue with domestic commerce channels and basic CRM automation.,Grow your revenue with domestic commerce channels and basic CRM automation.,Grow your revenue with domestic commerce channels and basic CRM automation.,75,
pages,pages.pricingDetail.growth_headline,LATIN_LONG,Growth_headline,Growth_headline,Growth_headline,15,
pages,pages.pricingDetail.growth_l1,LATIN_LONG,AI Forecast (Churn·LTV) — Pro+,AI Forecast (Churn·LTV) — Pro+,AI Forecast (Churn·LTV) — Pro+,30,
pages,pages.pricingDetail.growth_l2,LATIN_LONG,Customer Journey Builder — Pro+,Customer Journey Builder — Pro+,Customer Journey Builder — Pro+,31,
pages,pages.pricingDetail.growth_l3,LATIN_LONG,Global Channels (WhatsApp·LINE·DM) — Pro+,Global Channels (WhatsApp·LINE·DM) — Pro+,Global Channels (WhatsApp·LINE·DM) — Pro+,41,
pages,pages.pricingDetail.growth_l4,LATIN_LONG,AI Rule Engine — Pro+,AI Rule Engine — Pro+,AI Rule Engine — Pro+,21,
pages,pages.pricingDetail.growth_l5,LATIN_LONG,1st-Party Pixel·API Keys — Pro+,1st-Party Pixel·API Keys — Pro+,1st-Party Pixel·API Keys — Pro+,31,
pages,pages.pricingDetail.growth_l6,LATIN_LONG,SmartConnect ERP Integration — Pro+,SmartConnect ERP Integration — Pro+,SmartConnect ERP Integration — Pro+,35,
pages,pages.pricingDetail.growth_s1,LATIN_LONG,AI Marketing Automation (Core),AI Marketing Automation (Core),AI Marketing Automation (Core),30,
pages,pages.pricingDetail.growth_s1i1,LATIN_LONG,AI Ad Creative Generation,AI Ad Creative Generation,AI Ad Creative Generation,25,
pages,pages.pricingDetail.growth_s1i2,LATIN_LONG,Campaign Setup·Manage·List·Report,Campaign Setup·Manage·List·Report,Campaign Setup·Manage·List·Report,33,
pages,pages.pricingDetail.growth_s1i5,LATIN_LONG,Alert Policy List & Logs,Alert Policy List & Logs,Alert Policy List & Logs,24,
pages,pages.pricingDetail.growth_s2,LATIN_LONG,Ad & Channel Analytics (Domestic),Ad & Channel Analytics (Domestic),Ad & Channel Analytics (Domestic),33,
pages,pages.pricingDetail.growth_s2i1,LATIN_LONG,Ad Summary·Channel·Product Analysis,Ad Summary·Channel·Product Analysis,Ad Summary·Channel·Product Analysis,35,
pages,pages.pricingDetail.growth_s2i2,LATIN_LONG,ROAS Analysis,ROAS Analysis,ROAS Analysis,13,
pages,pages.pricingDetail.growth_s2i3,LATIN_LONG,Keyword Analysis,Keyword Analysis,Keyword Analysis,16,
pages,pages.pricingDetail.growth_s2i4,LATIN_LONG,Channel KPI (Impressions·CTR·CVR·CPA/CPC),Channel KPI (Impressions·CTR·CVR·CPA/CPC),Channel KPI (Impressions·CTR·CVR·CPA/CPC),41,
pages,pages.pricingDetail.growth_s2i5,LATIN_LONG,ROAS Calculator,ROAS Calculator,ROAS Calculator,15,
pages,pages.pricingDetail.growth_s3,LATIN_LONG,Customer CRM (Basic),Customer CRM (Basic),Customer CRM (Basic),20,
pages,pages.pricingDetail.growth_s3i1,LATIN_LONG,Customer DB·360° View·Tag Management,Customer DB·360° View·Tag Management,Customer DB·360° View·Tag Management,36,
pages,pages.pricingDetail.growth_s3i2,LATIN_LONG,RFM Analysis·Segment Builder·Message Send,RFM Analysis·Segment Builder·Message Send,RFM Analysis·Segment Builder·Message Send,41,
pages,pages.pricingDetail.growth_s3i3,LATIN_LONG,Email Campaign (Send·A/B·Performance·Schedule),Email Campaign (Send·A/B·Performance·Schedule),Email Campaign (Send·A/B·Performance·Schedule),46,
pages,pages.pricingDetail.growth_s3i4,LATIN_LONG,Kakao Notification·FriendTalk·Stats,Kakao Notification·FriendTalk·Stats,Kakao Notification·FriendTalk·Stats,35,
pages,pages.pricingDetail.growth_s3i5,LATIN_LONG,SMS/LMS Campaign·Text Templates,SMS/LMS Campaign·Text Templates,SMS/LMS Campaign·Text Templates,31,
pages,pages.pricingDetail.growth_s3i6,LATIN_LONG,Exit Popup·Web Popup (Basic),Exit Popup·Web Popup (Basic),Exit Popup·Web Popup (Basic),28,
pages,pages.pricingDetail.growth_s4,LATIN_LONG,Commerce & Logistics (Domestic),Commerce & Logistics (Domestic),Commerce & Logistics (Domestic),31,
pages,pages.pricingDetail.growth_s4i1,LATIN_LONG,Coupang·Naver·Cafe24 Channel Integration,Coupang·Naver·Cafe24 Channel Integration,Coupang·Naver·Cafe24 Channel Integration,40,
pages,pages.pricingDetail.growth_s4i2,LATIN_LONG,Order Hub (All Orders·Claims·Returns·Shipping),Order Hub (All Orders·Claims·Returns·Shipping),Order Hub (All Orders·Claims·Returns·Shipping),46,
pages,pages.pricingDetail.growth_s4i3,LATIN_LONG,Bulk Product Register·Catalog Sync·Price Rules,Bulk Product Register·Catalog Sync·Price Rules,Bulk Product Register·Catalog Sync·Price Rules,46,
pages,pages.pricingDetail.growth_s4i4,LATIN_LONG,Basic WMS (Stock·Alerts·Inbound·Outbound),Basic WMS (Stock·Alerts·Inbound·Outbound),Basic WMS (Stock·Alerts·Inbound·Outbound),41,
pages,pages.pricingDetail.growth_s4i5,LATIN_LONG,Monthly Settlement·Shipping·Excel Export,Monthly Settlement·Shipping·Excel Export,Monthly Settlement·Shipping·Excel Export,40,
pages,pages.pricingDetail.growth_s4i6,LATIN_LONG,3PL Carrier List View,3PL Carrier List View,3PL Carrier List View,21,
pages,pages.pricingDetail.growth_s5,LATIN_LONG,Analytics & Performance,Analytics & Performance,Analytics & Performance,23,
pages,pages.pricingDetail.growth_s5i1,LATIN_LONG,Performance Summary·Channel·Product·Campaign,Performance Summary·Channel·Product·Campaign,Performance Summary·Channel·Product·Campaign,44,
pages,pages.pricingDetail.growth_s5i2,LATIN_LONG,P&L Overview,P&L Overview,P&L Overview,12,
pages,pages.pricingDetail.growth_s5i3,LATIN_LONG,AI Insight Feed,AI Insight Feed,AI Insight Feed,15,
pages,pages.pricingDetail.growth_s5i4,LATIN_LONG,Custom Report·Excel Export,Custom Report·Excel Export,Custom Report·Excel Export,26,
pages,pages.pricingDetail.growth_s6,LATIN_LONG,Settlement & Finance,Settlement & Finance,Settlement & Finance,20,
pages,pages.pricingDetail.growth_s6i1,LATIN_LONG,Settlement History·Channel·Excel,Settlement History·Channel·Excel,Settlement History·Channel·Excel,32,
pages,pages.pricingDetail.growth_s6i2,LATIN_LONG,Payment List·Excel,Payment List·Excel,Payment List·Excel,18,
pages,pages.pricingDetail.growth_s6i3,LATIN_LONG,Plan View·Billing History·Invoice,Plan View·Billing History·Invoice,Plan View·Billing History·Invoice,33,
pages,pages.pricingDetail.growth_s6i4,LATIN_LONG,License Activation·Status,License Activation·Status,License Activation·Status,25,
pages,pages.pricingDetail.growth_s7,LATIN_LONG,Channel & Data Integration (Domestic),Channel & Data Integration (Domestic),Channel & Data Integration (Domestic),37,
pages,pages.pricingDetail.growth_s7i1,LATIN_LONG,Meta·Google·TikTok·Naver·Kakao Ad Integration,Meta·Google·TikTok·Naver·Kakao Ad Integration,Meta·Google·TikTok·Naver·Kakao Ad Integration,45,
pages,pages.pricingDetail.growth_s7i2,LATIN_LONG,Coupang Connector,Coupang Connector,Coupang Connector,17,
pages,pages.pricingDetail.growth_s7i3,LATIN_LONG,Currency Selection (KRW/USD/JPY/EUR Global),Currency Selection (KRW/USD/JPY/EUR Global),Currency Selection (KRW/USD/JPY/EUR Global),43,
pages,pages.pricingDetail.growth_s8,LATIN_LONG,Team Management,Team Management,Team Management,15,
pages,pages.pricingDetail.growth_s8i1,LATIN_LONG,Team Member List·Invite,Team Member List·Invite,Team Member List·Invite,23,
pages,pages.pricingDetail.growth_s8i2,LATIN_LONG,My Activity History,My Activity History,My Activity History,19,
pages,pages.pricingDetail.growth_s8i3,LATIN_LONG,Support Ticket,Support Ticket,Support Ticket,14,
pages,pages.pricingDetail.growth_tagline,LATIN_LONG,Growth_tagline,Growth_tagline,Growth_tagline,14,
pages,pages.pricingDetail.pro_desc,LATIN_LONG,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,110,
pages,pages.pricingDetail.pro_headline,LATIN_LONG,Pro_headline,Pro_headline,Pro_headline,12,
pages,pages.pricingDetail.pro_l1,LATIN_LONG,Writeback Instant Rollback — Enterprise,Writeback Instant Rollback — Enterprise,Writeback Instant Rollback — Enterprise,39,
pages,pages.pricingDetail.pro_l2,LATIN_LONG,Amazon Policy·Review Mgmt — Enterprise,Amazon Policy·Review Mgmt — Enterprise,Amazon Policy·Review Mgmt — Enterprise,38,
pages,pages.pricingDetail.pro_l3,LATIN_LONG,Market Share·Trend AI — Enterprise,Market Share·Trend AI — Enterprise,Market Share·Trend AI — Enterprise,34,
pages,pages.pricingDetail.pro_l4,LATIN_LONG,Data Product SLA·Governance — Enterprise,Data Product SLA·Governance — Enterprise,Data Product SLA·Governance — Enterprise,40,
pages,pages.pricingDetail.pro_l5,LATIN_LONG,SmartConnect Partner API Bidirectional — Enterprise,SmartConnect Partner API Bidirectional — Enterprise,SmartConnect Partner API Bidirectional — Enterprise,51,
pages,pages.pricingDetail.pro_l6,LATIN_LONG,Influencer DB·Campaign Execution — Enterprise,Influencer DB·Campaign Execution — Enterprise,Influencer DB·Campaign Execution — Enterprise,45,
pages,pages.pricingDetail.pro_l7,LATIN_LONG,Audit Log Full Export — Enterprise,Audit Log Full Export — Enterprise,Audit Log Full Export — Enterprise,34,
pages,pages.pricingDetail.pro_l8,LATIN_LONG,Auto Report·Scheduled Send — Enterprise,Auto Report·Scheduled Send — Enterprise,Auto Report·Scheduled Send — Enterprise,39,
