ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.marketingIntel.cmpVal.list_view,LATIN_LONG,List View,List View,List View,9,목록 보기
pages,pages.marketingIntel.colConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.colSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.marketingIntel.compareTo,LATIN_LONG,Compare to,Compare to,Compare to,10,비교 대상
pages,pages.marketingIntel.conditionEmailClicked,LATIN_LONG,Condition Email Clicked,Condition Email Clicked,Condition Email Clicked,23,이메일 클릭 조건
pages,pages.marketingIntel.conditionEmailOpened,LATIN_LONG,Condition Email Opened,Condition Email Opened,Condition Email Opened,22,이메일 열람 조건
pages,pages.marketingIntel.conditionField,LATIN_LONG,Condition Field,Condition Field,Condition Field,15,조건 필드
pages,pages.marketingIntel.conditionKakaoClicked,LATIN_LONG,Condition Kakao Clicked,Condition Kakao Clicked,Condition Kakao Clicked,23,카카오 클릭 조건
pages,pages.marketingIntel.conditionLtvGt,LATIN_LONG,Condition Ltv Gt,Condition Ltv Gt,Condition Ltv Gt,16,LTV 초과 조건
pages,pages.marketingIntel.connectors.apiKey,LATIN_LONG,Api Key,Api Key,Api Key,7,API 키
pages,pages.marketingIntel.connectors.configure,LATIN_LONG,Configuration,Configuration,Configuration,13,설정
pages,pages.marketingIntel.connectors.lastSync,LATIN_LONG,Last Sync,Last Sync,Last Sync,9,최근 동기화
pages,pages.marketingIntel.connectors.noConnectors,LATIN_LONG,No Connectors,No Connectors,No Connectors,13,커넥터 없음
pages,pages.marketingIntel.connectors.oauthLogin,LATIN_LONG,Oauth Login,Oauth Login,Oauth Login,11,OAuth 로그인
pages,pages.marketingIntel.connectors.syncFrequency,LATIN_LONG,Sync Frequency,Sync Frequency,Sync Frequency,14,동기화 주기
pages,pages.marketingIntel.connectors.tabAds,LATIN_LONG,Ad Channels,Ad Channels,Ad Channels,11,광고 채널
pages,pages.marketingIntel.connectors.tabAll,LATIN_LONG,Tab All,Tab All,Tab All,7,전체
pages,pages.marketingIntel.connectors.tabSales,LATIN_LONG,Sales channel,Sales channel,Sales channel,13,판매 채널
pages,pages.marketingIntel.connectors.testConnection,LATIN_LONG,Connection Test,Connection Test,Test Connection,15,연결 테스트
pages,pages.marketingIntel.convRate,LATIN_LONG,Conversion Rate,Conversion Rate,Conversion Rate,15,전환율
pages,pages.marketingIntel.cpc,LATIN_LONG,Cost Per Click (CPC),Cost Per Click (CPC),Cost Per Click (CPC),20,클릭당 비용 (CPC)
pages,pages.marketingIntel.ctr,LATIN_LONG,Click-through Rate (CTR),Click-through Rate (CTR),Click-through Rate (CTR),24,클릭률 (CTR)
pages,pages.marketingIntel.cvr,LATIN_LONG,Conversion Rate,Conversion Rate,Conversion Rate,15,전환율
pages,pages.marketingIntel.dashboard.adSpend,LATIN_LONG,Ad Spend,Ad Spend,Ad Spend,8,광고 비용
pages,pages.marketingIntel.dashboard.adSpendSub,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.marketingIntel.dashboard.avgOrder,LATIN_LONG,Average Order Value,Average Order Value,Average Order Value,19,평균 주문 금액
pages,pages.marketingIntel.dashboard.convRateLbl,LATIN_LONG,Conversion Rate,Conversion Rate,Conversion Rate,15,전환율
pages,pages.marketingIntel.dashboard.convRateSub,LATIN_LONG,vs Sessions,vs Sessions,vs Sessions,11,세션 대비
pages,pages.marketingIntel.dashboard.netROAS,LATIN_LONG,Net R O A S,Net R O A S,Net R O A S,11,Net ROAS
pages,pages.marketingIntel.dashboard.netROASSub,LATIN_LONG,Net Profit / Ad Spend,Net Profit / Ad Spend,Net Profit / Ad Spend,21,순이익 / 광고비
pages,pages.marketingIntel.dashboard.totalOrders,LATIN_LONG,Total Orders,Total Orders,Total Orders,12,총 주문
pages,pages.marketingIntel.dashboard.totalOrderSub,LATIN_LONG,As of Today,As of Today,As of Today,11,오늘 기준
pages,pages.marketingIntel.dbAdmin.queryPlaceholder,LATIN_LONG,SELECT * FROM ...,SELECT * FROM ...,SELECT * FROM ...,17,SELECT * FROM ...
pages,pages.marketingIntel.delayTime,LATIN_LONG,Delay Time,Delay Time,Delay Time,10,지연 시간
pages,pages.marketingIntel.deleteNode,LATIN_LONG,Delete Node,Delete Node,Delete Node,11,노드 삭제
pages,pages.marketingIntel.emailFrom,LATIN_LONG,Email From,Email From,Email From,10,발신자
pages,pages.marketingIntel.emailSendSim,LATIN_LONG,Email Send Sim,Email Send Sim,Email Send Sim,14,이메일 발송 시뮬레이션
pages,pages.marketingIntel.emailSimulate,LATIN_LONG,Email Simulate,Email Simulate,Email Simulate,14,이메일 시뮬레이션
pages,pages.marketingIntel.emailSubject,LATIN_LONG,Email Subject,Email Subject,Email Subject,13,이메일 제목
pages,pages.marketingIntel.emailSubjectPh,LATIN_LONG,Email Subject Ph,Email Subject Ph,Email Subject Ph,16,이메일 제목 입력
pages,pages.marketingIntel.emailTestSend,LATIN_LONG,Email Test Send,Email Test Send,Email Test Send,15,이메일 테스트 발송
pages,pages.marketingIntel.eventNorm.addSchema,LATIN_LONG,Add Schema,Add Schema,Add Schema,10,스키마 추가
pages,pages.marketingIntel.eventNorm.eventName,LATIN_LONG,Event Name,Event Name,Event Name,10,이벤트명
pages,pages.marketingIntel.eventNorm.mappingRule,LATIN_LONG,Mapping Rule,Mapping Rule,Mapping Rule,12,매핑 규칙
pages,pages.marketingIntel.eventNorm.noSchemas,LATIN_LONG,No Schemas,No Schemas,No Schemas,10,스키마 없음
pages,pages.marketingIntel.eventNorm.sourceChannel,LATIN_LONG,Source Channel,Source Channel,Source Channel,14,소스 채널
pages,pages.marketingIntel.eventNorm.standardEvent,LATIN_LONG,Standard Event,Standard Event,Standard Event,14,표준 이벤트
pages,pages.marketingIntel.eventNorm.tabMapping,LATIN_LONG,Tab Mapping,Tab Mapping,Tab Mapping,11,매핑
pages,pages.marketingIntel.eventNorm.tabSchemas,LATIN_LONG,📋 Schemas,📋 Schemas,📋 Schemas,10,📋 스키마
pages,pages.marketingIntel.eventNorm.tabTest,LATIN_LONG,Tab Test,Tab Test,Tab Test,8,테스트
pages,pages.marketingIntel.eventNorm.testEvent,LATIN_LONG,Test Event,Test Event,Test Event,10,테스트 이벤트
pages,pages.marketingIntel.execLog,LATIN_LONG,Exec Log,Exec Log,Exec Log,8,실행 로그
pages,pages.marketingIntel.expRoas,LATIN_LONG,Exp Roas,Exp Roas,Exp Roas,8,예상 ROAS
pages,pages.marketingIntel.funnelSpend,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.marketingIntel.gdpr.bannerDesc,LATIN_LONG,Banner Desc,Banner Desc,Banner Desc,11,배너 설명
pages,pages.marketingIntel.gdpr.bannerTitle,LATIN_LONG,Banner Title,Banner Title,Banner Title,12,배너 제목
pages,pages.marketingIntel.gdpr.consentDate,LATIN_LONG,Consent Date,Consent Date,Consent Date,12,동의일
pages,pages.marketingIntel.gdpr.consentNow,LATIN_LONG,Consent Now,Consent Now,Consent Now,11,지금 동의
pages,pages.marketingIntel.gdpr.consentRate,LATIN_LONG,Consent Rate,Consent Rate,Consent Rate,12,동의율
pages,pages.marketingIntel.gdpr.cookiePolicy,LATIN_LONG,Cookie Policy,Cookie Policy,Cookie Policy,13,쿠키 정책
pages,pages.marketingIntel.gdpr.currentConsentStatus,LATIN_LONG,Current Consent Status,Current Consent Status,Current Consent Status,22,현재 동의 상태
pages,pages.marketingIntel.gdpr.editSettings,LATIN_LONG,Edit Settings,Edit Settings,Edit Settings,13,설정 편집
pages,pages.marketingIntel.gdpr.marketing,LATIN_LONG,Marketing Performance,Marketing Performance,Marketing Performance,21,마케팅 성과
pages,pages.marketingIntel.gdpr.noConsentInfo,LATIN_LONG,No Consent Info,No Consent Info,No Consent Info,15,동의 정보 없음
pages,pages.marketingIntel.gdpr.notConsented,LATIN_LONG,Not Consented,Not Consented,Not Consented,13,미동의
pages,pages.marketingIntel.gdpr.panelSub,LATIN_LONG,Panel Sub,Panel Sub,Panel Sub,9,패널 설명
pages,pages.marketingIntel.gdpr.panelTitle,LATIN_LONG,Panel Title,Panel Title,Panel Title,11,패널 제목
pages,pages.marketingIntel.gdpr.platformStats,LATIN_LONG,Platform Stats,Platform Stats,Platform Stats,14,플랫폼 통계
pages,pages.marketingIntel.gdpr.policyNote1,LATIN_LONG,Policy Note1,Policy Note1,Policy Note1,12,정책 안내 1
pages,pages.marketingIntel.gdpr.policyNote2,LATIN_LONG,Policy Note2,Policy Note2,Policy Note2,12,정책 안내 2
pages,pages.marketingIntel.gdpr.policyNote3,LATIN_LONG,Policy Note3,Policy Note3,Policy Note3,12,정책 안내 3
pages,pages.marketingIntel.gdpr.privacyPolicy,LATIN_LONG,Privacy Policy,Privacy Policy,Privacy Policy,14,개인정보 처리방침
pages,pages.marketingIntel.gdpr.savePref,LATIN_LONG,Save Pref,Save Pref,Save Pref,9,환경설정 저장
pages,pages.marketingIntel.gdpr.totalVisitors,LATIN_LONG,Total Visitors,Total Visitors,Total Visitors,14,총 방문자
pages,pages.marketingIntel.helpPanel.searchPlaceholder,LATIN_LONG,Search product/SKU...,Search product/SKU...,Search product/SKU...,21,상품/SKU 검색...
pages,pages.marketingIntel.helpPanel.staticHelp.connectors.summary,LATIN_LONG,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,70,국내 SMS/LMS 메시지를 발송하고 발송 이력과 통계를 관리합니다.
pages,pages.marketingIntel.helpPanel.staticHelp.connectors.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.helpPanel.staticHelp.help.summary,LATIN_LONG,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,70,국내 SMS/LMS 메시지를 발송하고 발송 이력과 통계를 관리합니다.
pages,pages.marketingIntel.helpPanel.staticHelp.help.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.helpPanel.staticHelp.smsMarketing.summary,LATIN_LONG,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,Send domestic SMS/LMS messages and manage send history and statistics.,70,국내 SMS/LMS 메시지를 발송하고 발송 이력과 통계를 관리합니다.
pages,pages.marketingIntel.helpPanel.staticHelp.smsMarketing.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.influencer.attrData.cases,LATIN_LONG, orders, orders,cases,7,주문
pages,pages.marketingIntel.influencer.attrData.conversion,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.influencer.attrData.expectedRev,LATIN_LONG,Expected Revenue,Expected Revenue,Expected Revenue,16,예상 매출
pages,pages.marketingIntel.influencer.attrData.guideLtvName,LATIN_LONG,LTV vs CAC,LTV vs CAC,LTV vs CAC,10,LTV vs CAC
pages,pages.marketingIntel.influencer.attrData.guideMtaName,LATIN_LONG,Multi-Touch,Multi-Touch,Multi-Touch,11,멀티터치
pages,pages.marketingIntel.influencer.attrData.subtitle,LATIN_LONG,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,Precision Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Dual ML) · Thompson Sampling A/B,108,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Dual ML) · 톰슨 샘플링 A/B
pages,pages.marketingIntel.influencer.attrData.tabLtvLabel,LATIN_LONG,LTV vs CAC,LTV vs CAC,LTV vs CAC,10,LTV vs CAC
pages,pages.marketingIntel.influencer.attrData.timeDecay,LATIN_LONG,Time Decay,Time Decay,Time Decay,10,시간 감소
pages,pages.marketingIntel.influencer.attrData.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.influencer.colConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.influencer.colEngagement,LATIN_LONG,Engagement Rate,Engagement Rate,Engagement Rate,15,참여율
pages,pages.marketingIntel.influencer.colViews,LATIN_LONG,Impressions,Impressions,Impressions,11,노출 수
pages,pages.marketingIntel.influencer.totalUgcRevenue,LATIN_LONG,UGC Revenue,UGC Revenue,UGC Revenue,11,UGC 매출
pages,pages.marketingIntel.influencerUGC.txt_ActualPaid_9,LATIN_LONG,Txt_ Actual Paid_9,Txt_ Actual Paid_9,Txt_ Actual Paid_9,18,실제 지급액
pages,pages.marketingIntel.influencerUGC.txt_AdCreative_13,LATIN_LONG,Txt_ Ad Creative_13,Txt_ Ad Creative_13,Txt_ Ad Creative_13,19,광고 크리에이티브
pages,pages.marketingIntel.influencerUGC.txt_Channelper_15,LATIN_LONG,Txt_ Channelper_15,Txt_ Channelper_15,Txt_ Channelper_15,18,채널별
pages,pages.marketingIntel.influencerUGC.txt_CreatorROI_11,LATIN_LONG,Txt_ Creator R O I_11,Txt_ Creator R O I_11,Txt_ Creator R O I_11,21,크리에이터 ROI
pages,pages.marketingIntel.influencerUGC.txt_Difference_10,LATIN_LONG,Txt_ Difference_10,Txt_ Difference_10,Txt_ Difference_10,18,차액
pages,pages.marketingIntel.influencerUGC.txt_Engagement_12,LATIN_LONG,Txt_ Engagement_12,Txt_ Engagement_12,Txt_ Engagement_12,18,참여도
pages,pages.marketingIntel.influencerUGC.txt_Percontrac_8,LATIN_LONG,Txt_ Percontrac_8,Txt_ Percontrac_8,Txt_ Percontrac_8,17,계약당
pages,pages.marketingIntel.influencerUGC.txt_ProductPag_14,LATIN_LONG,Txt_ Product Pag_14,Txt_ Product Pag_14,Txt_ Product Pag_14,19,상품 페이지
pages,pages.marketingIntel.influencerUGC.txt_WhitelistA_4,LATIN_LONG,Txt_ Whitelist A_4,Txt_ Whitelist A_4,Txt_ Whitelist A_4,18,화이트리스트 A
pages,pages.marketingIntel.influencerUGC.u_107,LATIN_LONG,Total Channels,Total Channels,All Channels,14,전체 채널
pages,pages.marketingIntel.influencerUGC.u_114,LATIN_LONG,Sum Total,Sum Total,Sum Total,9,합계
pages,pages.marketingIntel.influencerUGC.u_81,LATIN_LONG,Action Recommendations,Action Recommendations,Action Recommendations,22,액션 추천
pages,pages.marketingIntel.influencerUGC.u_84,LATIN_LONG,Engagement Rate,Engagement Rate,Engagement Rate,15,참여율
pages,pages.marketingIntel.influencerUGC.u_86,LATIN_LONG,UGC Revenue,UGC Revenue,UGC Revenue,11,UGC 매출
pages,pages.marketingIntel.influencerUGC.u_91,LATIN_LONG,Conversion Rate,Conversion Rate,Conversion Rate,15,전환율
pages,pages.marketingIntel.kakaoAlimtalk,LATIN_LONG,Kakao Alimtalk,Kakao Alimtalk,Kakao Alimtalk,14,카카오 알림톡
pages,pages.marketingIntel.kakaoFriendtalk,LATIN_LONG,Kakao Friendtalk,Kakao Friendtalk,Kakao Friendtalk,16,카카오 친구톡
pages,pages.marketingIntel.kakaoMsgType,LATIN_LONG,Kakao Msg Type,Kakao Msg Type,Kakao Msg Type,14,카카오 메시지 유형
pages,pages.marketingIntel.kakaoSendSim,LATIN_LONG,Kakao Send Sim,Kakao Send Sim,Kakao Send Sim,14,카카오 발송 시뮬레이션
pages,pages.marketingIntel.kakaoTemplate,LATIN_LONG,Kakao Template,Kakao Template,Kakao Template,14,카카오 템플릿
pages,pages.marketingIntel.kakaoTest,LATIN_LONG,Kakao Test,Kakao Test,Kakao Test,10,카카오 테스트
pages,pages.marketingIntel.kpiConversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.kpiRevenue,LATIN_LONG,Gross Sales,Gross Sales,Total Revenue,11,총 매출
pages,pages.marketingIntel.kpiSpend,LATIN_LONG,Total Ad Spend,Total Ad Spend,Total Ad Spend,14,총 광고 비용
pages,pages.marketingIntel.krChannel.adSpendRate,LATIN_LONG,Ad Spend Rate,Ad Spend Rate,Ad Spend Rate,13,광고 비용률
pages,pages.marketingIntel.krChannel.apiDisconnected,LATIN_LONG,Api Disconnected,Api Disconnected,Api Disconnected,16,API 연결 해제
pages,pages.marketingIntel.krChannel.categoryAll,LATIN_LONG,Category All,Category All,Category All,12,전체 카테고리
pages,pages.marketingIntel.krChannel.channelMaster,LATIN_LONG,Channel Master,Channel Master,Channel Master,14,채널 마스터
pages,pages.marketingIntel.krChannel.channelSelect,LATIN_LONG,Channel Select,Channel Select,Channel Select,14,채널 선택
pages,pages.marketingIntel.krChannel.commissionHistory,LATIN_LONG,Commission History,Commission History,Commission History,18,수수료 이력
pages,pages.marketingIntel.krChannel.commissionReg,LATIN_LONG,Commission Reg,Commission Reg,Commission Reg,14,수수료 등록
pages,pages.marketingIntel.krChannel.effectiveDate,LATIN_LONG,Effective Date,Effective Date,Effective Date,14,적용일
pages,pages.marketingIntel.krChannel.endDate,LATIN_LONG,End Date,End Date,End Date,8,종료일
pages,pages.marketingIntel.krChannel.feeDiff,LATIN_LONG,Fee Difference,Fee Difference,Fee Difference,14,수수료 차액
pages,pages.marketingIntel.krChannel.ingestTitle,LATIN_LONG,Ingest Title,Ingest Title,Ingest Title,12,데이터 수집 제목
pages,pages.marketingIntel.krChannel.loadSample,LATIN_LONG,Load Sample,Load Sample,Load Sample,11,샘플 불러오기
pages,pages.marketingIntel.krChannel.missingOrder,LATIN_LONG,Missing Order,Missing Order,Missing Order,13,누락된 주문
pages,pages.marketingIntel.krChannel.missingSettle,LATIN_LONG,Missing Settle,Missing Settle,Missing Settle,14,누락된 정산
pages,pages.marketingIntel.krChannel.netDiff,LATIN_LONG,Net Diff,Net Diff,Net Diff,8,순 차액
pages,pages.marketingIntel.krChannel.noDataHint,LATIN_LONG,No Data Hint,No Data Hint,No Data Hint,12,데이터 없음 안내
pages,pages.marketingIntel.krChannel.noReports,LATIN_LONG,No reconciliation reports,No reconciliation reports,No reconciliation reports,25,정산 대조 보고서 없음
pages,pages.marketingIntel.krChannel.noTickets,LATIN_LONG,✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),30,✅ 티켓 없음 (임계값 미만)
pages,pages.marketingIntel.krChannel.platformFeeRate,LATIN_LONG,Platform Fee Rate,Platform Fee Rate,Platform Fee Rate,17,플랫폼 수수료율
pages,pages.marketingIntel.krChannel.reconRun,LATIN_LONG,Recon Run,Recon Run,Recon Run,9,대조 실행
pages,pages.marketingIntel.krChannel.reconStart,LATIN_LONG,Recon Start,Recon Start,Recon Start,11,대조 시작
pages,pages.marketingIntel.krChannel.returnFee,LATIN_LONG,Return Fee,Return Fee,Return Fee,10,반품 수수료
pages,pages.marketingIntel.krChannel.saveCommission,LATIN_LONG,Save Commission,Save Commission,Save Commission,15,수수료 저장
pages,pages.marketingIntel.krChannel.selectChannelHint,LATIN_LONG,Select Channel Hint,Select Channel Hint,Select Channel Hint,19,채널을 선택하세요
pages,pages.marketingIntel.krChannel.selectPlaceholder,LATIN_LONG,Select Placeholder,Select Placeholder,Select Placeholder,18,선택해주세요
pages,pages.marketingIntel.krChannel.settleCycle,LATIN_LONG,Settle Cycle,Settle Cycle,Settle Cycle,12,정산 주기
pages,pages.marketingIntel.krChannel.shippingFee,LATIN_LONG,Base Shipping Fee (₩),Base Shipping Fee (₩),Base Shipping Fee (₩),21,기본 배송비 (₩)
pages,pages.marketingIntel.krChannel.startDate,LATIN_LONG,Start Date,Start Date,Start Date,10,시작일
pages,pages.marketingIntel.krChannel.tabChannels,LATIN_LONG,Tab Channels,Tab Channels,Tab Channels,12,채널
pages,pages.marketingIntel.krChannel.tabFees,LATIN_LONG,Tab Fees,Tab Fees,Tab Fees,8,수수료
pages,pages.marketingIntel.krChannel.tabIngest,LATIN_LONG,Tab Ingest,Tab Ingest,Tab Ingest,10,데이터 수집
pages,pages.marketingIntel.krChannel.tabRecon,LATIN_LONG,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,28,🔍 정산 대조
pages,pages.marketingIntel.krChannel.tabSummary,LATIN_LONG,Summary Score,Summary Score,Summary Score,13,요약 점수
pages,pages.marketingIntel.krChannel.totalCommission,LATIN_LONG,Total Commission,Total Commission,Total Commission,16,총 수수료
pages,pages.marketingIntel.krChannel.totalRevenue,LATIN_LONG,Total Revenue,Total Revenue,Total Revenue,13,총 매출
pages,pages.marketingIntel.krChannel.totalSettlement,LATIN_LONG,Total Settlement,Total Settlement,Total Settlement,16,총 정산액
pages,pages.marketingIntel.krChannel.vatRateLabel,LATIN_LONG,Vat Rate Label,Vat Rate Label,Vat Rate Label,14,VAT 세율
pages,pages.marketingIntel.lineMsgType,LATIN_LONG,Line Msg Type,Line Msg Type,Line Msg Type,13,LINE 메시지 유형
pages,pages.marketingIntel.lineSendSim,LATIN_LONG,Line Send Sim,Line Send Sim,Line Send Sim,13,LINE 발송 시뮬레이션
pages,pages.marketingIntel.lineSimulate,LATIN_LONG,Line Simulate,Line Simulate,Line Simulate,13,LINE 시뮬레이션
pages,pages.marketingIntel.lineTemplate,LATIN_LONG,Line Template,Line Template,Line Template,13,LINE 템플릿
pages,pages.marketingIntel.lineTestSend,LATIN_LONG,Line Test Send,Line Test Send,Line Test Send,14,LINE 테스트 발송
pages,pages.marketingIntel.mappingRegistry.addMapping,LATIN_LONG,Add Mapping,Add Mapping,Add Mapping,11,매핑 추가
pages,pages.marketingIntel.mappingRegistry.mappingRule,LATIN_LONG,Mapping Rule,Mapping Rule,Mapping Rule,12,매핑 규칙
pages,pages.marketingIntel.mappingRegistry.noMappings,LATIN_LONG,No Mappings,No Mappings,No Mappings,11,매핑 없음
pages,pages.marketingIntel.mappingRegistry.tabCategoryMap,LATIN_LONG,Tab Category Map,Tab Category Map,Tab Category Map,16,카테고리 매핑
pages,pages.marketingIntel.mappingRegistry.tabChannelMap,LATIN_LONG,Tab Channel Map,Tab Channel Map,Tab Channel Map,15,채널 매핑
pages,pages.marketingIntel.mappingRegistry.tabProductMap,LATIN_LONG,Tab Product Map,Tab Product Map,Tab Product Map,15,상품 매핑
pages,pages.marketingIntel.marketingIntel.adPerf.conversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.marketingIntel.adPerf.cpa,LATIN_LONG,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),26,고객 획득 비용 (CPA)
pages,pages.marketingIntel.marketingIntel.adPerf.date,LATIN_LONG,Date (Period),Date (Period),Date (Period),13,날짜 (기간)
pages,pages.marketingIntel.marketingIntel.adPerf.impressions,LATIN_LONG,Total Impressions,Total Impressions,Total Impressions,17,총 노출
pages,pages.marketingIntel.marketingIntel.adPerf.team,LATIN_LONG,View by Team,View by Team,View by Team,12,팀별 보기
pages,pages.marketingIntel.marketingIntel.adPerf.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.conversions,LATIN_LONG,Conversions,Conversions,Conversions,11,전환
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.cpa,LATIN_LONG,Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),Cost Per Acquisition (CPA),26,고객 획득 비용 (CPA)
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.date,LATIN_LONG,Date (Period),Date (Period),Date (Period),13,날짜 (기간)
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.impressions,LATIN_LONG,Total Impressions,Total Impressions,Total Impressions,17,총 노출
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.team,LATIN_LONG,View by Team,View by Team,View by Team,12,팀별 보기
pages,pages.marketingIntel.marketingIntel.aiPredict.adPerf.title,LATIN_LONG,Email Marketing,Email Marketing,Email Marketing,15,이메일 마케팅
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.abGroupA,LATIN_LONG,Ab Group A,Ab Group A,Ab Group A,10,A 그룹
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.abGroupB,LATIN_LONG,Ab Group B,Ab Group B,Ab Group B,10,B 그룹
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.backToList,LATIN_LONG,Back To List,Back To List,Back To List,12,목록으로 돌아가기
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.clickToEdit,LATIN_LONG,Click To Edit,Click To Edit,Click To Edit,13,클릭하여 편집
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionEmailClicked,LATIN_LONG,Condition Email Clicked,Condition Email Clicked,Condition Email Clicked,23,이메일 클릭 조건
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionEmailOpened,LATIN_LONG,Condition Email Opened,Condition Email Opened,Condition Email Opened,22,이메일 열람 조건
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionField,LATIN_LONG,Condition Field,Condition Field,Condition Field,15,조건 필드
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionKakaoClicked,LATIN_LONG,Condition Kakao Clicked,Condition Kakao Clicked,Condition Kakao Clicked,23,카카오 클릭 조건
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionLineClicked,LATIN_LONG,LINE Clicks,LINE Clicks,LINE Clicks,11,LINE 클릭
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.conditionLtvGt,LATIN_LONG,Condition Ltv Gt,Condition Ltv Gt,Condition Ltv Gt,16,LTV 초과 조건
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.crmChurn,LATIN_LONG,Crm Churn,Crm Churn,Crm Churn,9,CRM 이탈
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.crmJourney,LATIN_LONG,Crm Journey,Crm Journey,Crm Journey,11,CRM 여정
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.crmJourneyAction,LATIN_LONG,Crm Journey Action,Crm Journey Action,Crm Journey Action,18,CRM 여정 액션
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.crmVip,LATIN_LONG,Crm Vip,Crm Vip,Crm Vip,7,CRM VIP
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.delayTime,LATIN_LONG,Delay Time,Delay Time,Delay Time,10,지연 시간
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.deleteNode,LATIN_LONG,Delete Node,Delete Node,Delete Node,11,노드 삭제
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailFrom,LATIN_LONG,Email From,Email From,Email From,10,발신자
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailSendSim,LATIN_LONG,Email Send Sim,Email Send Sim,Email Send Sim,14,이메일 발송 시뮬레이션
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailSimulate,LATIN_LONG,Email Simulate,Email Simulate,Email Simulate,14,이메일 시뮬레이션
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailSubject,LATIN_LONG,Email Subject,Email Subject,Email Subject,13,이메일 제목
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailSubjectPh,LATIN_LONG,Email Subject Ph,Email Subject Ph,Email Subject Ph,16,이메일 제목 입력
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.emailTestSend,LATIN_LONG,Email Test Send,Email Test Send,Email Test Send,15,이메일 테스트 발송
pages,pages.marketingIntel.marketingIntel.aiPredict.banner.execLog,LATIN_LONG,Auto Execution Log,Auto Execution Log,Auto Execution Log,18,자동 실행 로그
