ns,path,ko_value,suggested_ko
pages,pages.marketingIntel.marketingIntel.aiPredict.col.churn,Final Churn Status,최종 이탈 상태
pages,pages.marketingIntel.marketingIntel.aiPredict.col.detail,Detail View,상세 보기
pages,pages.marketingIntel.marketingIntel.aiPredict.col.nextPurchase,Next Purchase,다음 구매
pages,pages.marketingIntel.marketingIntel.aiPredict.col.prob30,30-day Churn Probability,30일 이탈 확률
pages,pages.marketingIntel.marketingIntel.aiPredict.filterAll,Filter All,전체
pages,pages.marketingIntel.marketingIntel.aiPredict.filterHigh,Filter High,높음
pages,pages.marketingIntel.marketingIntel.aiPredict.filterLow,Filter Low,낮음
pages,pages.marketingIntel.marketingIntel.aiPredict.filterMed,Filter Med,중간
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.bannerDesc,Banner Desc,배너 설명
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.bannerTitle,Banner Title,배너 제목
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.consentDate,Consent Date,동의일
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.consentNow,Consent Now,지금 동의
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.consentRate,Consent Rate,동의율
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.cookiePolicy,Cookie Policy,쿠키 정책
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.currentConsentStatus,Current Consent Status,현재 동의 상태
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.editSettings,Edit Settings,설정 편집
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.marketing,Marketing Performance,마케팅 성과
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.noConsentInfo,No Consent Info,동의 정보 없음
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.notConsented,Not Consented,미동의
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.panelSub,Panel Sub,패널 설명
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.panelTitle,Panel Title,패널 제목
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.platformStats,Platform Stats,플랫폼 통계
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.policyNote1,Policy Note1,정책 안내 1
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.policyNote2,Policy Note2,정책 안내 2
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.policyNote3,Policy Note3,정책 안내 3
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.privacyPolicy,Privacy Policy,개인정보 처리방침
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.savePref,Save Pref,환경설정 저장
pages,pages.marketingIntel.marketingIntel.aiPredict.gdpr.totalVisitors,Total Visitors,총 방문자
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_ActualPaid_9,Txt_ Actual Paid_9,실제 지급액
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_AdCreative_13,Txt_ Ad Creative_13,광고 크리에이티브
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_Channelper_15,Txt_ Channelper_15,채널별
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_CreatorROI_11,Txt_ Creator R O I_11,크리에이터 ROI
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_Difference_10,Txt_ Difference_10,차액
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_Engagement_12,Txt_ Engagement_12,참여도
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_Percontrac_8,Txt_ Percontrac_8,계약당
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_ProductPag_14,Txt_ Product Pag_14,상품 페이지
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.txt_WhitelistA_4,Txt_ Whitelist A_4,화이트리스트 A
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_107,Total Channels,전체 채널
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_114,Sum Total,합계
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_81,Action Recommendations,액션 추천
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_84,Engagement Rate,참여율
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_86,UGC Revenue,UGC 매출
pages,pages.marketingIntel.marketingIntel.aiPredict.influencerUGC.u_91,Conversion Rate,전환율
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.churnAction,Churn Action,이탈 대응 액션
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.churnRisk,Churn Risk Customer,이탈 위험 고객
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.highLtv,High Ltv,고 LTV 고객
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.highLtvSub,High Ltv Sub,고 LTV 고객 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.mlAccuracy,Ml Accuracy,ML 정확도
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.mlSub,Ml Sub,ML 분석 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.revenue,Estimated Revenue,예상 매출
pages,pages.marketingIntel.marketingIntel.aiPredict.kpi.revenueSub,Revenue Sub,매출 분석 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.liveDB,Live D B,라이브 DB
pages,pages.marketingIntel.marketingIntel.aiPredict.noResults,No Results,결과 없음
pages,pages.marketingIntel.marketingIntel.aiPredict.tab.integration,Integration,연동
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.alertSuccess,Alert Success,알림 발송 성공
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.btnLaunch,Btn Launch,런칭
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.btnLaunching,Btn Launching,런칭 중
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.btnRetry,Btn Retry,재시도
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.btnReview,Btn Review,검토
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.btnSimulate,Btn Simulate,시뮬레이션 실행
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.budgetErr,Budget Err,예산 오류
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.budgetLabel,Budget Label,예산
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.budgetSub,Budget Sub,예산 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.campName,Campaign Name,캠페인명
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.cases, orders,주문
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catBeauty,Cat Beauty,뷰티
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catFashion,Cat Fashion,패션
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catFood,Cat Food,식품
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catGeneral,Cat General,일반
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catSoftware,Cat Software,소프트웨어
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catTech,Cat Tech,테크
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.catTravel,Cat Travel,여행
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.corporateCard,Corporate Card,법인 카드
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.estConv,Est Conv,예상 전환 수
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.estRoas,Estimated Blended ROAS,예상 Blended ROAS
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.expRoas,Exp Roas,예상 ROAS
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.launchSub,Launch Sub,런칭 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.launchTitle,Launch Title,런칭 제목
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.mainTitle,Main Title,메인 제목
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.mixSub,Mix Sub,믹스 안내
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.mixTitle,AI Media Mix Recommendation,AI 미디어 믹스 추천
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.payMethod,Pay Method,결제 수단
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.qBudget,Q Budget,분기 예산
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.totalAmt,Total Gross,총 금액
pages,pages.marketingIntel.marketingIntel.aiPredict.unified.whichCategory,Which Category,카테고리 선택
pages,pages.marketingIntel.marketingIntel.aiPredict.workspace.title,Email Marketing,이메일 마케팅
pages,pages.marketingIntel.marketingIntel.aiSuggestions,Ai Suggestions,AI 추천
pages,pages.marketingIntel.marketingIntel.badge20kpi,20 KPI,20 KPI
pages,pages.marketingIntel.marketingIntel.banner.abGroupA,Ab Group A,A 그룹
pages,pages.marketingIntel.marketingIntel.banner.abGroupB,Ab Group B,B 그룹
pages,pages.marketingIntel.marketingIntel.banner.attrAiRun,Attr Ai Run,어트리뷰션 AI 실행
pages,pages.marketingIntel.marketingIntel.banner.attrAiSub,Attr Ai,어트리뷰션 AI
pages,pages.marketingIntel.marketingIntel.banner.backToList,Back To List,목록으로 돌아가기
pages,pages.marketingIntel.marketingIntel.banner.clickToEdit,Click To Edit,클릭하여 편집
pages,pages.marketingIntel.marketingIntel.banner.conditionEmailClicked,Condition Email Clicked,이메일 클릭 조건
pages,pages.marketingIntel.marketingIntel.banner.conditionEmailOpened,Condition Email Opened,이메일 열람 조건
pages,pages.marketingIntel.marketingIntel.banner.conditionField,Condition Field,조건 필드
pages,pages.marketingIntel.marketingIntel.banner.conditionKakaoClicked,Condition Kakao Clicked,카카오 클릭 조건
pages,pages.marketingIntel.marketingIntel.banner.conditionLineClicked,LINE Clicks,LINE 클릭
pages,pages.marketingIntel.marketingIntel.banner.conditionLtvGt,Condition Ltv Gt,LTV 초과 조건
pages,pages.marketingIntel.marketingIntel.banner.crmChurn,Crm Churn,CRM 이탈
pages,pages.marketingIntel.marketingIntel.banner.crmJourney,Crm Journey,CRM 여정
pages,pages.marketingIntel.marketingIntel.banner.crmJourneyAction,Crm Journey Action,CRM 여정 액션
pages,pages.marketingIntel.marketingIntel.banner.crmVip,Crm Vip,CRM VIP
pages,pages.marketingIntel.marketingIntel.banner.days, days,일
pages,pages.marketingIntel.marketingIntel.banner.delayTime,Delay Time,지연 시간
pages,pages.marketingIntel.marketingIntel.banner.deleteNode,Delete Node,노드 삭제
pages,pages.marketingIntel.marketingIntel.banner.emailFrom,Email From,발신자
pages,pages.marketingIntel.marketingIntel.banner.emailSendSim,Email Send Sim,이메일 발송 시뮬레이션
pages,pages.marketingIntel.marketingIntel.banner.emailSimulate,Email Simulate,이메일 시뮬레이션
pages,pages.marketingIntel.marketingIntel.banner.emailSubject,Email Subject,이메일 제목
pages,pages.marketingIntel.marketingIntel.banner.emailSubjectPh,Email Subject Ph,이메일 제목 입력
pages,pages.marketingIntel.marketingIntel.banner.emailTestSend,Email Test Send,이메일 테스트 발송
pages,pages.marketingIntel.marketingIntel.banner.execLog,Auto Execution Log,자동 실행 로그
pages,pages.marketingIntel.marketingIntel.banner.kakaoAlimtalk,Kakao Alimtalk,카카오 알림톡
pages,pages.marketingIntel.marketingIntel.banner.kakaoFriendtalk,Kakao Friendtalk,카카오 친구톡
pages,pages.marketingIntel.marketingIntel.banner.kakaoMsgType,Kakao Msg Type,카카오 메시지 유형
pages,pages.marketingIntel.marketingIntel.banner.kakaoSendSim,Kakao Send Sim,카카오 발송 시뮬레이션
pages,pages.marketingIntel.marketingIntel.banner.kakaoTemplate,Kakao Template,카카오 템플릿
pages,pages.marketingIntel.marketingIntel.banner.kakaoTest,Kakao Test,카카오 테스트
pages,pages.marketingIntel.marketingIntel.banner.kpiAllNormal,All Normal,전체 정상
pages,pages.marketingIntel.marketingIntel.banner.kpiRuleAction,Rule Action,룰 실행 액션
pages,pages.marketingIntel.marketingIntel.banner.kpiRulesActive,Rules Active,활성 룰
pages,pages.marketingIntel.marketingIntel.banner.kpiRulesFired,Rules Fired,실행된 룰
pages,pages.marketingIntel.marketingIntel.banner.lineMsgType,Line Msg Type,LINE 메시지 유형
pages,pages.marketingIntel.marketingIntel.banner.lineSendSim,Line Send Sim,LINE 발송 시뮬레이션
pages,pages.marketingIntel.marketingIntel.banner.lineSimulate,Line Simulate,LINE 시뮬레이션
pages,pages.marketingIntel.marketingIntel.banner.lineTemplate,Line Template,LINE 템플릿
pages,pages.marketingIntel.marketingIntel.banner.lineTestSend,Line Test Send,LINE 테스트 발송
pages,pages.marketingIntel.marketingIntel.banner.mktBudgetAction,Mkt Budget Action,마케팅 예산 액션
pages,pages.marketingIntel.marketingIntel.banner.mktHighRoas,Mkt High Roas,고 ROAS 마케팅
pages,pages.marketingIntel.marketingIntel.banner.mktHighRoasSub,Mkt High Roas Sub,고 ROAS 마케팅 안내
pages,pages.marketingIntel.marketingIntel.banner.mktHubAction,Mkt Hub Action,마케팅 허브 액션
pages,pages.marketingIntel.marketingIntel.banner.mktLowRoas,Mkt Low Roas,저 ROAS 마케팅
pages,pages.marketingIntel.marketingIntel.banner.mktOptimizeNow,Mkt Optimize Now,지금 마케팅 최적화
pages,pages.marketingIntel.marketingIntel.banner.mktRulesActive,Mkt Rules Active,활성 마케팅 규칙
pages,pages.marketingIntel.marketingIntel.banner.nodeConfig,Node Config,노드 설정
pages,pages.marketingIntel.marketingIntel.banner.nodeName,Node Name,노드명
pages,pages.marketingIntel.marketingIntel.banner.ordersAiRun,Orders Ai Run,주문 AI 실행
pages,pages.marketingIntel.marketingIntel.banner.ordersAiSub,Orders Ai Sub,주문 AI 안내
pages,pages.marketingIntel.marketingIntel.banner.ordersCampaignAction,Orders Campaign Action,주문 캠페인 액션
pages,pages.marketingIntel.marketingIntel.banner.pnlAiAction,Pnl Ai Action,P&L AI 액션
pages,pages.marketingIntel.marketingIntel.banner.pnlBudgetAction,Pnl Budget Action,P&L 예산 액션
pages,pages.marketingIntel.marketingIntel.banner.pnlHighMargin,Pnl High Margin,고마진 P&L
pages,pages.marketingIntel.marketingIntel.banner.pnlHighMarginSub,Pnl High Margin,고마진 P&L
pages,pages.marketingIntel.marketingIntel.banner.pnlLowMargin,Pnl Low Margin,저마진 P&L
pages,pages.marketingIntel.marketingIntel.banner.pnlLowMarginSub,Pnl Low Margin,저마진 P&L
pages,pages.marketingIntel.marketingIntel.banner.recentTriggers,Recent Triggers,최근 트리거
pages,pages.marketingIntel.marketingIntel.banner.triggerType,Trigger Type,트리거 유형
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.birthday,🎂 Birthday,🎂 생일
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.cart_abandoned,🛒 Cart Abandoned,🛒 장바구니 이탈
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.churned,😴 Churn Risk Customer,😴 이탈 위험 고객
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.purchase,✅ Purchase Complete,✅ 구매 완료
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.segment_entered,📌 Segment Entry,📌 세그먼트 진입
pages,pages.marketingIntel.marketingIntel.banner.triggerTypes.signup,🌱 New Signup,🌱 신규 가입
pages,pages.marketingIntel.marketingIntel.budgetOptDesc,Budget Opt Desc,예산 최적화 안내
pages,pages.marketingIntel.marketingIntel.channelAnalysis,Channel Analysis,채널 분석
pages,pages.marketingIntel.marketingIntel.channelKpiPage.achieved,Achieved ✓,달성 ✓
pages,pages.marketingIntel.marketingIntel.channelKpiPage.achievedOk,Achieved ✓,달성 ✓
pages,pages.marketingIntel.marketingIntel.channelKpiPage.aiAnalyzing,AI Analyzing...,AI 분석 중...
pages,pages.marketingIntel.marketingIntel.channelKpiPage.aiHistoryList,AI Analysis History,AI 분석 이력
pages,pages.marketingIntel.marketingIntel.channelKpiPage.aiSummary,AI Analysis Summary,AI 분석 요약
pages,pages.marketingIntel.marketingIntel.channelKpiPage.allChannels,Total Channels,전체 채널
pages,pages.marketingIntel.marketingIntel.channelKpiPage.avgTime,Avg Time,평균 시간
pages,pages.marketingIntel.marketingIntel.channelKpiPage.badgeAdSpend,Total Ad Spend,총 광고 비용
pages,pages.marketingIntel.marketingIntel.channelKpiPage.badgeBlendedRoas,Blended ROAS,Blended ROAS
pages,pages.marketingIntel.marketingIntel.channelKpiPage.badgeOpProfit,Badge Op Profit,영업이익 배지
pages,pages.marketingIntel.marketingIntel.channelKpiPage.badgeOrders,Badge Orders,주문 배지
pages,pages.marketingIntel.marketingIntel.channelKpiPage.belowTarget,Below Target,목표 미달
pages,pages.marketingIntel.marketingIntel.channelKpiPage.bizGoalSetting,Biz Goal Setting,비즈니스 목표 설정
pages,pages.marketingIntel.marketingIntel.channelKpiPage.brandAwareness,Brand Awareness,브랜드 인지도
pages,pages.marketingIntel.marketingIntel.channelKpiPage.brandAwarenessDesc,Brand Awareness Desc,브랜드 인지도 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.channelRoleDef,Channel Role Definition,채널 역할 정의
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chBlog,Ch Blog,블로그 채널
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chCommunity,Ch Community,커뮤니티 채널
pages,pages.marketingIntel.marketingIntel.channelKpiPage.checklist,Key Action Items,핵심 액션 아이템
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chkCostPerf,Cost vs Performance Check,비용 대비 성과 점검
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chkEff,Campaign Efficiency Check,캠페인 효율 점검
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chkImprove,Identify Items for Improvement,개선 항목 파악
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chName_,Ch Name,채널명
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chSearchAds,Ch Search Ads,검색 광고 채널
pages,pages.marketingIntel.marketingIntel.channelKpiPage.chSnsAds,Ch Sns Ads,SNS 광고 채널
pages,pages.marketingIntel.marketingIntel.channelKpiPage.claudeAiDesc,Claude Ai Desc,Claude AI 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.claudeAiTitle,Claude Ai Title,Claude AI 제목
pages,pages.marketingIntel.marketingIntel.channelKpiPage.clickSelect,Click Select,클릭하여 선택
pages,pages.marketingIntel.marketingIntel.channelKpiPage.communityAct,Community Act,커뮤니티 활동
pages,pages.marketingIntel.marketingIntel.channelKpiPage.communityGrowth,Community Growth,커뮤니티 성장
pages,pages.marketingIntel.marketingIntel.channelKpiPage.communityKpi,Community Kpi,커뮤니티 KPI
pages,pages.marketingIntel.marketingIntel.channelKpiPage.contentEngage,Content Engage,콘텐츠 참여
pages,pages.marketingIntel.marketingIntel.channelKpiPage.contentImpressions,Content Impressions,콘텐츠 노출 수
pages,pages.marketingIntel.marketingIntel.channelKpiPage.contentInterest,Content Interest,콘텐츠 관심도
pages,pages.marketingIntel.marketingIntel.channelKpiPage.contentKpi,Content Kpi,콘텐츠 KPI
pages,pages.marketingIntel.marketingIntel.channelKpiPage.convRate,Conversion Rate,전환율
pages,pages.marketingIntel.marketingIntel.channelKpiPage.coreKpis,Core KPIs,핵심 KPI
pages,pages.marketingIntel.marketingIntel.channelKpiPage.cpa,Cost Per Acquisition (CPA),고객 획득 비용 (CPA)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.cpc,Cost Per Click (CPC),클릭당 비용 (CPC)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.ctr,Click-through Rate (CTR),클릭률 (CTR)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.currentMonth,Current Month,이번 달
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descBrandReach,Large-scale brand exposure through SNS platform ads,SNS 플랫폼 광고를 통한 대규모 브랜드 노출
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descCaptureIntent,Target users with high purchase intent via search algorithms,검색 알고리즘을 활용한 구매 의도 높은 사용자 타겟팅
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descConvRate,Conversion Rate vs Target,목표 대비 전환율
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descCpa,Desc Cpa,CPA 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descCpc,Desc Cpc,CPC 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descCtr,Desc Ctr,CTR 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descCustRel,Secure customer loyalty through community activities,커뮤니티 활동을 통한 고객 충성도 확보
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descInfoTrust,Build expertise and trust through problem-solving content,문제 해결 콘텐츠를 통한 전문성과 신뢰 구축
pages,pages.marketingIntel.marketingIntel.channelKpiPage.descRoas,Desc Roas,ROAS 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.engagement,Engagement Rate,참여율
pages,pages.marketingIntel.marketingIntel.channelKpiPage.hintConvRate,Hint Conv Rate,전환율 도움말
pages,pages.marketingIntel.marketingIntel.channelKpiPage.hintCpa,Hint Cpa,CPA 도움말
pages,pages.marketingIntel.marketingIntel.channelKpiPage.hintCpc,Hint Cpc,CPC 도움말
pages,pages.marketingIntel.marketingIntel.channelKpiPage.hintCtr,Hint Ctr,CTR 도움말
pages,pages.marketingIntel.marketingIntel.channelKpiPage.hintRoas,Hint Roas,ROAS 도움말
pages,pages.marketingIntel.marketingIntel.channelKpiPage.improveRecs,Improvement Recommendations,개선 추천 사항
pages,pages.marketingIntel.marketingIntel.channelKpiPage.inquiriesPurchases,Inquiries Purchases,문의·구매
pages,pages.marketingIntel.marketingIntel.channelKpiPage.inquiriesPurchasesDesc,Inquiries Purchases Desc,문의·구매 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.interestConv,Interest Conv,관심·전환
pages,pages.marketingIntel.marketingIntel.channelKpiPage.kakaoGuild,Kakao Guild,카카오 가이드
pages,pages.marketingIntel.marketingIntel.channelKpiPage.keyInsight,Key Insight,핵심 인사이트
pages,pages.marketingIntel.marketingIntel.channelKpiPage.lblConvRate,Conversion Rate,전환율
pages,pages.marketingIntel.marketingIntel.channelKpiPage.lblCpaFull,Lbl Cpa Full,고객 획득 비용(CPA)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.lblCpcFull,Lbl Cpc Full,클릭당 비용(CPC)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.lblCtrFull,Lbl Ctr Full,클릭률(CTR)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.lblRoasFull,Lbl Roas Full,광고 수익률(ROAS)
pages,pages.marketingIntel.marketingIntel.channelKpiPage.monitorAi,AI Channel Performance Monitoring,AI 채널 성과 모니터링
pages,pages.marketingIntel.marketingIntel.channelKpiPage.monthlyAi,Monthly Report,월간 리포트
pages,pages.marketingIntel.marketingIntel.channelKpiPage.monthlyTrend,Monthly Trend,월간 트렌드
pages,pages.marketingIntel.marketingIntel.channelKpiPage.naverCafe,Naver Cafe,네이버 카페
pages,pages.marketingIntel.marketingIntel.channelKpiPage.newMembers,New Signups,신규 가입
pages,pages.marketingIntel.marketingIntel.channelKpiPage.noData,No Data Available,데이터 없음
pages,pages.marketingIntel.marketingIntel.channelKpiPage.noHistory,No execution history,실행 이력 없음
pages,pages.marketingIntel.marketingIntel.channelKpiPage.overallAchieve,Overall Achievement Status,전체 달성 현황
pages,pages.marketingIntel.marketingIntel.channelKpiPage.pageViews,Page Views,페이지뷰
pages,pages.marketingIntel.marketingIntel.channelKpiPage.period,Analysis Period,분석 기간
pages,pages.marketingIntel.marketingIntel.channelKpiPage.pleaseSelectGoal,Please Select Goal,목표를 선택해주세요
pages,pages.marketingIntel.marketingIntel.channelKpiPage.postViews,Post Views,게시물 조회 수
pages,pages.marketingIntel.marketingIntel.channelKpiPage.roleBrandReach,Brand Reach,브랜드 도달
pages,pages.marketingIntel.marketingIntel.channelKpiPage.roleCaptureIntent,Capture Purchase Intent,구매 의도 포착
pages,pages.marketingIntel.marketingIntel.channelKpiPage.roleCustRel,Strengthen Customer Relationships,고객 관계 강화
pages,pages.marketingIntel.marketingIntel.channelKpiPage.roleInfoTrust,Info · Trust Building,정보·신뢰 구축
pages,pages.marketingIntel.marketingIntel.channelKpiPage.searchTraffic,Search Traffic,검색 트래픽
pages,pages.marketingIntel.marketingIntel.channelKpiPage.selectedGoals,Selected Goals,선택된 목표
pages,pages.marketingIntel.marketingIntel.channelKpiPage.seoImpact,Seo Impact,SEO 영향도
pages,pages.marketingIntel.marketingIntel.channelKpiPage.siteTraffic,Site Traffic,사이트 트래픽
pages,pages.marketingIntel.marketingIntel.channelKpiPage.snsKpiByChannel,Sns Kpi By Channel,채널별 SNS KPI
pages,pages.marketingIntel.marketingIntel.channelKpiPage.snsKpiOverview,Sns Kpi Overview,SNS KPI 개요
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabCommunity,Tab Community,커뮤니티
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabContent,Tab Content,콘텐츠
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabGoals,Tab Goals,목표
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabMonitor,Tab Monitor,모니터링
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabRoles,Tab Roles,역할 탭
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabSetup,Tab Setup,설정
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabSns,Tab Sns,SNS
pages,pages.marketingIntel.marketingIntel.channelKpiPage.tabTargets,Tab Targets,타겟 탭
pages,pages.marketingIntel.marketingIntel.channelKpiPage.targetSetup,KPI Target Setting by Channel,채널별 KPI 목표 설정
pages,pages.marketingIntel.marketingIntel.channelKpiPage.targetVsActuals,Target Vs Actuals,목표 대비 실적
pages,pages.marketingIntel.marketingIntel.channelKpiPage.videoViews,Video Views,동영상 조회 수
pages,pages.marketingIntel.marketingIntel.channelKpiPage.webTraffic,Web Traffic,웹 트래픽
pages,pages.marketingIntel.marketingIntel.channelKpiPage.webTrafficDesc,Web Traffic Desc,웹 트래픽 안내
pages,pages.marketingIntel.marketingIntel.channelKpiPage.weeklyAdTrend,Weekly Ad Efficiency Trend,주간 광고 효율 트렌드
pages,pages.marketingIntel.marketingIntel.channelKpiPage.weeklyAi,Weekly Report,주간 리포트
pages,pages.marketingIntel.marketingIntel.creativeStudio.adFormatCount,Ad Format Count,광고 포맷 수
pages,pages.marketingIntel.marketingIntel.creativeStudio.adPreviewLabel,Ad Preview Label,광고 미리보기
pages,pages.marketingIntel.marketingIntel.creativeStudio.adSpec,Ad Spec,광고 사양
pages,pages.marketingIntel.marketingIntel.creativeStudio.adTag,Advertising,광고
pages,pages.marketingIntel.marketingIntel.creativeStudio.adTipTitle,Ad Tip Title,광고 운영 팁
pages,pages.marketingIntel.marketingIntel.creativeStudio.bodyHint,Body Hint,본문 작성 가이드
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_beauty_desc,Cat_beauty_desc,뷰티 카테고리 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_electronics,Cat_electronics,전자기기
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_electronics_desc,Cat_electronics_desc,전자기기 카테고리 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_fashion,Cat_fashion,패션
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_fashion_desc,Cat_fashion_desc,패션 카테고리 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_food_desc,Cat_food_desc,식품 카테고리 설명
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_general,Cat_general,일반
pages,pages.marketingIntel.marketingIntel.creativeStudio.cat_general_desc,Cat_general_desc,일반 카테고리 설명
