ko_value,suggested_ko,count,path_sample,source
No anomalies,이상 징후 없음,2,pages.marketingIntel.noAnomaly,batch_02
Product Perf,상품 성과,2,pages.marketingIntel.productPerf,batch_02
Tab Audience,오디언스,2,pages.marketingIntel.tabAudience,batch_02
"{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }","{ ""sku"": ""..."", ""title"": ""..."", ""price"": 0 }",2,pages.marketingIntel.writeback.payloadPlaceholder,batch_02
Ai Prediction,AI 예측,2,pages.menu.aiPrediction,batch_02
No Pending,대기 중인 요청이 없습니다,2,pages.menu.approvals.noPending,batch_02
Request Date,요청일,2,pages.menu.approvals.requestedAt,batch_02
Tab Approved,승인 완료,2,pages.menu.approvals.tabApproved,batch_02
Tab Pending,승인 대기,2,pages.menu.approvals.tabPending,batch_02
Commerce Search,커머스 검색,2,pages.menu.commerceSearch,batch_02
Customer Crm,고객 CRM,2,pages.menu.customerCrm,batch_02
Line Channel,LINE 채널,2,pages.menu.lineChannel,batch_02
SMS/LMS Marketing,SMS/LMS 마케팅,2,pages.menu.smsMarketing,batch_02
Create Policy,정책 생성,2,pages.menu.writeback.createPolicy,batch_02
Run Now,지금 실행,2,pages.menu.writeback.runNow,batch_02
Tab Log,로그,2,pages.menu.writeback.tabLog,batch_02
Issue Date,발급일,2,pages.mobile.adminCoupon.colIssueDate,batch_02
All Accounts,전체 계정,2,pages.perms.allAccounts,batch_02
Writeback Setup·Logs,Writeback 설정·로그,2,pages.pricingDetail.ent_s1i1,batch_02
Keyword Analysis,키워드 분석,2,pages.pricingDetail.growth_s2i3,batch_02
⚖️ Run Reconciliation,⚖️ 정산 대조 실행,2,pages.reconciliation.reconTitle,batch_02
Report Name,리포트명,2,pages.report.colReportName,batch_02
Active Channels,활성 채널,2,ruleEnginePage.dash.activeCh,batch_02
Security Monitor,보안 모니터링,2,ruleEnginePage.dash.securityMonitor,batch_02
Total Stock,총 재고,2,ruleEnginePage.dash.totalStock,batch_02
Google Ads,Google Ads,2,ruleEnginePage.super.ihGoogle,batch_02
Meta Ads,Meta Ads,2,ruleEnginePage.super.ihMeta,batch_02
✅ Complete,✅ 완료,2,ruleEnginePage.wms.auditDoneBtn,batch_02
Not Counted,미실사,2,ruleEnginePage.wms.auditNotCounted,batch_02
🖨️ Print,🖨️ 인쇄,2,ruleEnginePage.wms.auditPrintBtn,batch_02
Search SKU or product...,SKU 또는 상품 검색...,2,ruleEnginePage.wms.auditSearchPh,batch_02
💾 Register,💾 등록,2,ruleEnginePage.wms.bdlSaveBtn,batch_02
Code *,코드 *,2,ruleEnginePage.wms.carrCodeLabel,batch_02
Company *,회사명 *,2,ruleEnginePage.wms.carrNameLabel,batch_02
Type *,유형 *,2,ruleEnginePage.wms.carrTypeLabel,batch_02
Company/Name,회사명/이름,2,ruleEnginePage.wms.invcCompanyName,batch_02
Tracking No,운송장 번호,2,ruleEnginePage.wms.invcTrackLabel,batch_02
SKU *,SKU *,2,ruleEnginePage.wms.ioSkuLabel,batch_02
LOT ID,로트 ID,2,ruleEnginePage.wms.lotColId,batch_02
Order Date,주문일,2,ruleEnginePage.wms.recvColOrderDate,batch_02
PO No,발주 번호,2,ruleEnginePage.wms.recvColPO,batch_02
Order Qty,주문 수량,2,ruleEnginePage.wms.recvColQty,batch_02
Total Transaction Amount,총 거래 금액,2,ruleEnginePage.wms.supDrawerTotalAmt,batch_02
✏️ Edit,✏️ 편집,2,ruleEnginePage.wms.supEditBtn,batch_02
Room Temp,상온,2,ruleEnginePage.wms.whTempDefault,batch_02
Actual Paid,실제 지급액,1,actualPaid,batch_02
Ad Creative,광고 크리에이티브,1,adCreative,batch_02
Ad Ready,광고 집행 준비 완료,1,adReady,batch_02
📊 Anomaly Detection Summary,📊 이상 징후 감지 요약,1,attr.anomalySummary,batch_02
Expected Blended ROAS,예상 Blended ROAS,1,attr.expectedBlendRoas,batch_02
📋 Channel Contribution by Model (%),📋 모델별 채널 기여도(%),1,attr.modelCompareTable,batch_02
🕸️ Channel Contribution Radar,🕸️ 채널 기여도 레이더,1,attr.radarCompare,batch_02
Compare campaign performance of the exact same product and channel across different regional teams or sub-accounts.,동일한 상품과 채널의 캠페인 성과를 지역 팀이나 하위 계정별로 비교합니다.,1,banner.acctPerf.desc,batch_02
Team / Account,팀 / 계정,1,banner.acctPerf.team,batch_02
Check Rights,권한 확인,1,checkRights,batch_02
TOP 5 SKU,TOP 5 SKU,1,commerce.top5Sku,batch_02
CampaignEnterpriseTabs,캠페인 엔터프라이즈 탭,1,common.underConstruction,batch_02
Auto Exec,자동 실행,1,crm.aiHub.aiHub.autoExec,batch_02
Count Unit,건,1,crm.aiHub.aiHub.countUnit,batch_02
Expected Profit,예상 수익,1,crm.aiHub.aiHub.expectedProfit,batch_02
Badge Realtime,실시간 배지,1,crm.aiHub.aiPolicy.badgeRealtime,batch_02
Badge Rules,규칙 배지,1,crm.aiHub.aiPolicy.badgeRules,batch_02
Badge Security,보안 배지,1,crm.aiHub.aiPolicy.badgeSecurity,batch_02
Cfg Approval Gate,승인 게이트 설정,1,crm.aiHub.aiPolicy.cfgApprovalGate,batch_02
Cross Sync,교차 동기화,1,crm.aiHub.aiPolicy.crossTabSync,batch_02
Fired Total,총 실행 건수,1,crm.aiHub.aiPolicy.firedTotal,batch_02
No Policies,등록된 정책이 없습니다,1,crm.aiHub.aiPolicy.noPolicies,batch_02
Policy Name,정책명,1,crm.aiHub.aiPolicy.policyName,batch_02
Sec Code,보안 코드,1,crm.aiHub.aiPolicy.secCode,batch_02
Sec Title,보안 제목,1,crm.aiHub.aiPolicy.secTitle,batch_02
Sec Unlock,보안 해제,1,crm.aiHub.aiPolicy.secUnlock,batch_02
Sync Active Rules,활성 규칙 동기화,1,crm.aiHub.aiPolicy.syncActiveRules,batch_02
Sync Budgets,예산 동기화,1,crm.aiHub.aiPolicy.syncBudgets,batch_02
Sync Inventory,재고 동기화,1,crm.aiHub.aiPolicy.syncInventory,batch_02
Sync Orders,주문 동기화,1,crm.aiHub.aiPolicy.syncOrders,batch_02
Total Audit,전체 감사 로그,1,crm.aiHub.aiPolicy.totalAudit,batch_02
Attribution Desc,어트리뷰션 안내,1,crm.aiHub.attributionDesc,batch_02
Rate Limits,요청 제한,1,crm.aiHub.catalogSync.devHub.rateLimits,batch_02
⚡ Webhook,⚡ Webhook,1,crm.aiHub.catalogSync.devHub.tab_webhook,batch_02
Data Collection,데이터 수집,1,crm.aiHub.catalogSync.ds.pipeCollect,batch_02
Normalization/Mapping,데이터 정규화/매핑,1,crm.aiHub.catalogSync.ds.pipeNormalize,batch_02
Module locked due to abnormal access.,비정상 접근으로 인해 모듈이 잠금되었습니다.,1,crm.aiHub.catalogSync.ihub.secLockDesc,batch_02
Connected Channels,연결된 채널,1,crm.aiHub.catalogSync.journey.connectedChannels,batch_02
Guide Node Ab Test,A/B 테스트 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeAbTest,batch_02
Guide Node Condition,조건 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeCondition,batch_02
Guide Node Delay,지연 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeDelay,batch_02
Guide Node Email,이메일 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeEmail,batch_02
Guide Node End,종료 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeEnd,batch_02
Guide Node Kakao,카카오 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeKakao,batch_02
Guide Node Line,LINE 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeLine,batch_02
Guide Node Push,푸시 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodePush,batch_02
Guide Node Sms,SMS 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeSms,batch_02
Guide Node Trigger,트리거 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeTrigger,batch_02
Guide Node Webhook,Webhook 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeWebhook,batch_02
Guide Node Whatsapp,WhatsApp 노드 안내,1,crm.aiHub.catalogSync.journey.guideNodeWhatsapp,batch_02
Ab test,A/B 테스트,1,crm.aiHub.catalogSync.journey.nodeTypes.ab_test,batch_02
Cart abandoned,장바구니 이탈,1,crm.aiHub.catalogSync.journey.triggerTypes.cart_abandoned,batch_02
Segment entered,세그먼트 진입,1,crm.aiHub.catalogSync.journey.triggerTypes.segment_entered,batch_02
Webhook trigger,Webhook 트리거,1,crm.aiHub.catalogSync.journey.triggerTypes.webhook_trigger,batch_02
Channel Attr,채널 어트리뷰션,1,crm.aiHub.catalogSync.pxl.channelAttr,batch_02
Conv Rate,전환율,1,crm.aiHub.catalogSync.pxl.convRate,batch_02
Create Error,생성 실패,1,crm.aiHub.catalogSync.pxl.createError,batch_02
Create Success,생성 완료,1,crm.aiHub.catalogSync.pxl.createSuccess,batch_02
Delete Confirm,삭제 확인,1,crm.aiHub.catalogSync.pxl.deleteConfirm,batch_02
Event Type,이벤트 유형,1,crm.aiHub.catalogSync.pxl.eventType,batch_02
Funnel Cart,장바구니 퍼널,1,crm.aiHub.catalogSync.pxl.funnelCart,batch_02
Funnel Checkout,결제 퍼널,1,crm.aiHub.catalogSync.pxl.funnelCheckout,batch_02
Funnel Product,상품 조회 퍼널,1,crm.aiHub.catalogSync.pxl.funnelProduct,batch_02
Funnel Purchase,구매 퍼널,1,crm.aiHub.catalogSync.pxl.funnelPurchase,batch_02
Funnel Title,퍼널명,1,crm.aiHub.catalogSync.pxl.funnelTitle,batch_03
Funnel Visit,방문 퍼널,1,crm.aiHub.catalogSync.pxl.funnelVisit,batch_03
Meta C A P I Token,Meta CAPI 토큰,1,crm.aiHub.catalogSync.pxl.metaCAPIToken,batch_03
Meta Forward,Meta 전달 설정,1,crm.aiHub.catalogSync.pxl.metaForward,batch_03
No Channel Data,채널 데이터가 없습니다,1,crm.aiHub.catalogSync.pxl.noChannelData,batch_03
No Data,데이터가 없습니다,1,crm.aiHub.catalogSync.pxl.noDataDesc,batch_03
No Data Title,데이터 없음,1,crm.aiHub.catalogSync.pxl.noDataTitle,batch_03
No Events,이벤트가 없습니다,1,crm.aiHub.catalogSync.pxl.noEvents,batch_03
No Pixels,등록된 픽셀이 없습니다,1,crm.aiHub.catalogSync.pxl.noPixels,batch_03
Pixel List,픽셀 목록,1,crm.aiHub.catalogSync.pxl.pixelList,batch_03
Pixel Name,픽셀명,1,crm.aiHub.catalogSync.pxl.pixelName,batch_03
Pixel Name Ph,픽셀명을 입력해주세요,1,crm.aiHub.catalogSync.pxl.pixelNamePh,batch_03
Realtime Stream,실시간 스트림,1,crm.aiHub.catalogSync.pxl.realtimeStream,batch_03
Sec Alert,보안 알림,1,crm.aiHub.catalogSync.pxl.secAlert,batch_03
Sec Blocked,보안 차단,1,crm.aiHub.catalogSync.pxl.secBlocked,batch_03
Sec Input Blocked,입력 차단,1,crm.aiHub.catalogSync.pxl.secInputBlocked,batch_03
Sec Lock Wait,잠금 대기,1,crm.aiHub.catalogSync.pxl.secLockWait,batch_03
Sec Total,전체 보안 건수,1,crm.aiHub.catalogSync.pxl.secTotal,batch_03
Send Event,이벤트 전송,1,crm.aiHub.catalogSync.pxl.sendEvent,batch_03
Server Side C A P I,서버사이드 CAPI,1,crm.aiHub.catalogSync.pxl.serverSideCAPI,batch_03
Server Side Event,서버사이드 이벤트,1,crm.aiHub.catalogSync.pxl.serverSideEvent,batch_03
Snippet Guide1,스니펫 가이드 1,1,crm.aiHub.catalogSync.pxl.snippetGuide1,batch_03
Snippet Guide2,스니펫 가이드 2,1,crm.aiHub.catalogSync.pxl.snippetGuide2,batch_03
Snippet Guide3,스니펫 가이드 3,1,crm.aiHub.catalogSync.pxl.snippetGuide3,batch_03
Snippet Title,스니펫 제목,1,crm.aiHub.catalogSync.pxl.snippetTitle,batch_03
Test Event Send,테스트 이벤트 전송,1,crm.aiHub.catalogSync.pxl.testEventSend,batch_03
Tiktok Forward,TikTok 전달 설정,1,crm.aiHub.catalogSync.pxl.tiktokForward,batch_03
Total Events,총 이벤트 수,1,crm.aiHub.catalogSync.pxl.totalEvents,batch_03
Hack Detected,해킹 시도가 감지되었습니다,1,crm.aiHub.catalogSync.security.hackDetected,batch_03
Fee Rate,수수료율,1,crm.aiHub.channelFeeRate,batch_03
Enter a prompt and AI generates campaign ad designs.,프롬프트를 입력하면 AI가 캠페인 광고 디자인을 자동 생성합니다.,1,crm.aiHub.creativeSub,batch_03
AI Ad Creative Generator,AI 광고 크리에이티브 생성기,1,crm.aiHub.creativeTitle,batch_03
Data Basis,데이터 기준,1,crm.aiHub.dataSource,batch_03
Integrated A/B test results.,통합 A/B 테스트 결과를 제공합니다.,1,crm.aiHub.guideTabAbDesc,batch_03
A/B Testing,A/B 테스트,1,crm.aiHub.guideTabAbName,batch_03
Automatic budget alert system.,자동 예산 알림 시스템입니다.,1,crm.aiHub.guideTabBudgetDesc,batch_03
Budget Alerts,예산 알림,1,crm.aiHub.guideTabBudgetName,batch_03
AI-powered ad copy generator.,AI 기반 광고 카피 생성 기능입니다.,1,crm.aiHub.guideTabCopyDesc,batch_03
AI Copywriter,AI 카피라이터,1,crm.aiHub.guideTabCopyName,batch_03
AI ad image generator with 16 scene types.,16개 장면 유형을 지원하는 AI 광고 이미지 생성 기능입니다.,1,crm.aiHub.guideTabCreativeDesc,batch_03
Email and KakaoTalk status.,이메일 및 카카오톡 발송 상태입니다.,1,crm.aiHub.guideTabCrmDesc,batch_03
CRM Channels,CRM 채널,1,crm.aiHub.guideTabCrmName,batch_03
KPI targets vs actuals.,KPI 목표 대비 실적입니다.,1,crm.aiHub.guideTabDetailDesc,batch_03
Detail Analysis,상세 분석,1,crm.aiHub.guideTabDetailName,batch_03
Gantt chart visualization.,간트 차트 시각화 기능입니다.,1,crm.aiHub.guideTabGanttDesc,batch_03
Live KPI monitoring.,실시간 KPI 모니터링 기능입니다.,1,crm.aiHub.guideTabMonitorDesc,batch_03
Real-time Monitor,실시간 모니터링,1,crm.aiHub.guideTabMonitorName,batch_03
All campaigns displayed as filterable cards.,모든 캠페인을 필터 가능한 카드 형태로 제공합니다.,1,crm.aiHub.guideTabOverviewDesc,batch_03
Campaign Overview,캠페인 개요,1,crm.aiHub.guideTabOverviewName,batch_03
Comprehensive ROI analysis.,종합 ROI 분석 기능입니다.,1,crm.aiHub.guideTabRoiDesc,batch_03
ROI Analysis,ROI 분석,1,crm.aiHub.guideTabRoiName,batch_03
Full platform real-time analysis → ROI-based AI recommendations → Budget registration → Approval → Card auto-execution,전체 플랫폼 실시간 분석 → ROI 기반 AI 추천 → 예산 등록 → 승인 → 카드 자동 집행,1,crm.aiHub.heroSub,batch_03
No fee data,수수료 데이터가 없습니다,1,crm.aiHub.noFeeData,batch_03
Campaign name,캠페인명,1,crm.email.campaignMgr.colName,batch_03
Add Product,상품 추가,1,crm.email.catalogSync.addProduct,batch_03
All Status,전체 상태,1,crm.email.catalogSync.allStatus,batch_03
Auto Sync,자동 동기화,1,crm.email.catalogSync.autoSync,batch_03
Auto Sync Desc,자동으로 최신 데이터를 동기화합니다,1,crm.email.catalogSync.autoSyncDesc,batch_03
Col Margin,마진,1,crm.email.catalogSync.colMargin,batch_03
Cost Breakdown,비용 상세 내역,1,crm.email.catalogSync.costBreakdown,batch_03
Discount Rate,할인율,1,crm.email.catalogSync.discountRate,batch_03
Product Cost Auto,상품 원가 자동 계산,1,crm.email.catalogSync.productCostAuto,batch_03
Product Count,상품 수,1,crm.email.catalogSync.productCount,batch_03
Spec Label,사양,1,crm.email.catalogSync.specLabel,batch_03
Sync Now,지금 동기화,1,crm.email.catalogSync.syncNow,batch_03
Upload Image,이미지 업로드,1,crm.email.catalogSync.uploadImage,batch_03
C S V,CSV,1,CSV,batch_03
Fixed Perf,고정+성과형,1,fixedPerf,batch_03
Exact Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Double ML) · Thompson Sampling A/B,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Double ML) · 톰슨 샘플링 A/B,1,gAttr.subtitle,batch_03
🔗 Markov+Uplift,🔗 마르코프+업리프트,1,gAttr.tabMarkovLabel,batch_03
Ridge+Adstock+Hill,Ridge+Adstock+Hill,1,gAttr.tabMmmDesc,batch_03
🎯 Exact Shapley,🎯 정밀 Shapley,1,gAttr.tabShapleyLabel,batch_03
🟡 MOCK Data,🟡 MOCK 데이터,1,graph.mockData,batch_03
🟡 MOCK Results,🟡 MOCK 결과,1,graph.mockResult,batch_03
No Edge — Register Node/Edge in Tab above,연결된 엣지가 없습니다. 상단 탭에서 노드/엣지를 등록해주세요.,1,graph.noEdge,batch_03
❓ Q&A,❓ Q&A,1,help.tabFaq,batch_03
💚 LINE,💚 LINE,1,journeyBuilder.nodeTypes.line,batch_03
📱 SMS,📱 SMS,1,journeyBuilder.nodeTypes.sms,batch_03
Ad Analytics,광고 분석,1,marketing.gNav.adAnalytics,batch_03
AI Insights,AI 인사이트,1,marketing.gNav.aiInsights,batch_03
AI Marketing,AI 마케팅,1,marketing.gNav.aiMarketing,batch_03
AI Comms,AI 커뮤니케이션,1,marketing.gNav.aiMarketingHub,batch_03
AI Recommend,AI 추천,1,marketing.gNav.aiRecommend,batch_03
AI Rule Engine,AI 룰 엔진,1,marketing.gNav.aiRuleEngine,batch_03
Alert Automation,알림 자동화,1,marketing.gNav.alertAutomation,batch_03
Alert Policies,알림 정책,1,marketing.gNav.alertPolicies,batch_03
Insights & Reports,인사이트 & 리포트,1,marketing.gNav.analytics,batch_03
API Keys,API 키,1,marketing.gNav.apiKeys,batch_03
Audit Logs,감사 로그,1,marketing.gNav.auditLog,batch_03
Auto Strategy,자동 전략,1,marketing.gNav.autoMarketing,batch_03
Automation Systems,자동화 시스템,1,marketing.gNav.automation,batch_03
Case Study,성공 사례,1,marketing.gNav.caseStudy,batch_03
Catalog Sync,카탈로그 동기화,1,marketing.gNav.catalog,batch_03
Commerce & Logistics,커머스 & 물류,1,marketing.gNav.commerce,batch_03
CRM & Channels,CRM & 채널,1,marketing.gNav.crm,batch_03
CRM Dashboard,CRM 대시보드,1,marketing.gNav.crmMain,batch_03
Data & Integration,데이터 & 연동,1,marketing.gNav.data,batch_03
Data Products,데이터 프로덕트,1,marketing.gNav.dataProduct,batch_03
Data Trust Center,데이터 신뢰 센터,1,marketing.gNav.dataTrust,batch_03
Developer Hub,개발자 허브,1,marketing.gNav.developerHub,batch_03
Finance & Settlement,재무 & 정산,1,marketing.gNav.finance,batch_03
Help Center,도움말 센터,1,marketing.gNav.help,batch_03
Influencer Mgmt,인플루언서 관리,1,marketing.gNav.influencer,batch_03
Integration Hub,연동 허브,1,marketing.gNav.integrationHub,batch_03
Kakao Business,카카오 비즈니스,1,marketing.gNav.kakaoChannel,batch_03
Mapping Registry,매핑 레지스트리,1,marketing.gNav.mappingRegistry,batch_03
System Admin,시스템 관리,1,marketing.gNav.memberTools,batch_03
Omni Channel,옴니채널,1,marketing.gNav.omniChannel,batch_03
Onboarding Map,온보딩 맵,1,marketing.gNav.onboarding,batch_03
Operations Manual,운영 매뉴얼,1,marketing.gNav.operations,batch_03
Pixel Tracking,픽셀 트래킹,1,marketing.gNav.pixelTracking,batch_03
P&L Analytics,P&L 분석,1,marketing.gNav.pnl,batch_03
Returns Portal,반품 포털,1,marketing.gNav.returnsPortal,batch_03
Reviews & UGC,리뷰 & UGC,1,marketing.gNav.reviewsUgc,batch_03
Settlements,정산,1,marketing.gNav.settlements,batch_03
Supply Chain,공급망,1,marketing.gNav.supplyChain,batch_03
Workspace Setting,워크스페이스 설정,1,marketing.gNav.workspace,batch_03
Data Writeback,데이터 Writeback,1,marketing.gNav.writeback,batch_03
🌱 ESG,🌱 ESG,1,nav.pages.performance.tabEsg,batch_03
Unified Ops Cockpit · v421,통합 운영 콕핏 · v421,1,nav.sub,batch_03
Demo environment — data isolated from production,데모 환경 — 운영 데이터와 분리되어 있습니다,1,omniChannel.demoIsolation,batch_03
Action Presets,액션 프리셋,1,pages.actionPresets.title,batch_03
Review & UGC Analytics,리뷰 & UGC 분석,1,pages.cmpRow.r10,batch_03
Commerce Channels,커머스 채널,1,pages.cmpRow.r11,batch_03
WMS (Stock·In/Out),WMS(재고·입출고),1,pages.cmpRow.r12,batch_03
3PL Management,3PL 관리,1,pages.cmpRow.r13,batch_03
Amazon Advanced Operations,Amazon 고급 운영,1,pages.cmpRow.r14,batch_03
Analytics & Performance (Cohort·P&L),분석 & 성과(코호트·P&L),1,pages.cmpRow.r15,batch_03
AI Rule Engine & Automation,AI 룰 엔진 & 자동화,1,pages.cmpRow.r16,batch_03
1st-Party Pixel,퍼스트파티 픽셀,1,pages.cmpRow.r18,batch_03
Data Pipeline & API,데이터 파이프라인 & API,1,pages.cmpRow.r19,batch_03
AI Ad Creative & Campaign Mgmt,AI 광고 크리에이티브 & 캠페인 관리,1,pages.cmpRow.r2,batch_03
Data Product Governance,데이터 프로덕트 거버넌스,1,pages.cmpRow.r20,batch_03
BI Reports,BI 리포트,1,pages.cmpRow.r21,batch_03
Currency Selection (Global),통화 선택(글로벌),1,pages.cmpRow.r22,batch_03
Influencer Management,인플루언서 관리,1,pages.cmpRow.r23,batch_03
Ops Hub (Batch·Reprocess),운영 허브(배치·재처리),1,pages.cmpRow.r24,batch_03
Audit Log,감사 로그,1,pages.cmpRow.r25,batch_03
Team Management (RBAC),팀 관리(RBAC),1,pages.cmpRow.r26,batch_04
Account Count,계정 수,1,pages.cmpRow.r27,batch_04
Support Type,지원 유형,1,pages.cmpRow.r28,batch_04
AI Forecast (Churn·LTV·Purchase Prob.),AI 예측(이탈·LTV·구매 확률),1,pages.cmpRow.r3,batch_04
Customer Journey Builder,고객 여정 빌더,1,pages.cmpRow.r4,batch_04
AI Segment,AI 세그먼트,1,pages.cmpRow.r5,batch_04
Ad & Channel Analytics (ROAS·KPI),광고·채널 분석(ROAS·KPI),1,pages.cmpRow.r6,batch_04
Attribution Analysis (Touch Model),어트리뷰션 분석(터치 모델),1,pages.cmpRow.r7,batch_04
Competitor AI Analysis,경쟁사 AI 분석,1,pages.cmpRow.r8,batch_04
Customer CRM (Email/Kakao/SMS),고객 CRM(이메일·카카오·SMS),1,pages.cmpRow.r9,batch_04
Activity History,활동 이력,1,pages.cmpVal.activity_history,batch_04
Advanced Custom,고급 커스텀,1,pages.cmpVal.advanced_custom,batch_04
Anomaly Detection,이상 징후 감지,1,pages.cmpVal.anomaly_detect,batch_04
Auto·Scheduled·Share,자동·예약·공유,1,pages.cmpVal.auto_scheduled_share,batch_04
Basic Auto-classify,기본 자동 분류,1,pages.cmpVal.basic_auto,batch_04
Campaign·Settlement,캠페인·정산,1,pages.cmpVal.campaign_settle,batch_04
Chat Support,채팅 지원,1,pages.cmpVal.chat_support,batch_04
Cohort·P&L All,코호트·P&L 전체,1,pages.cmpVal.cohort_pl,batch_04
Competitor Compare,경쟁사 비교,1,pages.cmpVal.competitor_compare,batch_04
Conv. Path All,전체 전환 경로,1,pages.cmpVal.conv_path_all,batch_04
Custom·Excel,커스텀·Excel,1,pages.cmpVal.custom_excel,batch_04
Dedicated Manager,전담 매니저,1,pages.cmpVal.dedicated_manager,batch_04
Dedicated + SLA,전담 관리 + SLA,1,pages.cmpVal.dedicated_sla,batch_04
Domestic+Global,국내·글로벌,1,pages.cmpVal.dom_global,batch_04
Domestic Ad Integration,국내 광고 연동,1,pages.cmpVal.domestic_ads,batch_04
Domestic Core,국내 핵심 기능,1,pages.cmpVal.domestic_core,batch_04
Install & Analysis,설치·분석,1,pages.cmpVal.install_analysis,batch_04
Instant Rollback,즉시 롤백,1,pages.cmpVal.instant_rollback,batch_04
List·Invite,목록·초대,1,pages.cmpVal.list_invite,batch_04
Location & Barcode,위치·바코드,1,pages.cmpVal.location_barcode,batch_04
Market Share,시장 점유율,1,pages.cmpVal.market_share,batch_04
Notification Basic,기본 알림,1,pages.cmpVal.notification_basic,batch_04
Notification Send,알림 발송,1,pages.cmpVal.notification_send,batch_04
Own History,자체 이력,1,pages.cmpVal.own_history,batch_04
Owner·Streaming,오너·스트리밍,1,pages.cmpVal.owner_streaming,batch_04
Partner API Bidirectional,파트너 API 양방향 연동,1,pages.cmpVal.partner_api,batch_04
Performance View,성과 보기,1,pages.cmpVal.perf_view,batch_04
Policy·Review·Listing,정책·심사·노출,1,pages.cmpVal.policy_review,batch_04
RBAC Role Settings,RBAC 권한 설정,1,pages.cmpVal.rbac_role,batch_04
Real-time Rate,실시간 환율,1,pages.cmpVal.realtime_rate,batch_04
Rule Engine·Writeback,룰 엔진·Writeback,1,pages.cmpVal.rule_writeback,batch_04
Schema·Quality View,스키마·품질 현황,1,pages.cmpVal.schema_quality_view,batch_04
Server-side,서버사이드,1,pages.cmpVal.server_side,batch_04
Trend Forecast,트렌드 예측,1,pages.cmpVal.trend_forecast,batch_04
Account Performance,계정 성과,1,pages.marketing.accountPerformance,batch_04
AI Instant Recommendations,AI 즉시 추천,1,pages.marketing.aiRecommend,batch_04
Product Catalog,상품 카탈로그,1,pages.marketing.catalog,batch_04
Returns Automation Portal,반품 자동화 포털,1,pages.marketing.returnsPortal,batch_04
Supply Chain Visibility,공급망 가시성,1,pages.marketing.supplyChain,batch_04
View Pricing Plans,요금제 보기,1,pages.marketing.upgradalBtn,batch_04
This menu is available on paid plans. Upgrade to unlock all expert features.,이 메뉴는 유료 플랜에서 사용할 수 있습니다. 업그레이드 후 모든 전문가 기능을 이용해보세요.,1,pages.marketing.upgradalDesc,batch_04
Upgrade Notice,업그레이드 안내,1,pages.marketing.upgradalTitle,batch_04
Action Label,액션,1,pages.marketingIntel.actionLabel,batch_04
Ad Body,광고 본문,1,pages.marketingIntel.adBody,batch_04
Ad Copy,광고 카피,1,pages.marketingIntel.adCopy,batch_04
Ad Creative Sub,광고 크리에이티브 안내,1,pages.marketingIntel.adCreativeSub,batch_04
Ad Creative Title,광고 크리에이티브,1,pages.marketingIntel.adCreativeTitle,batch_04
Ad Cta,광고 CTA,1,pages.marketingIntel.adCta,batch_04
⬇ Download,⬇ 다운로드,1,pages.marketingIntel.adDownload,batch_04
Ad Generate,광고 생성,1,pages.marketingIntel.adGenerate,batch_04
Ad Generating,광고 생성 중...,1,pages.marketingIntel.adGenerating,batch_04
Ad Hashtags,광고 해시태그,1,pages.marketingIntel.adHashtags,batch_04
Ad Headline,광고 헤드라인,1,pages.marketingIntel.adHeadline,batch_04
Ad Keyword,광고 키워드,1,pages.marketingIntel.adKeyword,batch_04
Ad Keyword Ph,광고 키워드를 입력해주세요,1,pages.marketingIntel.adKeywordPh,batch_04
Ad Keywords,광고 키워드,1,pages.marketingIntel.adKeywords,batch_04
Call Volume,호출량,1,pages.marketingIntel.admin.callVolume,batch_04
Ip Restriction,IP 제한,1,pages.marketingIntel.admin.ipRestriction,batch_04
Session Timeout,세션 타임아웃,1,pages.marketingIntel.admin.sessionTimeout,batch_04
Tab Billing,결제,1,pages.marketingIntel.admin.tabBilling,batch_04
Tab General,일반,1,pages.marketingIntel.admin.tabGeneral,batch_04
Tab Integrations,연동,1,pages.marketingIntel.admin.tabIntegrations,batch_04
Tab Workspace,워크스페이스,1,pages.marketingIntel.admin.tabWorkspace,batch_04
Two Factor,2단계 인증,1,pages.marketingIntel.admin.twoFactor,batch_04
Workspace Name,워크스페이스명,1,pages.marketingIntel.admin.workspaceName,batch_04
Ad Platform,광고 플랫폼,1,pages.marketingIntel.adPlatform,batch_04
Ad Product,광고 상품,1,pages.marketingIntel.adProduct,batch_04
Ad Product Ph,광고 상품을 입력해주세요,1,pages.marketingIntel.adProductPh,batch_04
Ad Regenerate,광고 다시 생성,1,pages.marketingIntel.adRegenerate,batch_04
