path,ko_value,length,latin_ratio,category
conn.dwFeatureML,ML 모델 통합,8,0.250,B_MIXED_LOW_RATIO
conn.dwFeatureMLBuiltin,ML 내장 지원,8,0.250,B_MIXED_LOW_RATIO
ds.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
ds.ugcInfluencer,UGC/인플루언서,9,0.333,B_MIXED_LOW_RATIO
ds.fEventId,이벤트 고유 UUID v4,14,0.357,B_MIXED_LOW_RATIO
ds.fAccountId,광고 계정 ID,8,0.250,B_MIXED_LOW_RATIO
ds.fCampaignId,캠페인 ID,6,0.333,B_MIXED_LOW_RATIO
ds.fAdsetId,광고 세트/그룹 ID,11,0.182,B_MIXED_LOW_RATIO
ds.fAdId,크리에이티브(광고) ID,13,0.154,B_MIXED_LOW_RATIO
ds.fKeywordId,검색 키워드 ID (SA 전용),17,0.235,B_MIXED_LOW_RATIO
ds.fAudienceId,오디언스 세그먼트 ID,12,0.167,B_MIXED_LOW_RATIO
ds.fAudienceType,리타겟/LAL/관심사/키워드,15,0.200,B_MIXED_LOW_RATIO
ds.fGender,성별 타겟 (ALL/M/F),15,0.333,B_MIXED_LOW_RATIO
ds.fGeoCountry,국가 코드 ISO 3166-1,16,0.188,B_MIXED_LOW_RATIO
ds.fEventDate,이벤트 날짜 UTC,10,0.300,B_MIXED_LOW_RATIO
ds.fCurrency,통화 코드 ISO 4217,14,0.214,B_MIXED_LOW_RATIO
ds.fOrderId,주문 고유 ID,8,0.250,B_MIXED_LOW_RATIO
ds.fOrderDate,주문 일시 UTC,9,0.333,B_MIXED_LOW_RATIO
ds.fSettleId,정산 ID,5,0.400,B_MIXED_LOW_RATIO
ds.fReturnId,반품 ID,5,0.400,B_MIXED_LOW_RATIO
ds.fOrigOrderId,원 주문 ID,7,0.286,B_MIXED_LOW_RATIO
ds.fCreatorId,내부 크리에이터 UUID,13,0.308,B_MIXED_LOW_RATIO
ds.fHandle,플랫폼 핸들 (@username),18,0.444,B_MIXED_LOW_RATIO
ds.fContractType,계약 유형 (flat/perf),17,0.471,B_MIXED_LOW_RATIO
ds.fContentId,플랫폼 콘텐츠 ID,10,0.200,B_MIXED_LOW_RATIO
ds.pipeAdApi,광고 API 수집,9,0.333,B_MIXED_LOW_RATIO
ds.pipeUgcCrawl,UGC 콘텐츠 수집,10,0.300,B_MIXED_LOW_RATIO
ds.pipeFieldMapDesc,플랫폼별 원본 필드 → 표준 스키마 매핑. 외화 → KRW 환율 일일 업데이트,43,0.070,B_MIXED_LOW_RATIO
ds.pipeCreatorUnify,크리에이터 ID 통합,11,0.182,B_MIXED_LOW_RATIO
ds.pipeCreatorUnifyDesc,이메일 해시 + 핸들 유사도 기반 중복 감지 → identity_group_id 할당,47,0.319,B_MIXED_LOW_RATIO
ds.pipeDQDesc,"필수 필드 NULL 검사, 음수 금액 방어, ROAS 임계치 이상 감지, 중복 event_id 제거",55,0.273,B_MIXED_LOW_RATIO
ds.pipeStreamAggDesc,"Kafka Streams: 1분 롤링 윈도우 ROAS, CTR 집계 → Redis 캐시 → 대시보드",55,0.436,B_MIXED_LOW_RATIO
ds.pipeDerivedMetricsDesc,ROAS · ACOS · CTR · CVR · 반품률 · 쿠폰률 · 정산률 · 크리에이터 ROI,53,0.321,B_MIXED_LOW_RATIO
ds.pipeBudgetReallocDesc,ROAS 기반 예산 이동 시뮬레이션: Δ매출 예측 + 신뢰구간,34,0.118,B_MIXED_LOW_RATIO
ds.flowPlatformApi,플랫폼 API,7,0.429,B_MIXED_LOW_RATIO
ds.metCreatorROI,크리에이터 ROI,9,0.333,B_MIXED_LOW_RATIO
ds.ruleROAS2,ROAS < 2.0x (24시간 지속),21,0.238,B_MIXED_LOW_RATIO
ds.ruleROAS2Action,캠페인 자동 일시중지 + 즉시 Slack 알림,25,0.200,B_MIXED_LOW_RATIO
ds.ruleReturn12Action,상품 운영 조치 추천 + MD 이메일,20,0.100,B_MIXED_LOW_RATIO
ds.ruleCreatorROI10,크리에이터 ROI < 10x,15,0.267,B_MIXED_LOW_RATIO
pxl.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
pxl.serverSideCAPI,서버사이드 CAPI,10,0.400,B_MIXED_LOW_RATIO
dt.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
dt.srcInventoryDesc,API 연동 또는 CSV 업로드 기반,20,0.300,B_MIXED_LOW_RATIO
dt.srcOrdersDesc,채널 API에서 실시간 수집,15,0.200,B_MIXED_LOW_RATIO
dt.srcCRM,CRM 세그먼트,8,0.375,B_MIXED_LOW_RATIO
dt.srcCRMDesc,AI 추정 세그먼트 (실측 아님),18,0.111,B_MIXED_LOW_RATIO
dt.srcAttributionDesc,서버사이드 CAPI 연동 필요,16,0.250,B_MIXED_LOW_RATIO
dt.improveStep1,Meta Pixel + CAPI 연동으로 전환 데이터를 실측값으로 전환,39,0.333,B_MIXED_LOW_RATIO
dt.improveStep2,Google Analytics 4 연동으로 사이트 트래픽 실측 분석 시작,40,0.375,B_MIXED_LOW_RATIO
dt.improveStep3,채널 API Key 등록으로 주문·재고 데이터를 실시간 수집,33,0.182,B_MIXED_LOW_RATIO
dt.pixelTitle,광고 픽셀 & 전환 API 연동,17,0.176,B_MIXED_LOW_RATIO
dt.pixelDesc,픽셀 연동 시 ROAS·전환 데이터가 추정값이 아닌 실제 측정값으로 전환됩니다,43,0.093,B_MIXED_LOW_RATIO
dt.metaDesc,Conversion Event 서버사이드 전송으로 iOS 14+ 추적 복원,41,0.439,B_MIXED_LOW_RATIO
dt.metaStep1,Meta 비즈니스 관리자 → 이벤트 관리자 열기,26,0.154,B_MIXED_LOW_RATIO
dt.metaStep2,데이터 소스 추가 → 웹사이트 → Pixel ID 복사,30,0.233,B_MIXED_LOW_RATIO
dt.metaStep3,아래 입력란에 Pixel ID 입력 후 저장,24,0.292,B_MIXED_LOW_RATIO
dt.metaStep4,CAPI 액세스 토큰 생성 (이벤트 관리자 → 설정),29,0.138,B_MIXED_LOW_RATIO
dt.googleStep1,Google Analytics → 관리 → 데이터 스트림 → 측정 ID 복사,42,0.405,B_MIXED_LOW_RATIO
dt.googleStep2,Google Ads → 도구 → 전환 → 태그 설정 → 전환 ID 복사,39,0.282,B_MIXED_LOW_RATIO
dt.googleStep3,아래 입력란에 ID 입력,13,0.154,B_MIXED_LOW_RATIO
dt.ga4MeasurementId,GA4 측정 ID,9,0.444,B_MIXED_LOW_RATIO
dt.naverName,Naver 공통 스크립트,13,0.385,B_MIXED_LOW_RATIO
dt.naverStep1,Naver SearchAd → 도구 → 전환추적 → 스크립트 키 확인,38,0.342,B_MIXED_LOW_RATIO
dt.naverStep2,Naver 쇼핑 파트너센터 → 광고 → 픽셀 관리 → ID 복사,35,0.200,B_MIXED_LOW_RATIO
dt.naverStep3,아래 입력란에 ID 입력,13,0.154,B_MIXED_LOW_RATIO
dt.kakaoDesc,Kakao 모먼트 광고 전환 및 Kakao 채널 분석,29,0.345,B_MIXED_LOW_RATIO
dt.kakaoStep1,Kakao 비즈니스 → Pixel&SDK → 픽셀 생성 → Track ID 복사,44,0.455,B_MIXED_LOW_RATIO
dt.qualityLiveTitle,✅ 실시간 데이터 (Real Data),21,0.381,B_MIXED_LOW_RATIO
dt.qualityLiveDesc,광고 픽셀/채널 API/정산 리포트에서 직접 수집된 원본 데이터. 가장 높은 신뢰도.,47,0.064,B_MIXED_LOW_RATIO
dt.qualityLiveEx2,채널 API 주문 데이터,13,0.231,B_MIXED_LOW_RATIO
dt.qualityLiveEx4,재고 API 실시간 수량,13,0.231,B_MIXED_LOW_RATIO
dt.qualityEstEx1,CRM AI 세그먼트,11,0.455,B_MIXED_LOW_RATIO
dt.qualityEstEx2,P&L 추정 수익률,10,0.200,B_MIXED_LOW_RATIO
dt.qualityEstEx3,ROAS 설정값 기반 계산,14,0.286,B_MIXED_LOW_RATIO
dt.qualityNoneEx2,API Key 미등록 채널 데이터,18,0.333,B_MIXED_LOW_RATIO
dt.pixelBridgeDesc,연동 설정 및 API 키 관리는 연동 허브에서 통합 관리됩니다,34,0.088,B_MIXED_LOW_RATIO
mr.heroDesc,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,38,0.079,B_MIXED_LOW_RATIO
mr.tabKpi,KPI 영향도,7,0.429,B_MIXED_LOW_RATIO
mr.kpiTitle,KPI 영향도 시뮬레이션,13,0.231,B_MIXED_LOW_RATIO
mr.kpiRollupNote,* 최근 30일 실적 기준 시뮬레이션 — 공제 항목 변경 시 KPI 영향도 추정,44,0.068,B_MIXED_LOW_RATIO
settlements.csvDownload,CSV 다운로드,8,0.375,B_MIXED_LOW_RATIO
settlements.csvSuccess,✓ CSV 다운로드 완료,13,0.231,B_MIXED_LOW_RATIO
settlements.colNetKRW,정산액(KRW),8,0.375,B_MIXED_LOW_RATIO
settlements.detailGrossSales,결제 발생(Gross),12,0.417,B_MIXED_LOW_RATIO
settlements.detailPayFee,PG 수수료,6,0.333,B_MIXED_LOW_RATIO
settlements.detailCsvBtn,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
settlements.detailCsvDone,✓ CSV 다운로드 완료,13,0.231,B_MIXED_LOW_RATIO
settlements.csvDetailSuccess,CSV 상세 다운로드 성공,14,0.214,B_MIXED_LOW_RATIO
aiHub.recVipTitle,VIP 고객 추천,9,0.333,B_MIXED_LOW_RATIO
aiHub.vipInsight,VIP 인사이트,8,0.375,B_MIXED_LOW_RATIO
aiHub.catCrmRetarget,CRM 리타겟,7,0.429,B_MIXED_LOW_RATIO
aiHub.dpVipCount,VIP 고객 수,8,0.375,B_MIXED_LOW_RATIO
aiHub.heroSub,AI 마케팅 자동화,10,0.200,B_MIXED_LOW_RATIO
aiHub.heroTitle,AI 마케팅 자동화 허브,13,0.154,B_MIXED_LOW_RATIO
aiHub.recAcqTitle,신규 고객 획득 — TikTok + 인플루언서 UGC,29,0.310,B_MIXED_LOW_RATIO
aiHub.acqInsight,"TikTok 전환율 3.8%, 인플루언서 CPA ₩15,000. 예산",38,0.237,B_MIXED_LOW_RATIO
omniChannel.tabOverviewDesc,채널 KPI 대시보드,11,0.273,B_MIXED_LOW_RATIO
omniChannel.prodTotalSKU,전체 SKU 수,8,0.375,B_MIXED_LOW_RATIO
omniChannel.guideDashDesc,API 키 등록 · 연결 테스트 · 자동 동기화,26,0.115,B_MIXED_LOW_RATIO
omniChannel.authTitle,API 인증 정보,9,0.333,B_MIXED_LOW_RATIO
omniChannel.integSuccess,"연동 성공: 상품 {{products}}개, 주문 {{orders}}건 수집",42,0.333,B_MIXED_LOW_RATIO
omniChannel.planPro,🔑 PRO — 모든 채널 실시간 동기화,22,0.136,B_MIXED_LOW_RATIO
omniChannel.autoSyncDesc,Integration Hub에서 등록된 API 키가 자동으로 반영됩니다,39,0.436,B_MIXED_LOW_RATIO
omniChannel.tabChannelDesc,API키·인증·활성화,11,0.273,B_MIXED_LOW_RATIO
omniChannel.tabOrder,📋 OMS 주문,9,0.333,B_MIXED_LOW_RATIO
omniChannel.tabShipping,🚚 TMS 배송,9,0.333,B_MIXED_LOW_RATIO
omniChannel.tabWarehouse,🏭 WMS 창고,9,0.333,B_MIXED_LOW_RATIO
exportCsv,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
negKeywordTitle,부정 키워드 Top 5,12,0.250,B_MIXED_LOW_RATIO
negKeywordAlert,부정 키워드 급증 시 Slack #cs-alerts 자동 전송,34,0.382,B_MIXED_LOW_RATIO
csRespond,CS 대응,5,0.400,B_MIXED_LOW_RATIO
aiEvalTitle,AI 인플루언서 종합 평가,14,0.143,B_MIXED_LOW_RATIO
aiEvalSub,Claude Sonnet 3.5 기반 · ROI·전환·참여·커미션 추천·계약 갱신 권고,48,0.313,B_MIXED_LOW_RATIO
aiRunning,AI 분석 진행 중...,13,0.154,B_MIXED_LOW_RATIO
aiRunBtn,AI 평가 실행,8,0.250,B_MIXED_LOW_RATIO
aiAnalyzing,Claude AI가 크리에이터 데이터를 분석 중입니다...,32,0.250,B_MIXED_LOW_RATIO
aiAnalyzingSub,명 크리에이터 · ROI 분석 · 커미션 최적화 · 연장 검토,34,0.088,B_MIXED_LOW_RATIO
aiStartMsg,위의 'AI 평가 실행' 버튼을 클릭하여 분석을 시작하세요.,33,0.061,B_MIXED_LOW_RATIO
aiCreatorRanking,크리에이터 AI 평가 랭킹,14,0.143,B_MIXED_LOW_RATIO
aiScoreTitle,AI 점수,5,0.400,B_MIXED_LOW_RATIO
aiCommissionRec,AI 적정 커미션 추천,12,0.167,B_MIXED_LOW_RATIO
aiRerun,AI 재분석,6,0.333,B_MIXED_LOW_RATIO
roiRanking,크리에이터 ROI 랭킹,12,0.250,B_MIXED_LOW_RATIO
aiRanking,크리에이터 AI 평가 랭킹,14,0.143,B_MIXED_LOW_RATIO
gSug.Beauty brand Instagram ad strategy,뷰티 브랜드 Instagram 광고 전략,22,0.409,B_MIXED_LOW_RATIO
gSug.Skincare SNS marketing recommendations,스킨케어 상품 SNS 마케팅 전략,18,0.167,B_MIXED_LOW_RATIO
gSug.Beauty TikTok ad budget allocation,뷰티 TikTok 광고 최적 예산 배분,21,0.286,B_MIXED_LOW_RATIO
gSug.Fashion e-commerce season-off promotions,패션 EC 시즌오프 프로모션 전략,18,0.111,B_MIXED_LOW_RATIO
gSug.Organic food Meta ad approach,유기농 식품 Meta 광고 전략,17,0.235,B_MIXED_LOW_RATIO
gSug.Electronics ROI analysis across channels,전자제품 채널별 ROI 분석,15,0.200,B_MIXED_LOW_RATIO
gSug.Overseas forwarding B2B lead gen,해외배송 B2B 리드 확보,14,0.143,B_MIXED_LOW_RATIO
gSug.SaaS user acquisition techniques,SaaS 사용자 확보 가이드,15,0.267,B_MIXED_LOW_RATIO
gSug.Sports equipment YouTube campaigns,스포츠 용품 YouTube 캠페인 기획,21,0.333,B_MIXED_LOW_RATIO
gSug.Health supplement Google Adwords tactics,건강식품 Google 검색광고 전략,19,0.316,B_MIXED_LOW_RATIO
crm.guideAiName,🤖 AI 세그먼트,10,0.200,B_MIXED_LOW_RATIO
crm.guideRfmName,📊 RFM 분석,9,0.333,B_MIXED_LOW_RATIO
crm.aiSegVip,VIP 업셀 잠재고객,11,0.273,B_MIXED_LOW_RATIO
crm.aiSegVipReason,"높은 LTV, 최근 30일 내 구매",19,0.158,B_MIXED_LOW_RATIO
crm.exportCsv,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
crm.noConnectedChannels,연동된 채널이 없습니다. 연동허브에서 API 키를 등록하세요.,34,0.088,B_MIXED_LOW_RATIO
crm.email.guideCampDesc,"캠페인 생성, 발송, 성과 테이블을 관리합니다. KPI 카드에서 전체 통계를 확인하세요.",49,0.061,B_MIXED_LOW_RATIO
crm.email.guideTplDesc,이메일 본문 HTML 템플릿을 등록하고 편집합니다. 카테고리별 분류로 체계적으로 관리하세요.,51,0.078,B_MIXED_LOW_RATIO
crm.email.guideSetDesc,"SMTP, AWS SES 등 이메일 프로바이더를 설정합니다.",33,0.303,B_MIXED_LOW_RATIO
crm.email.guideCreativeDesc,AI 기반 이메일 마케팅 이미지를 생성합니다. 프롬프트 입력으로 즉시 디자인을 생성하세요.,50,0.040,B_MIXED_LOW_RATIO
crm.email.exportCsv,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
crm.email.aiInsight,AI 인사이트,7,0.286,B_MIXED_LOW_RATIO
crm.email.aiSum1,🤖 AI 세그먼트,10,0.200,B_MIXED_LOW_RATIO
crm.email.guideCustDesc,LTV 및 등급 관리,11,0.273,B_MIXED_LOW_RATIO
crm.email.guideRfmName,📊 RFM 분석,9,0.333,B_MIXED_LOW_RATIO
crm.email.tabAiSeg,🤖 AI 세그먼트,10,0.200,B_MIXED_LOW_RATIO
crm.email.tabRfm,📊 RFM 분석,9,0.333,B_MIXED_LOW_RATIO
crm.email.catalogSync.skuPh,SKU 코드를 입력하세요,13,0.231,B_MIXED_LOW_RATIO
crm.email.catalogSync.channelPriceAdjust,마진(%)을 조정하면 추천가가 실시간 재계산됩니다. 판매가를 직접 입력해 override할 수 있습니다.,58,0.138,B_MIXED_LOW_RATIO
crm.email.catalogSync.managerApproval,관리자 승인: 위 판매가로 {{channels}}개 채널에 {{products}}개 상품을 등록합니다,56,0.286,B_MIXED_LOW_RATIO
crm.email.catalogSync.registerDone,:{{products}}개 상품 · {{channels}}개 채널 등록 완료!,43,0.372,B_MIXED_LOW_RATIO
crm.email.catalogSync.registerRun,:{{products}}개 상품 · {{channels}}개 채널 등록 실행,42,0.381,B_MIXED_LOW_RATIO
crm.email.catalogSync.totalSkuCombo,총 SKU 조합: {{n}}개,16,0.250,B_MIXED_LOW_RATIO
crm.email.catalogSync.dryRun,시뮬레이션 (Dry-Run),15,0.400,B_MIXED_LOW_RATIO
crm.email.catalogSync.jobId,작업 ID,5,0.400,B_MIXED_LOW_RATIO
crm.email.catalogSync.unitPl,PL (파렛트),8,0.250,B_MIXED_LOW_RATIO
crm.email.catalogSync.unitPlDesc,1PL = N박스 = M개,14,0.286,B_MIXED_LOW_RATIO
crm.email.catalogSync.palletDetails,파렛트 (PL) 단위 상세,14,0.143,B_MIXED_LOW_RATIO
crm.email.catalogSync.boxPerPl,PL당 박스 수 *,10,0.200,B_MIXED_LOW_RATIO
crm.email.catalogSync.searchPlaceholder,상품/SKU 검색...,12,0.250,B_MIXED_LOW_RATIO
crm.email.catalogSync.heroDesc,API 키를 등록하고 연결 상태를 관리합니다.,25,0.120,B_MIXED_LOW_RATIO
crm.email.catalogSync.qtyPerBoxLabel,박스당 수량 (ea) *,13,0.154,B_MIXED_LOW_RATIO
crm.email.catalogSync.palletDetailsTitle,📦📦 팔레트(PL) 단위 상세,18,0.111,B_MIXED_LOW_RATIO
crm.email.catalogSync.boxPerPlLabel,1PL당 박스 수 *,11,0.182,B_MIXED_LOW_RATIO
crm.email.catalogSync.managerApprovalText,✍️ 관리자 승인: 위 가격으로 {{chCount}}개 채널에 {{prodCount}}개 상품 등록,55,0.291,B_MIXED_LOW_RATIO
crm.email.catalogSync.registerDoneMsg,✅ {{prodCount}}개 상품 · {{chCount}}개 채널 등록 완료!,44,0.364,B_MIXED_LOW_RATIO
crm.email.catalogSync.registerRunMsg,🚀 상품 {{prodCount}}개 · 채널 {{chCount}}개 등록 실행,44,0.364,B_MIXED_LOW_RATIO
crm.email.catalogSync.importCsv,CSV 가져오기,8,0.375,B_MIXED_LOW_RATIO
crm.email.catalogSync.exportCsv,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
crm.email.catalogSync.importDesc,CSV/Excel 파일로 상품을 일괄 등록합니다.,27,0.296,B_MIXED_LOW_RATIO
crm.email.catalogSync.excelExportDone,{{n}}건의 상품을 Excel로 내보냈습니다,25,0.240,B_MIXED_LOW_RATIO
crm.email.catalogSync.excelImportError,Excel 파일 분석 오류,14,0.357,B_MIXED_LOW_RATIO
crm.email.catalogSync.excelImportEmpty,Excel 파일에 데이터가 없습니다,19,0.263,B_MIXED_LOW_RATIO
crm.email.catalogSync.excelImportDone,{{n}}건의 상품을 Excel에서 일괄 등록했습니다,29,0.207,B_MIXED_LOW_RATIO
crm.email.catalogSync.commissionAutoApplyDesc,채널별 판매 수수료율과 세금은 CHANNEL_RATES 정책에서 자동 적용됩니다. 수동 변경도 가능합니다.,59,0.203,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvImportError,CSV 파일 분석 오류,12,0.250,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvImportEmpty,CSV 파일에 데이터가 없습니다,17,0.176,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvImportDone,{{n}}건의 상품을 CSV에서 가져왔습니다,24,0.167,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvExportDone,{{n}}건의 상품을 CSV로 내보냈습니다,23,0.174,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvImport,CSV 가져오기,8,0.375,B_MIXED_LOW_RATIO
crm.email.catalogSync.csvExport,CSV 내보내기,8,0.375,B_MIXED_LOW_RATIO
crm.email.campaignMgr.tabRecommend,AI 마케팅 추천,9,0.222,B_MIXED_LOW_RATIO
crm.email.campaignMgr.kpiSection,성과 목표 KPI,9,0.333,B_MIXED_LOW_RATIO
crm.email.campaignMgr.ganttTitle,캠페인 일정 (Gantt),14,0.357,B_MIXED_LOW_RATIO
crm.email.campaignMgr.managerAI,자동화 AI,6,0.333,B_MIXED_LOW_RATIO
crm.email.campaignMgr.aiHubLinked,🤖 AI Hub {{n}}개 추천이 연동됨,24,0.250,B_MIXED_LOW_RATIO
crm.email.campaignMgr.activeRules,⚡ 자동화 룰 {{n}}개 활성 · {{f}}회 실행,29,0.069,B_MIXED_LOW_RATIO
crm.email.campaignMgr.rulesFired,⚡ {{n}}개 규칙 실행됨 (최근: {{r}}),27,0.074,B_MIXED_LOW_RATIO
crm.email.campaignMgr.abTitle,A/B 테스트 결과,10,0.200,B_MIXED_LOW_RATIO
crm.email.campaignMgr.abSub,이메일·Attribution A/B 테스트 결과를 여기서 통합 확인합니다,40,0.325,B_MIXED_LOW_RATIO
crm.email.campaignMgr.emailAb,이메일 A/B 테스트,11,0.182,B_MIXED_LOW_RATIO
crm.email.campaignMgr.startEmailAb,이메일 A/B 시작,10,0.200,B_MIXED_LOW_RATIO
crm.email.campaignMgr.approvalSubtitle,"\"":{{name}}\"" 캠페인을 활성화하려면 관리자 승인이 필요합니다.",40,0.100,B_MIXED_LOW_RATIO
crm.email.campaignMgr.newCampaignSubtitle,AI 추천 캠페인을 신규 등록하기 전에 관리자 승인이 필요합니다.,36,0.056,B_MIXED_LOW_RATIO
crm.email.campaignMgr.afterApprovalDesc,AI 캠페인 설정 화면으로 이동,17,0.118,B_MIXED_LOW_RATIO
crm.email.campaignMgr.newCampaignWarn,등록 후 AI가 자동으로 예산을 집행할 수 있습니다.,29,0.069,B_MIXED_LOW_RATIO
crm.email.campaignMgr.newCampaignConfirm,승인 후 AI 캠페인 설정,14,0.143,B_MIXED_LOW_RATIO
crm.email.campaignMgr.pageSub,AI 마케팅 캠페인 통합 관리 · 소재·예산·성과 · 실시간,33,0.061,B_MIXED_LOW_RATIO
crm.email.campaignMgr.btnAutoMarketing,AI 자동화로 이동,10,0.200,B_MIXED_LOW_RATIO
crm.email.campaignMgr.btnAiRecommend,AI 마케팅 추천,9,0.222,B_MIXED_LOW_RATIO
crm.email.campaignMgr.tabAbTest,A/B 테스트,7,0.286,B_MIXED_LOW_RATIO
crm.email.campaignMgr.tabCopywriter,AI 카피,5,0.400,B_MIXED_LOW_RATIO
crm.email.campaignMgr.roiRanking,캠페인 ROI 랭킹,10,0.300,B_MIXED_LOW_RATIO
crm.email.campaignMgr.aiCopyTitle,AI 카피라이터,8,0.250,B_MIXED_LOW_RATIO
crm.email.aiPolicy.heroDesc,API 키를 등록하고 연결 상태를 관리합니다.,25,0.120,B_MIXED_LOW_RATIO
crm.email.aiPolicy.tabConfigDesc,AI 가드레일 설정,10,0.200,B_MIXED_LOW_RATIO
crm.email.aiPolicy.policiesTitle,🛡️ AI 가드레일 정책,14,0.143,B_MIXED_LOW_RATIO
crm.email.aiPolicy.policyNamePh,예: ROAS 하한 정책,13,0.308,B_MIXED_LOW_RATIO
crm.email.aiPolicy.configTitle,⚙ AI 가드레일 설정,12,0.167,B_MIXED_LOW_RATIO
crm.email.aiPolicy.cfgBudgetDesc,AI의 일일 예산 초과 지출 방지,18,0.111,B_MIXED_LOW_RATIO
crm.email.aiPolicy.cfgRoasDesc,최소 임계값 미만 ROAS 캠페인 차단,21,0.190,B_MIXED_LOW_RATIO
crm.email.aiPolicy.cfgBidDesc,AI가 설정 가능한 최대 CPC/CPM,21,0.381,B_MIXED_LOW_RATIO
crm.email.aiPolicy.cfgApprovalDesc,임계값 초과 AI 변경에 사전 승인 요구,22,0.091,B_MIXED_LOW_RATIO
crm.email.aiPolicy.upgradeBtn,💎 Pro 업그레이드,12,0.250,B_MIXED_LOW_RATIO
crm.email.aiPolicy.syncActiveRules,AI 규칙,5,0.400,B_MIXED_LOW_RATIO
crm.email.conn.heroDesc,API 키를 등록하고 연결 상태를 관리합니다.,25,0.120,B_MIXED_LOW_RATIO
crm.email.conn.noPlatformsDesc,API 키 또는 OAuth로 광고·커머스·CRM 플랫폼을 연결해주세요.,39,0.282,B_MIXED_LOW_RATIO
crm.email.conn.dwBadge1,✓ Zero-ETL 파이프라인,16,0.438,B_MIXED_LOW_RATIO
crm.email.conn.dwFeatureML,ML 모델 통합,8,0.250,B_MIXED_LOW_RATIO
crm.email.conn.dwFeatureMLBuiltin,ML 내장 지원,8,0.250,B_MIXED_LOW_RATIO
crm.email.ds.heroDesc,API 키를 등록하고 연결 상태를 관리합니다.,25,0.120,B_MIXED_LOW_RATIO
crm.email.ds.ugcInfluencer,UGC/인플루언서,9,0.333,B_MIXED_LOW_RATIO
crm.email.ds.fEventId,이벤트 고유 UUID v4,14,0.357,B_MIXED_LOW_RATIO
crm.email.ds.fAccountId,광고 계정 ID,8,0.250,B_MIXED_LOW_RATIO
crm.email.ds.fCampaignId,캠페인 ID,6,0.333,B_MIXED_LOW_RATIO
crm.email.ds.fAdsetId,광고 세트/그룹 ID,11,0.182,B_MIXED_LOW_RATIO
crm.email.ds.fAdId,크리에이티브(광고) ID,13,0.154,B_MIXED_LOW_RATIO
crm.email.ds.fKeywordId,검색 키워드 ID,9,0.222,B_MIXED_LOW_RATIO
crm.email.ds.fAudienceId,오디언스 세그먼트 ID,12,0.167,B_MIXED_LOW_RATIO
crm.email.ds.fAudienceType,리타게팅/LAL/관심,11,0.273,B_MIXED_LOW_RATIO
crm.email.ds.fEventDate,이벤트 일시 UTC,10,0.300,B_MIXED_LOW_RATIO
crm.email.ds.fCreatorId,내부 크리에이터 UUID,13,0.308,B_MIXED_LOW_RATIO
crm.email.ds.fContentId,플랫폼 콘텐츠 ID,10,0.200,B_MIXED_LOW_RATIO
crm.email.ds.pipeAdApiDesc,"OAuth2 토큰 자동 갱신, 15분 간격",23,0.217,B_MIXED_LOW_RATIO
crm.email.ds.pipeMarketFileDesc,정산 CSV 자동 다운로드→S3 로드,20,0.200,B_MIXED_LOW_RATIO
crm.email.ds.pipeUgcCrawl,UGC 콘텐츠 수집,10,0.300,B_MIXED_LOW_RATIO
crm.email.ds.pipeUgcCrawlDesc,게시 후 1h·24h·7d·30d 스냅샷,22,0.182,B_MIXED_LOW_RATIO
crm.email.ds.pipeCreatorUnify,크리에이터 ID 통합,11,0.182,B_MIXED_LOW_RATIO
crm.email.ds.pipeDQDesc,"필수 필드 NULL 체크, 이상 감지",20,0.200,B_MIXED_LOW_RATIO
crm.email.ds.pipeStreamAggDesc,Kafka Streams: 1분 윈도우 집계→Redis→대시보드,35,0.486,B_MIXED_LOW_RATIO
crm.email.ds.pipeBudgetReallocDesc,ROAS 기준 예산 이동 시뮬레이션,19,0.211,B_MIXED_LOW_RATIO
crm.email.ds.flowPlatformApi,플랫폼 API,7,0.429,B_MIXED_LOW_RATIO
crm.email.ds.metCreatorROI,크리에이터 ROI,9,0.333,B_MIXED_LOW_RATIO
crm.email.ds.ruleROAS2Action,캠페인 자동 일시 정지 + 즉시 Slack 알림,26,0.192,B_MIXED_LOW_RATIO
crm.email.ds.ruleReturn12Action,상품 운영 대책 추천 + MD 메일,19,0.105,B_MIXED_LOW_RATIO
crm.email.ds.ruleCreatorROI10,크리에이터 ROI < 10x,15,0.267,B_MIXED_LOW_RATIO
