path,ja_value,ko_value,ja_type,ja_hangul
pages.allTeams,All Teams,전체 팀,string,0
pages.amazonRisk.accountScore,Account Health,Account Health,string,0
pages.amazonRisk.avgRating,Average Rating,Average Rating,string,0
pages.amazonRisk.buyBox,Buy Box Rate,Buy Box Rate,string,0
pages.amazonRisk.fbaStockRate,FBA Stock Rate,FBA Stock Rate,string,0
pages.amazonRisk.goal,Target,Target,string,0
pages.amazonRisk.highRisk,High Severity,High Severity,string,0
pages.amazonRisk.keyMetrics,Core KPIs,Core KPIs,string,0
pages.amazonRisk.mediumRisk,Medium Risk,Medium Risk,string,0
pages.amazonRisk.riskAlerts,Risk Alerts,Risk Alerts,string,0
pages.anomalyDetected,Anomaly detected,이상 감지됨,string,0
pages.approvals.sub,承認 · 実行センター,승인 · 실행 센터,string,0
pages.approvals.title,액션 센터,액션 센터,string,1
pages.attribution.aScore,A-Score (Attribution 신뢰도),A-Score (Attribution 신뢰도),string,1
pages.attribution.alert,경보,경보,string,1
pages.attribution.anomalyDesc,Z-Score 기반 채널 이상감지 실시간 모니터링,Z-Score 기반 채널 이상감지 실시간 모니터링,string,1
pages.attribution.anomalyDetect,🚨 이상감지,🚨 이상감지,string,1
pages.attribution.critical,Critical,Critical,string,0
pages.attribution.modelCompare,🕸️ 모델 비교,🕸️ 모델 비교,string,1
pages.attribution.modelCompareDesc,5개 Attribution 모델 레이더 차트 비교,5개 Attribution 모델 레이더 차트 비교,string,1
pages.attribution.ok,정상,정상,string,1
pages.attribution.warn,주의,주의,string,1
pages.attribution.zScore,Z-Score,Z-Score,string,0
pages.audienceInsights,Audience Insights,오디언스 인사이트,string,0
pages.channelPerf,Channel Performance,채널 성과,string,0
pages.churn,Final Churn Status,최종 이탈 상태,string,0
pages.cmpRow.r1,Home Dashboard,Home Dashboard,string,0
pages.cmpRow.r10,Review & UGC Analytics,Review & UGC Analytics,string,0
pages.cmpRow.r11,Commerce Channels,Commerce Channels,string,0
pages.cmpRow.r12,WMS (Stock·In/Out),WMS (Stock·In/Out),string,0
pages.cmpRow.r13,3PL Management,3PL Management,string,0
pages.cmpRow.r14,Amazon Advanced Operations,Amazon Advanced Operations,string,0
pages.cmpRow.r15,Analytics & Performance (Cohort·P&L),Analytics & Performance (Cohort·P&L),string,0
pages.cmpRow.r16,AI Rule Engine & Automation,AI Rule Engine & Automation,string,0
pages.cmpRow.r17,SmartConnect (ERP·SCM),SmartConnect (ERP·SCM),string,0
pages.cmpRow.r18,1st-Party Pixel,1st-Party Pixel,string,0
pages.cmpRow.r19,Data Pipeline & API,Data Pipeline & API,string,0
pages.cmpRow.r2,AI Ad Creative & Campaign Mgmt,AI Ad Creative & Campaign Mgmt,string,0
pages.cmpRow.r20,Data Product Governance,Data Product Governance,string,0
pages.cmpRow.r21,BI Reports,BI Reports,string,0
pages.cmpRow.r22,Currency Selection (Global),Currency Selection (Global),string,0
pages.cmpRow.r23,Influencer Management,Influencer Management,string,0
pages.cmpRow.r24,Ops Hub (Batch·Reprocess),Ops Hub (Batch·Reprocess),string,0
pages.cmpRow.r25,Audit Log,Audit Log,string,0
pages.cmpRow.r26,Team Management (RBAC),Team Management (RBAC),string,0
pages.cmpRow.r27,Account Count,Account Count,string,0
pages.cmpRow.r28,Support Type,Support Type,string,0
pages.cmpRow.r3,AI Forecast (Churn·LTV·Purchase Prob.),AI Forecast (Churn·LTV·Purchase Prob.),string,0
pages.cmpRow.r4,Customer Journey Builder,Customer Journey Builder,string,0
pages.cmpRow.r5,AI Segment,AI Segment,string,0
pages.cmpRow.r6,Ad & Channel Analytics (ROAS·KPI),Ad & Channel Analytics (ROAS·KPI),string,0
pages.cmpRow.r7,Attribution Analysis (Touch Model),Attribution Analysis (Touch Model),string,0
pages.cmpRow.r8,Competitor AI Analysis,Competitor AI Analysis,string,0
pages.cmpRow.r9,Customer CRM (Email/Kakao/SMS),Customer CRM (Email/Kakao/SMS),string,0
pages.cmpVal.activity_history,Activity History,Activity History,string,0
pages.cmpVal.advanced_custom,Advanced Custom,Advanced Custom,string,0
pages.cmpVal.aiPredict.Sim,Sim,Sim,string,0
pages.cmpVal.aiPredict.aiRec.avgPrice,Average Unit Price,Average Unit Price,string,0
pages.cmpVal.aiPredict.aiRec.catalogAuto,Catalog Auto-fill,Catalog Auto-fill,string,0
pages.cmpVal.aiPredict.aiRec.goalRevenue,Revenue Target,Revenue Target,string,0
pages.cmpVal.aiPredict.aiRec.mainChannels,Main Sales Channels,Main Sales Channels,string,0
pages.cmpVal.aiPredict.aiRec.marginRate,Margin Rate (based on sale price),Margin Rate (based on sale price),string,0
pages.cmpVal.aiPredict.aiRec.monthlyQty,Monthly Sales Target,Monthly Sales Target,string,0
pages.cmpVal.aiPredict.aiRec.salesInfo,📦 Product Sales Info,📦 Product Sales Info,string,0
pages.cmpVal.aiPredict.aiRec.searchPh,e.g. Beauty brand Instagram ad strategy or marketing goal,e.g. Beauty brand Instagram ad strategy or marketing goal,string,0
pages.cmpVal.aiPredict.aiRec.skuCount,Product/SKU Count,Product/SKU Count,string,0
pages.cmpVal.aiPredict.bulkAction,Bulk Action,Bulk Action,string,0
pages.cmpVal.aiPredict.cat.beauty,Beauty,Beauty,string,0
pages.cmpVal.aiPredict.cat.digital,Digital,Digital,string,0
pages.cmpVal.aiPredict.cat.electronics,Electronics,Electronics,string,0
pages.cmpVal.aiPredict.cat.fashion,Fashion,Fashion,string,0
pages.cmpVal.aiPredict.cat.food,Food,Food,string,0
pages.cmpVal.aiPredict.cat.forwarding,Forwarding,Forwarding,string,0
pages.cmpVal.aiPredict.cat.general,General,General,string,0
pages.cmpVal.aiPredict.cat.purchasing,🛒 Purchase Agent,🛒 Purchase Agent,string,0
pages.cmpVal.aiPredict.cat.sports,Sports,Sports,string,0
pages.cmpVal.aiPredict.cat.travel,Travel,Travel,string,0
pages.cmpVal.aiPredict.filterAll,すべて,すべて,string,0
pages.cmpVal.aiPredict.filterHigh,Filter High,Filter High,string,0
pages.cmpVal.aiPredict.filterLow,Filter Low,Filter Low,string,0
pages.cmpVal.aiPredict.filterMed,Filter Med,Filter Med,string,0
pages.cmpVal.aiPredict.kpi.k_0,Real-time · Blended ROAS,Real-time · Blended ROAS,string,0
pages.cmpVal.aiPredict.kpi.k_1,Gross Profit,Gross Profit,string,0
pages.cmpVal.aiPredict.kpi.k_2,Order,Order,string,0
pages.cmpVal.aiPredict.kpi.k_3,K_3,K_3,string,0
pages.cmpVal.aiPredict.kpi.k_4,K_4,K_4,string,0
pages.cmpVal.aiPredict.kpi.k_5,K_5,K_5,string,0
pages.cmpVal.aiPredict.kpi.k_6,K_6,K_6,string,0
pages.cmpVal.aiPredict.kpi.k_7,K_7,K_7,string,0
pages.cmpVal.aiPredict.kpi.k_8,K_8,K_8,string,0
pages.cmpVal.aiPredict.kpi.k_9,Channel Intelligen,Channel Intelligen,string,0
pages.cmpVal.aiPredict.kpi.p_10,Blended ROAS,Blended ROAS,string,0
pages.cmpVal.aiPredict.kpi.p_11,P&L Waterfall — 3-Domain Integrated,P&L Waterfall — 3-Domain Integrated,string,0
pages.cmpVal.aiPredict.kpi.p_12,Ad Domain,Ad Domain,string,0
pages.cmpVal.aiPredict.kpi.p_13,Market Domain,Market Domain,string,0
pages.cmpVal.aiPredict.kpi.p_14,Influencer,Influencer,string,0
pages.cmpVal.aiPredict.kpi.p_15,By SKU,By SKU,string,0
pages.cmpVal.aiPredict.kpi.p_16,By Channel,By Channel,string,0
pages.cmpVal.aiPredict.kpi.p_17,By Campaign,By Campaign,string,0
pages.cmpVal.aiPredict.kpi.p_18,By Creator,By Creator,string,0
pages.cmpVal.aiPredict.kpi.p_19,Forecast P&L Simulation,Forecast P&L Simulation,string,0
pages.cmpVal.aiPredict.kpi.p_2,Ad Spend,Ad Spend,string,0
pages.cmpVal.aiPredict.kpi.p_20,Parameter Settings,Parameter Settings,string,0
pages.cmpVal.aiPredict.kpi.p_21,Forecast Annual Revenue,Forecast Annual Revenue,string,0
pages.cmpVal.aiPredict.kpi.p_22,Forecast Net Profit,Forecast Net Profit,string,0
pages.cmpVal.aiPredict.kpi.p_3,Platform Fee,Platform Fee,string,0
pages.cmpVal.aiPredict.kpi.p_4,Influencer Cost,Influencer Cost,string,0
pages.cmpVal.aiPredict.kpi.p_5,Net Settlement,Net Settlement,string,0
pages.cmpVal.aiPredict.kpi.p_6,Net Profit,Net Profit,string,0
pages.cmpVal.aiPredict.kpi.p_7,Total Orders,Total Orders,string,0
pages.cmpVal.aiPredict.kpi.p_8,Returns,Returns,string,0
pages.cmpVal.aiPredict.kpi.p_9,Anomalies,Anomalies,string,0
pages.cmpVal.aiPredict.kpi.tab.bdayDesc,Bday Desc,Bday Desc,string,0
pages.cmpVal.aiPredict.kpi.tab.churnDesc,Churn Desc,Churn Desc,string,0
pages.cmpVal.aiPredict.kpi.tab.vipDesc,Vip Desc,Vip Desc,string,0
pages.cmpVal.aiPredict.liveDB,Live D B,Live D B,string,0
pages.cmpVal.aiPredict.loading,Loading...,Loading...,string,0
pages.cmpVal.aiPredict.noResults,No Results,No Results,string,0
pages.cmpVal.aiPredict.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,string,0
pages.cmpVal.aiPredict.pageTitle,🔌 連携ハブ,🔌 連携ハブ,string,0
pages.cmpVal.aiPredict.retry,Retry,Retry,string,0
pages.cmpVal.all,All,All,string,0
pages.cmpVal.anomaly_detect,Anomaly Detection,Anomaly Detection,string,0
pages.cmpVal.auto_scheduled_share,Auto·Scheduled·Share,Auto·Scheduled·Share,string,0
pages.cmpVal.basic,Basic,Basic,string,0
pages.cmpVal.basic_auto,Basic Auto-classify,Basic Auto-classify,string,0
pages.cmpVal.bizboard,Bizboard,Bizboard,string,0
pages.cmpVal.campaign_settle,Campaign·Settlement,Campaign·Settlement,string,0
pages.cmpVal.chat_support,Chat Support,Chat Support,string,0
pages.cmpVal.cohort_pl,Cohort·P&L All,Cohort·P&L All,string,0
pages.cmpVal.competitor_compare,Competitor Compare,Competitor Compare,string,0
pages.cmpVal.contract,Contract,Contract,string,0
pages.cmpVal.conv_path_all,Conv. Path All,Conv. Path All,string,0
pages.cmpVal.custom_excel,Custom·Excel,Custom·Excel,string,0
pages.cmpVal.dedicated_manager,Dedicated Manager,Dedicated Manager,string,0
pages.cmpVal.dedicated_sla,Dedicated + SLA,Dedicated + SLA,string,0
pages.cmpVal.dom_global,Domestic+Global,Domestic+Global,string,0
pages.cmpVal.domestic,Domestic,Domestic,string,0
pages.cmpVal.domestic_ads,Domestic Ad Integration,Domestic Ad Integration,string,0
pages.cmpVal.domestic_core,Domestic Core,Domestic Core,string,0
pages.cmpVal.install_analysis,Install & Analysis,Install & Analysis,string,0
pages.cmpVal.instant_rollback,Instant Rollback,Instant Rollback,string,0
pages.cmpVal.list_invite,List·Invite,List·Invite,string,0
pages.cmpVal.list_view,List View,List View,string,0
pages.cmpVal.location_barcode,Location & Barcode,Location & Barcode,string,0
pages.cmpVal.manual,Manual,Manual,string,0
pages.cmpVal.market_share,Market Share,Market Share,string,0
pages.cmpVal.notification_basic,Notification Basic,Notification Basic,string,0
pages.cmpVal.notification_send,Notification Send,Notification Send,string,0
pages.cmpVal.own_history,Own History,Own History,string,0
pages.cmpVal.owner_streaming,Owner·Streaming,Owner·Streaming,string,0
pages.cmpVal.partner_api,Partner API Bidirectional,Partner API Bidirectional,string,0
pages.cmpVal.perf_view,Performance View,Performance View,string,0
pages.cmpVal.policy_review,Policy·Review·Listing,Policy·Review·Listing,string,0
pages.cmpVal.rbac_role,RBAC Role Settings,RBAC Role Settings,string,0
pages.cmpVal.realtime,Real-time,Real-time,string,0
pages.cmpVal.realtime_rate,Real-time Rate,Real-time Rate,string,0
pages.cmpVal.reprocess,Reprocess,Reprocess,string,0
pages.cmpVal.rule_writeback,Rule Engine·Writeback,Rule Engine·Writeback,string,0
pages.cmpVal.schema_quality_view,Schema·Quality View,Schema·Quality View,string,0
pages.cmpVal.server_side,Server-side,Server-side,string,0
pages.cmpVal.trend_forecast,Trend Forecast,Trend Forecast,string,0
pages.cmpVal.unlimited,Unlimited,Unlimited,string,0
pages.colChannel,チャネル,チャネル,string,0
pages.colConversions,Conversions,전환,string,0
pages.colCtr,CTR%,클릭률,string,0
pages.colCvr,CVR%,전환율,string,0
pages.colRevenue,Revenue,Revenue,string,0
pages.colRoas,ROAS,ROAS,string,0
pages.colSpend,Ad Spend,광고비,string,0
pages.commerce.age,연령,연령,string,1
pages.commerce.ago,전,전,string,1
pages.commerce.channelPerf,Channel Performance,Channel Performance,string,0
pages.commerce.channels,채널 수,채널 수,string,1
pages.commerce.gender,성별,성별,string,1
pages.commerce.liveSync,실시간 동기화,실시간 동기화,string,1
pages.commerce.orders, orders, orders,string,0
pages.commerce.outOfStock,품절,품절,string,1
pages.commerce.perDay,일,일,string,1
pages.commerce.ppl,명,명,string,1
pages.commerce.product,상품명,상품명,string,1
pages.commerce.productActive,판매중,판매중,string,1
pages.commerce.productAvgMargin,평균 마진율,평균 마진율,string,1
pages.commerce.productHub,상품 관리 허브,상품 관리 허브,string,1
pages.commerce.productInvValue,재고 자산,재고 자산,string,1
pages.commerce.productLowStock,재고 부족,재고 부족,string,1
pages.commerce.productLowStockAlert,재고 부족 알림,재고 부족 알림,string,1
pages.commerce.productPaused,일시중지,일시중지,string,1
pages.commerce.productSoldout,품절,품절,string,1
pages.commerce.productViewMargin,원가/마진 분석 뷰,원가/마진 분석 뷰,string,1
pages.commerce.productViewTable,상품 목록 뷰,상품 목록 뷰,string,1
pages.commerce.ratio,비율,비율,string,1
pages.commerce.region,지역,지역,string,1
pages.commerce.returns,반품,반품,string,1
pages.commerce.revenue,Estimated Revenue,Estimated Revenue,string,0
pages.commerce.sku,SKU,SKU,string,0
pages.commerce.sold,판매량,판매량,string,1
pages.commerce.topSku,TOP SKU,TOP SKU,string,0
pages.commerce.totalOrders,Total Orders,Total Orders,string,0
pages.commerce.totalRevenue,총 매출,총 매출,string,1
pages.commerce.types,종,종,string,1
pages.compareTo,Compare to,비교 대상,string,0
pages.connectors.sub,外部コネクター管理,외부 커넥터 관리,string,0
pages.connectors.title,コネクター,커넥터,string,0
pages.creativePerf,Creative Perf,소재 성과,string,0
pages.dashboard.adSpend,Ad Spend,Ad Spend,string,0
pages.dashboard.adSpendSub,Total Ad Spend,Total Ad Spend,string,0
pages.dashboard.avgOrder,Average Order Value,Average Order Value,string,0
pages.dashboard.convRateLbl,Conversion Rate,Conversion Rate,string,0
pages.dashboard.convRateSub,vs Sessions,vs Sessions,string,0
pages.dashboard.grossRevSub,Today,Today,string,0
pages.dashboard.netROAS,Net R O A S,Net R O A S,string,0
pages.dashboard.netROASSub,Net Profit / Ad Spend,Net Profit / Ad Spend,string,0
pages.dashboard.totalOrderSub,As of Today,As of Today,string,0
pages.dashboard.totalOrders,Total Orders,Total Orders,string,0
pages.dateRange,Period,기간,string,0
pages.digitalShelf.sub,디지털 선반 관리,디지털 선반 관리,string,1
pages.digitalShelf.title,디지털 셸프,디지털 셸프,string,1
pages.exportReport,Export Report,리포트 내보내기,string,0
pages.graphScore.channelFee,チャネル手数料,チャネル手数料,string,0
pages.graphScore.channelFeeDesc,接続チャネルの手数料を反映した純貢献度です。,接続チャネルの手数料を反映した純貢献度です。,string,0
pages.graphScore.connectedChannels,接続チャネル,接続チャネル,string,0
pages.graphScore.connectedCreatives,接続済みクリエイティブ,接続済みクリエイティブ,string,0
pages.graphScore.connectedInfluencers,接続済みインフルエンサー,接続済みインフルエンサー,string,0
pages.graphScore.connectedOrders,接続済み注文,接続済み注文,string,0
pages.graphScore.connectedSku,接続済みSKU,接続済みSKU,string,0
pages.graphScore.contribCreative,貢献クリエイティブ,貢献クリエイティブ,string,0
pages.graphScore.contribInfluencer,貢献インフルエンサー,貢献インフルエンサー,string,0
pages.graphScore.contribPath,🛤 貢献パス,🛤 貢献パス,string,0
pages.graphScore.crt,クリエイティブ,クリエイティブ,string,0
pages.graphScore.exportCsv,CSVエクスポート,CSVエクスポート,string,0
pages.graphScore.exportExcel,Excelエクスポート,Excelエクスポート,string,0
pages.graphScore.goIntegrationHub,統合ハブへ移動,統合ハブへ移動,string,0
pages.graphScore.graphScoreLabel,グラフスコア,グラフスコア,string,0
pages.graphScore.guideBrowserDesc,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,全エッジをテーブル形式で閲覧し、ノードIDで検索・フィルタリングする探索ツールです。ソースノード、ターゲットノード、重み、ラベルを確認できます。,string,0
pages.graphScore.guideBrowserName,🔍 グラフブラウザ,🔍 グラフブラウザ,string,0
pages.graphScore.guideBrowserTitle,グラフブラウザ,グラフブラウザ,string,0
pages.graphScore.guideCreativeDesc,特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,特定クリエイティブのGraph Score、接続SKU、関連インフルエンサー、派生注文数を分析します。クリエイティブ別ROI最適化に活用できます。,string,0
pages.graphScore.guideCreativeName,🎬 クリエイティブスコア,🎬 クリエイティブスコア,string,0
pages.graphScore.guideCreativeTitle,クリエイティブスコア,クリエイティブスコア,string,0
pages.graphScore.guideInfluencerDesc,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,特定インフルエンサーのGraph Score、接続SKU数、接続注文数をKPIカードで表示。貢献パステーブルで完全な変換経路を追跡します。,string,0
pages.graphScore.guideInfluencerName,🤝 インフルエンサースコア,🤝 インフルエンサースコア,string,0
pages.graphScore.guideInfluencerTitle,インフルエンサースコア,インフルエンサースコア,string,0
pages.graphScore.guideSkuDesc,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,特定SKUに貢献したクリエイティブ数、注文数、インフルエンサーランキングを分析します。メダル表示（🥇🥈🥉）で最大貢献者を可視化します。,string,0
pages.graphScore.guideSkuName,📦 SKUスコア,📦 SKUスコア,string,0
pages.graphScore.guideSkuTitle,SKUスコア,SKUスコア,string,0
pages.graphScore.guideSummaryDesc,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,ネットワーク全体のノード数、エッジ数、トップ貢献者を一覧する総合ダッシュボード。ノードタイプ別の色分けで直感的に視覚化します。,string,0
pages.graphScore.guideSummaryName,📊 サマリーダッシュボード,📊 サマリーダッシュボード,string,0
pages.graphScore.guideSummaryTitle,サマリーダッシュボード,サマリーダッシュボード,string,0
pages.graphScore.guideTabsTitle,タブ別詳細ガイド,タブ別詳細ガイド,string,0
pages.graphScore.heroDesc,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,インフルエンサー・クリエイティブ・SKU・注文間のグラフネットワークを分析し、各ノードの貢献度をスコアリングします。,string,0
pages.graphScore.inf,インフルエンサー,インフルエンサー,string,0
pages.graphScore.label,ラベル,ラベル,string,0
pages.graphScore.lbl_creative,クリエイティブ（広告素材）,クリエイティブ（広告素材）,string,0
pages.graphScore.lbl_influencer,インフルエンサー,インフルエンサー,string,0
pages.graphScore.liveSyncStatus,リアルタイムクロスタブ同期有効 — すべてのメニューのデータがリアルタイムで反映されます。,リアルタイムクロスタブ同期有効 — すべてのメニューのデータがリアルタイムで反映されます。,string,0
pages.graphScore.loading,読み込み中…,読み込み中…,string,0
pages.graphScore.noConnectedChannels,接続チャネルがありません。統合ハブでAPIキーを登録してください。,接続チャネルがありません。統合ハブでAPIキーを登録してください。,string,0
pages.graphScore.noData,データがありません。統合ハブでチャネルを接続し、データを収集してください。,データがありません。統合ハブでチャネルを接続し、データを収集してください。,string,0
pages.graphScore.noEdge,エッジなし — 統合ハブでチャネルを接続してください,エッジなし — 統合ハブでチャネルを接続してください,string,0
pages.graphScore.noPath,接続された貢献パスなし,接続された貢献パスなし,string,0
pages.graphScore.nodes,接続ノード,接続ノード,string,0
pages.graphScore.pageTitle,グラフスコアリング,グラフスコアリング,string,0
pages.graphScore.pathWeight,パス重み,パス重み,string,0
pages.graphScore.phCreativeId,クリエイティブIDを選択または入力,クリエイティブIDを選択または入力,string,0
pages.graphScore.phInfId,インフルエンサーIDを選択または入力,インフルエンサーIDを選択または入力,string,0
pages.graphScore.phNodeIdFilter,ノードIDでフィルタ,ノードIDでフィルタ,string,0
pages.graphScore.phSkuId,SKU IDを選択または入力,SKU IDを選択または入力,string,0
pages.graphScore.secLockDesc,異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,異常なアクセスが検出され、ブロックされました。しばらくしてから再試行してください。,string,0
pages.graphScore.secLockTitle,セキュリティ警告検出,セキュリティ警告検出,string,0
pages.graphScore.sku,SKU,SKU,string,0
pages.graphScore.sourceNode,ソースノード,ソースノード,string,0
pages.graphScore.syncNow,今すぐ同期,今すぐ同期,string,0
pages.graphScore.tabBrowser,グラフブラウザ,グラフブラウザ,string,0
pages.graphScore.tabCreative,クリエイティブスコア,クリエイティブスコア,string,0
pages.graphScore.tabInfluencer,インフルエンサースコア,インフルエンサースコア,string,0
pages.graphScore.tabSku,SKUスコア,SKUスコア,string,0
pages.graphScore.tabSummary,サマリースコア,サマリースコア,string,0
pages.graphScore.targetNode,ターゲットノード,ターゲットノード,string,0
pages.graphScore.topCreative,最も効果的なクリエイティブ,最も効果的なクリエイティブ,string,0
pages.graphScore.topInfluencer,トップ貢献インフルエンサー,トップ貢献インフルエンサー,string,0
pages.graphScore.topSku,商品別コンバージョン貢献度,商品別コンバージョン貢献度,string,0
pages.graphScore.totalEdge,総エッジ数：,総エッジ数：,string,0
pages.graphScore.weight,重み,重み,string,0
pages.graphScore.weightApply,重み適用,重み適用,string,0
pages.graphScore.weightCreative,クリエイティブ重み,クリエイティブ重み,string,0
pages.graphScore.weightDesc,エッジ重み = 貢献度指標,エッジ重み = 貢献度指標,string,0
pages.graphScore.weightInfluencer,インフルエンサー重み,インフルエンサー重み,string,0
pages.graphScore.weightOrder,注文重み,注文重み,string,0
pages.graphScore.weightReset,デフォルトに戻す,デフォルトに戻す,string,0
pages.graphScore.weightSettings,重み設定,重み設定,string,0
pages.graphScore.weightSettingsDesc,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,ノードタイプ別の重みを調整してスコアリング基準をカスタマイズします。,string,0
pages.graphScore.weightSku,SKU重み,SKU重み,string,0
pages.influencer.sub,インフルエンサー · UGC,인플루언서 · UGC 허브,string,0
pages.influencer.title,인플루언서 허브,인플루언서 허브,string,1
pages.kpiConversions,Conversions,전환,string,0
pages.kpiCtr,CTR,클릭률,string,0
pages.kpiCvr,CVR,CVR,string,0
pages.kpiRevenue,Gross Sales,Gross Sales,string,0
pages.kpiRoas,ROAS,ROAS,string,0
pages.kpiSpend,Total Ad Spend,총 광고비,string,0
pages.krChannel.adSpendRate,Ad Spend Rate,Ad Spend Rate,string,0
pages.krChannel.all,All,All,string,0
pages.krChannel.apiDisconnected,Api Disconnected,Api Disconnected,string,0
pages.krChannel.categoryAll,Category All,Category All,string,0
pages.krChannel.channel,チャネル,チャネル,string,0
pages.krChannel.channelMaster,Channel Master,Channel Master,string,0
pages.krChannel.channelSelect,Channel Select,Channel Select,string,0
pages.krChannel.commissionHistory,Commission History,Commission History,string,0
pages.krChannel.commissionReg,Commission Reg,Commission Reg,string,0
pages.krChannel.count,Count,Count,string,0
pages.krChannel.currency,Currency,Currency,string,0
pages.krChannel.effectiveDate,Effective Date,Effective Date,string,0
pages.krChannel.endDate,End Date,End Date,string,0
pages.krChannel.feeDiff,Fee Difference,Fee Difference,string,0
pages.krChannel.ingestTitle,Ingest Title,Ingest Title,string,0
pages.krChannel.loadSample,Load Sample,Load Sample,string,0
pages.krChannel.matched,Matched,Matched,string,0
pages.krChannel.mismatched,Mismatched,Mismatched,string,0
pages.krChannel.missingOrder,Missing Order,Missing Order,string,0
pages.krChannel.missingSettle,Missing Settle,Missing Settle,string,0
pages.krChannel.netDiff,Net Diff,Net Diff,string,0
pages.krChannel.noDataHint,No Data Hint,No Data Hint,string,0
pages.krChannel.noReports,No reconciliation reports,No reconciliation reports,string,0
pages.krChannel.noRules,ルールなし,ルールなし,string,0
pages.krChannel.noTickets,✅ No Tickets (Below threshold),✅ No Tickets (Below threshold),string,0
pages.krChannel.note,Note,Note,string,0
pages.krChannel.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,string,0
pages.krChannel.pageTitle,🔌 連携ハブ,🔌 連携ハブ,string,0
pages.krChannel.platformFeeRate,Platform Fee Rate,Platform Fee Rate,string,0
pages.krChannel.reconRun,Recon Run,Recon Run,string,0
pages.krChannel.reconStart,Recon Start,Recon Start,string,0
pages.krChannel.reprocess,Reprocess,Reprocess,string,0
pages.krChannel.returnFee,Return Fee,Return Fee,string,0
pages.krChannel.running,Running,Running,string,0
pages.krChannel.saveCommission,Save Commission,Save Commission,string,0
pages.krChannel.search,Search,Search,string,0
pages.krChannel.selectChannelHint,Select Channel Hint,Select Channel Hint,string,0
pages.krChannel.selectPlaceholder,Select Placeholder,Select Placeholder,string,0
pages.krChannel.settleCycle,Settle Cycle,Settle Cycle,string,0
pages.krChannel.shippingFee,Base Shipping Fee (₩),Base Shipping Fee (₩),string,0
pages.krChannel.startDate,Start Date,Start Date,string,0
pages.krChannel.tabChannels,Tab Channels,Tab Channels,string,0
pages.krChannel.tabFees,Tab Fees,Tab Fees,string,0
pages.krChannel.tabIngest,Tab Ingest,Tab Ingest,string,0
pages.krChannel.tabRecon,🔍 Settlement Reconciliation,🔍 Settlement Reconciliation,string,0
pages.krChannel.tabSummary,Summary Score,Summary Score,string,0
pages.krChannel.tickets,Tickets,Tickets,string,0
pages.krChannel.totalCommission,Total Commission,Total Commission,string,0
pages.krChannel.totalRevenue,Total Revenue,Total Revenue,string,0
pages.krChannel.totalSettlement,Total Settlement,Total Settlement,string,0
pages.krChannel.vatRate,VAT,VAT,string,0
pages.krChannel.vatRateLabel,Vat Rate Label,Vat Rate Label,string,0
pages.mappingRegistry.sub,マッピングレジストリ,매핑 레지스트리,string,0
pages.mappingRegistry.title,매핑 레지스트리,매핑 레지스트리,string,1
pages.marketing.AIPolicy,AI Policy,AI Policy,string,0
pages.marketing.Alerts,Alerts,Alerts,string,0
pages.marketing.ApiRegister,View Integration Guide,View Integration Guide,string,0
pages.marketing.Attribution,Attribution,Attribution,string,0
pages.marketing.Badge,Badge,Badge,string,0
pages.marketing.GraphScore,Graph Score,Graph Score,string,0
pages.marketing.Influencer,Influencer,Influencer,string,0
pages.marketing.Join,Join,Join,string,0
pages.marketing.KRChannel,KR Channel,KR Channel,string,0
pages.marketing.LockBadge,🔒 Demo,🔒 Demo,string,0
pages.marketing.Marketing,Marketing,Marketing,string,0
pages.marketing.PriceCheck,Price Check,Price Check,string,0
pages.marketing.PriceOpt,Price Opt,Price Opt,string,0
pages.marketing.PricingView,Check Pricing Plans,Check Pricing Plans,string,0
pages.marketing.Reconcile,Reconciliation,Reconciliation,string,0
pages.marketing.Running,Running,Running,string,0
pages.marketing.SampleDesc2,This feature only fetches real data after paid plan integration. Current screen uses sample data.,This feature only fetches real data after paid plan integration. Current screen uses sample data.,string,0
pages.marketing.SampleDesc3,Virtual data is being displayed.,Virtual data is being displayed.,string,0
pages.marketing.accountPerformance,Account Performance,Account Performance,string,0
pages.marketing.adAnalytics,Ad & Channel Analytics,Ad & Channel Analytics,string,0
pages.marketing.adPerformance,Ad Performance,Ad Performance,string,0
pages.marketing.adSpendSub,Total Ad Spend,Total Ad Spend,string,0
pages.marketing.ageDist,Age Distribution,Age Distribution,string,0
