namespace_l2,locale,clone_cluster,key,value_sample
cmpVal.aiPredict,pt,pt-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,ru,pt-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,ru,pt-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,ru,pt-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,ru,pt-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,ru,pt-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,ar,pt-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,ar,pt-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,ar,pt-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,ar,pt-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,ar,pt-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,hi,pt-cluster,cmpVal.aiPredict.kpi.target,Forecast Target
cmpVal.aiPredict,hi,pt-cluster,cmpVal.aiPredict.kpi.churnRisk,Churn Risk
cmpVal.aiPredict,hi,pt-cluster,cmpVal.aiPredict.kpi.churnAction,Immediate action needed
cmpVal.aiPredict,hi,pt-cluster,cmpVal.aiPredict.kpi.highLtv,High LTV Potential
cmpVal.aiPredict,hi,pt-cluster,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,id,,cmpVal.aiPredict.kpi.target,Target Forecast
cmpVal.aiPredict,id,,cmpVal.aiPredict.kpi.churnRisk,Risiko Churn
cmpVal.aiPredict,id,,cmpVal.aiPredict.kpi.churnAction,Tindakan segera
cmpVal.aiPredict,id,,cmpVal.aiPredict.kpi.highLtv,LTV Tinggi
cmpVal.aiPredict,id,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,th,,cmpVal.aiPredict.kpi.target,เป้าหมายพยากรณ์
cmpVal.aiPredict,th,,cmpVal.aiPredict.kpi.churnRisk,ความเสี่ยงออก
cmpVal.aiPredict,th,,cmpVal.aiPredict.kpi.churnAction,ต้องดำเนินการทันที
cmpVal.aiPredict,th,,cmpVal.aiPredict.kpi.highLtv,LTV สูง
cmpVal.aiPredict,th,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
cmpVal.aiPredict,vi,,cmpVal.aiPredict.kpi.target,Mục tiêu dự báo
cmpVal.aiPredict,vi,,cmpVal.aiPredict.kpi.churnRisk,Rủi ro rời bỏ
cmpVal.aiPredict,vi,,cmpVal.aiPredict.kpi.churnAction,Cần hành động ngay
cmpVal.aiPredict,vi,,cmpVal.aiPredict.kpi.highLtv,LTV cao
cmpVal.aiPredict,vi,,cmpVal.aiPredict.kpi.highLtvSub,CLV ₩3M+
pages.writeback,en,en-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,en,en-cluster,pages.writeback.btnExecute,Execute
pages.writeback,en,en-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,en,en-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,en,en-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,ja,,pages.writeback.btnPrepare,準備
pages.writeback,ja,,pages.writeback.btnExecute,実行
pages.writeback,ja,,pages.writeback.prepareResult,準備結果
pages.writeback,ja,,pages.writeback.requiresApproval,承認必要
pages.writeback,ja,,pages.writeback.validationResult,検証結果
pages.writeback,zh,,pages.writeback.btnPrepare,准备
pages.writeback,zh,,pages.writeback.btnExecute,执行
pages.writeback,zh,,pages.writeback.prepareResult,准备结果
pages.writeback,zh,,pages.writeback.requiresApproval,需要审批
pages.writeback,zh,,pages.writeback.validationResult,验证结果
pages.writeback,zh-TW,,pages.writeback.btnPrepare,准备
pages.writeback,zh-TW,,pages.writeback.btnExecute,执行
pages.writeback,zh-TW,,pages.writeback.prepareResult,准备结果
pages.writeback,zh-TW,,pages.writeback.requiresApproval,需要审批
pages.writeback,zh-TW,,pages.writeback.validationResult,验证结果
pages.writeback,es,en-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,es,en-cluster,pages.writeback.btnExecute,Execute
pages.writeback,es,en-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,es,en-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,es,en-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,fr,en-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,fr,en-cluster,pages.writeback.btnExecute,Execute
pages.writeback,fr,en-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,fr,en-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,fr,en-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,de,,pages.writeback.btnPrepare,Prepare
pages.writeback,de,,pages.writeback.btnExecute,Execute
pages.writeback,de,,pages.writeback.prepareResult,Prepare Result
pages.writeback,de,,pages.writeback.requiresApproval,Requires Approval
pages.writeback,de,,pages.writeback.validationResult,Validation Result
pages.writeback,pt,pt-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,pt,pt-cluster,pages.writeback.btnExecute,Execute
pages.writeback,pt,pt-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,pt,pt-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,pt,pt-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,ru,pt-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,ru,pt-cluster,pages.writeback.btnExecute,Execute
pages.writeback,ru,pt-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,ru,pt-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,ru,pt-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,ar,pt-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,ar,pt-cluster,pages.writeback.btnExecute,Execute
pages.writeback,ar,pt-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,ar,pt-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,ar,pt-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,hi,pt-cluster,pages.writeback.btnPrepare,Prepare
pages.writeback,hi,pt-cluster,pages.writeback.btnExecute,Execute
pages.writeback,hi,pt-cluster,pages.writeback.prepareResult,Prepare Result
pages.writeback,hi,pt-cluster,pages.writeback.requiresApproval,Requires Approval
pages.writeback,hi,pt-cluster,pages.writeback.validationResult,Validation Result
pages.writeback,id,,pages.writeback.btnPrepare,準備
pages.writeback,id,,pages.writeback.btnExecute,実行
pages.writeback,id,,pages.writeback.prepareResult,準備結果
pages.writeback,id,,pages.writeback.requiresApproval,承認必要
pages.writeback,id,,pages.writeback.validationResult,検証結果
pages.writeback,th,,pages.writeback.btnPrepare,Prepare
pages.writeback,th,,pages.writeback.btnExecute,Execute
pages.writeback,th,,pages.writeback.prepareResult,Prepare Result
pages.writeback,th,,pages.writeback.requiresApproval,Requires Approval
pages.writeback,th,,pages.writeback.validationResult,Validation Result
pages.writeback,vi,,pages.writeback.btnPrepare,Prepare
pages.writeback,vi,,pages.writeback.btnExecute,Execute
pages.writeback,vi,,pages.writeback.prepareResult,Prepare Result
pages.writeback,vi,,pages.writeback.requiresApproval,Requires Approval
pages.writeback,vi,,pages.writeback.validationResult,Validation Result
ruleEnginePage.returnsPortal,zh-TW,,ruleEnginePage.returnsPortal.pageTitle,🔌 集成中心
ruleEnginePage.returnsPortal,zh-TW,,ruleEnginePage.returnsPortal.pageSub,连接器与集成管理
ruleEnginePage.returnsPortal,zh-TW,,ruleEnginePage.returnsPortal.tabDashboard,仪表盘
ruleEnginePage.returnsPortal,zh-TW,,ruleEnginePage.returnsPortal.tabList,退货列表
ruleEnginePage.returnsPortal,zh-TW,,ruleEnginePage.returnsPortal.tabSettings,设置
ruleEnginePage.returnsPortal,id,,ruleEnginePage.returnsPortal.pageTitle,🔌 連携ハブ
ruleEnginePage.returnsPortal,id,,ruleEnginePage.returnsPortal.pageSub,コネクタ＆統合管理
ruleEnginePage.returnsPortal,id,,ruleEnginePage.returnsPortal.tabDashboard,Dasbor
ruleEnginePage.returnsPortal,id,,ruleEnginePage.returnsPortal.tabList,Daftar Retur
ruleEnginePage.returnsPortal,id,,ruleEnginePage.returnsPortal.tabSettings,Pengaturan
ruleEnginePage.returnsPortal,th,,ruleEnginePage.returnsPortal.pageTitle,การตลาดและผลการดำเนินงานโฆษณา (Overview)
ruleEnginePage.returnsPortal,th,,ruleEnginePage.returnsPortal.pageSub,การวิเคราะห์ AI แบบบูรณาการ - การจัดการตัวชี้วัดผลการดำเนินงานโฆษณาแบบครบวงจร
ruleEnginePage.returnsPortal,th,,ruleEnginePage.returnsPortal.tabDashboard,แดชบอร์ด
ruleEnginePage.returnsPortal,th,,ruleEnginePage.returnsPortal.tabList,รายการคืน
ruleEnginePage.returnsPortal,th,,ruleEnginePage.returnsPortal.tabSettings,ตั้งค่า
ruleEnginePage.orderHub,id,,ruleEnginePage.orderHub.heroTitle,Pusat Pesanan
ruleEnginePage.orderHub,id,,ruleEnginePage.orderHub.heroDescI18n,Kumpulkan kelola dan analisis pesanan secara real-time.
ruleEnginePage.orderHub,id,,ruleEnginePage.orderHub.crmTitle,Sinkronisasi CRM
ruleEnginePage.orderHub,id,,ruleEnginePage.orderHub.crmSyncDoneMsg,Sinkronisasi CRM berhasil.
ruleEnginePage.orderHub,id,,ruleEnginePage.orderHub.crmSyncFailMsg,Sinkronisasi CRM gagal.
ruleEnginePage.wms,ja,,ruleEnginePage.wms.tabPickingDesc,同期
ruleEnginePage.wms,ja,,ruleEnginePage.wms.tabLotDesc,消費期限
ruleEnginePage.wms,ja,,ruleEnginePage.wms.tabReplenishmentDesc,自動PO
ruleEnginePage.wms,ja,,ruleEnginePage.wms.tabAuditDesc,実地棚卸
ruleEnginePage.wms,ja,,ruleEnginePage.wms.tabReceivingDesc,発注
ruleEnginePage.wms,zh,,ruleEnginePage.wms.tabPickingDesc,同步
ruleEnginePage.wms,zh,,ruleEnginePage.wms.tabLotDesc,保质期
ruleEnginePage.wms,zh,,ruleEnginePage.wms.tabReplenishmentDesc,自动PO
ruleEnginePage.wms,zh,,ruleEnginePage.wms.tabAuditDesc,盘点记录
ruleEnginePage.wms,zh,,ruleEnginePage.wms.tabReceivingDesc,采购单
ruleEnginePage.wms,zh-TW,,ruleEnginePage.wms.tabPickingDesc,同步
ruleEnginePage.wms,zh-TW,,ruleEnginePage.wms.tabLotDesc,保质期
ruleEnginePage.wms,zh-TW,,ruleEnginePage.wms.tabReplenishmentDesc,自动PO
ruleEnginePage.wms,zh-TW,,ruleEnginePage.wms.tabAuditDesc,盘点记录
ruleEnginePage.wms,zh-TW,,ruleEnginePage.wms.tabReceivingDesc,采购单
ruleEnginePage.wms,id,,ruleEnginePage.wms.tabPickingDesc,Sinkronisasi
ruleEnginePage.wms,id,,ruleEnginePage.wms.tabLotDesc,Tanggal kedaluwarsa
ruleEnginePage.wms,id,,ruleEnginePage.wms.tabReplenishmentDesc,PO Otomatis
ruleEnginePage.wms,id,,ruleEnginePage.wms.tabAuditDesc,Hitung stok
ruleEnginePage.wms,id,,ruleEnginePage.wms.tabReceivingDesc,PO
ruleEnginePage.wms,th,,ruleEnginePage.wms.tabPickingDesc,ซิงค์
ruleEnginePage.wms,th,,ruleEnginePage.wms.tabLotDesc,วันหมดอายุ
ruleEnginePage.wms,th,,ruleEnginePage.wms.tabReplenishmentDesc,PO อัตโนมัติ
ruleEnginePage.wms,th,,ruleEnginePage.wms.tabAuditDesc,ตรวจนับสต็อก
ruleEnginePage.wms,th,,ruleEnginePage.wms.tabReceivingDesc,ใบสั่งซื้อ
ruleEnginePage.email,zh-TW,,ruleEnginePage.email.title,Email Marketing
ruleEnginePage.email,zh-TW,,ruleEnginePage.email.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.email,zh-TW,,ruleEnginePage.email.tabCamp,Campaign Manager
ruleEnginePage.email,zh-TW,,ruleEnginePage.email.tabAi,Tab Ai
ruleEnginePage.email,zh-TW,,ruleEnginePage.email.tabAb,🧪 A/B Test
ruleEnginePage.email,id,,ruleEnginePage.email.title,Email Marketing
ruleEnginePage.email,id,,ruleEnginePage.email.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.email,id,,ruleEnginePage.email.tabCamp,Campaign Manager
ruleEnginePage.email,id,,ruleEnginePage.email.tabAi,Tab Ai
ruleEnginePage.email,id,,ruleEnginePage.email.tabAb,🧪 A/B Test
ruleEnginePage.email,th,,ruleEnginePage.email.title,Email Marketing
ruleEnginePage.email,th,,ruleEnginePage.email.subTitle,Campaign · Template · Settings Unified Email Marketing System
ruleEnginePage.email,th,,ruleEnginePage.email.tabCamp,ระดับแคมเปญ
ruleEnginePage.email,th,,ruleEnginePage.email.tabAi,Tab Ai
ruleEnginePage.email,th,,ruleEnginePage.email.tabAb,🧪 A/B Test
ruleEnginePage.aiInsights,zh-TW,,ruleEnginePage.aiInsights.heroDesc,註冊API金鑰並管理連接狀態。
ruleEnginePage.aiInsights,zh-TW,,ruleEnginePage.aiInsights.tabCards,洞察卡片
ruleEnginePage.aiInsights,zh-TW,,ruleEnginePage.aiInsights.tabTrends,趨勢概況
ruleEnginePage.aiInsights,zh-TW,,ruleEnginePage.aiInsights.tabChat,AI助手
ruleEnginePage.aiInsights,zh-TW,,ruleEnginePage.aiInsights.tabHistory,分析歷史
ruleEnginePage.aiInsights,id,,ruleEnginePage.aiInsights.heroDesc,Daftarkan dan kelola API Key.
ruleEnginePage.aiInsights,id,,ruleEnginePage.aiInsights.tabCards,Kartu Insight
ruleEnginePage.aiInsights,id,,ruleEnginePage.aiInsights.tabTrends,Ringkasan Tren
ruleEnginePage.aiInsights,id,,ruleEnginePage.aiInsights.tabChat,AI Asisten
ruleEnginePage.aiInsights,id,,ruleEnginePage.aiInsights.tabHistory,Riwayat Analisis
ruleEnginePage.aiInsights,th,,ruleEnginePage.aiInsights.heroDesc,ลงทะเบียนและจัดการ API Key
ruleEnginePage.aiInsights,th,,ruleEnginePage.aiInsights.tabCards,การ์ดอินไซต์
ruleEnginePage.aiInsights,th,,ruleEnginePage.aiInsights.tabTrends,สรุปแนวโน้ม
ruleEnginePage.aiInsights,th,,ruleEnginePage.aiInsights.tabChat,AI ผู้ช่วย
ruleEnginePage.aiInsights,th,,ruleEnginePage.aiInsights.tabHistory,ประวัติการวิเคราะห์
pages.graphScore,en,en-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,en,en-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,en,en-cluster,pages.graphScore.countUnit,connections
pages.graphScore,en,en-cluster,pages.graphScore.unitCount,cases
pages.graphScore,en,en-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,ja,,pages.graphScore.lbl_sku,商品（SKU）
pages.graphScore,ja,,pages.graphScore.lbl_order,派生注文
pages.graphScore,ja,,pages.graphScore.countUnit,接続
pages.graphScore,ja,,pages.graphScore.unitCount,件
pages.graphScore,ja,,pages.graphScore.analysis,分析実行
pages.graphScore,zh,,pages.graphScore.lbl_sku,商品（SKU）
pages.graphScore,zh,,pages.graphScore.lbl_order,衍生订单
pages.graphScore,zh,,pages.graphScore.countUnit,连接
pages.graphScore,zh,,pages.graphScore.unitCount,件
pages.graphScore,zh,,pages.graphScore.analysis,执行分析
pages.graphScore,zh-TW,,pages.graphScore.lbl_sku,商品（SKU）
pages.graphScore,zh-TW,,pages.graphScore.lbl_order,衍生訂單
pages.graphScore,zh-TW,,pages.graphScore.countUnit,連接
pages.graphScore,zh-TW,,pages.graphScore.unitCount,件
pages.graphScore,zh-TW,,pages.graphScore.analysis,執行分析
pages.graphScore,es,en-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,es,en-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,es,en-cluster,pages.graphScore.countUnit,connections
pages.graphScore,es,en-cluster,pages.graphScore.unitCount,cases
pages.graphScore,es,en-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,fr,en-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,fr,en-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,fr,en-cluster,pages.graphScore.countUnit,connections
pages.graphScore,fr,en-cluster,pages.graphScore.unitCount,cases
pages.graphScore,fr,en-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,de,,pages.graphScore.lbl_sku,Produkt (SKU)
pages.graphScore,de,,pages.graphScore.lbl_order,Abgeleitete Bestellungen
pages.graphScore,de,,pages.graphScore.countUnit,Verbindungen
pages.graphScore,de,,pages.graphScore.unitCount,Fälle
pages.graphScore,de,,pages.graphScore.analysis,Analyse starten
pages.graphScore,pt,pt-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,pt,pt-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,pt,pt-cluster,pages.graphScore.countUnit,connections
pages.graphScore,pt,pt-cluster,pages.graphScore.unitCount,cases
pages.graphScore,pt,pt-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,ru,pt-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,ru,pt-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,ru,pt-cluster,pages.graphScore.countUnit,connections
pages.graphScore,ru,pt-cluster,pages.graphScore.unitCount,cases
pages.graphScore,ru,pt-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,ar,pt-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,ar,pt-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,ar,pt-cluster,pages.graphScore.countUnit,connections
pages.graphScore,ar,pt-cluster,pages.graphScore.unitCount,cases
pages.graphScore,ar,pt-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,hi,pt-cluster,pages.graphScore.lbl_sku,Product (SKU)
pages.graphScore,hi,pt-cluster,pages.graphScore.lbl_order,Derived Orders
pages.graphScore,hi,pt-cluster,pages.graphScore.countUnit,connections
pages.graphScore,hi,pt-cluster,pages.graphScore.unitCount,cases
pages.graphScore,hi,pt-cluster,pages.graphScore.analysis,Run Analysis
pages.graphScore,id,,pages.graphScore.lbl_sku,Produk (SKU)
pages.graphScore,id,,pages.graphScore.lbl_order,Pesanan Turunan
pages.graphScore,id,,pages.graphScore.countUnit,koneksi
pages.graphScore,id,,pages.graphScore.unitCount,kasus
pages.graphScore,id,,pages.graphScore.analysis,Jalankan Analisis
pages.graphScore,th,,pages.graphScore.lbl_sku,สินค้า (SKU)
pages.graphScore,th,,pages.graphScore.lbl_order,คำสั่งซื้อที่เกิดขึ้น
pages.graphScore,th,,pages.graphScore.countUnit,การเชื่อมต่อ
pages.graphScore,th,,pages.graphScore.unitCount,รายการ
pages.graphScore,th,,pages.graphScore.analysis,เริ่มวิเคราะห์
pages.graphScore,vi,,pages.graphScore.lbl_sku,Sản phẩm (SKU)
pages.graphScore,vi,,pages.graphScore.lbl_order,Đơn hàng Phát sinh
pages.graphScore,vi,,pages.graphScore.countUnit,kết nối
pages.graphScore,vi,,pages.graphScore.unitCount,trường hợp
pages.graphScore,vi,,pages.graphScore.analysis,Chạy Phân tích
operations.super,vi,,operations.super.conTitle,Data Integration Hub
operations.super,vi,,operations.super.conDesc,"Manage OAuth 2.0 and API Key integration, permission scopes, token auto-renewal, and webhook events "
operations.super,vi,,operations.super.conKpiAll,Total Channels
operations.super,vi,,operations.super.conKpiConn,Integration Done
operations.super,vi,,operations.super.conKpiOauth,OAuth Auth
ruleEnginePage.marketing,ja,,ruleEnginePage.marketing.grossRevenue,総売上
ruleEnginePage.marketing,ja,,ruleEnginePage.marketing.adSpend,広告費
ruleEnginePage.marketing,ja,,ruleEnginePage.marketing.netROAS,純ROAS
ruleEnginePage.marketing,ja,,ruleEnginePage.marketing.totalOrders,総注文数
ruleEnginePage.marketing,ja,,ruleEnginePage.marketing.changeRole,役割変更
marketing.marketing,ja,,marketing.marketing.budgetTrackTitle,Budget Tracking Dashboard
marketing.marketing,ja,,marketing.marketing.budgetTrackSub,Daily/Monthly spend trends and burn rates by media
marketing.marketing,ja,,marketing.marketing.bgSummaryBudget,Total Allocated Budget
marketing.marketing,ja,,marketing.marketing.bgSummaryActual,Total Spent
marketing.marketing,ja,,marketing.marketing.bgSummaryProfit,Remaining Balance
marketing.marketing,zh,,marketing.marketing.sidebarCampaignActive,🟢 {{n}}个活动运行中
marketing.marketing,zh,,marketing.marketing.sidebarUpgrade,升级
marketing.marketing,zh,,marketing.marketing.Badge,Badge
marketing.marketing,zh,,marketing.marketing.Join,Join
marketing.marketing,zh,,marketing.marketing.Running,Running
marketing.marketing,id,,marketing.marketing.budgetTrackTitle,Budget Tracking Dashboard
marketing.marketing,id,,marketing.marketing.budgetTrackSub,Daily/Monthly spend trends and burn rates by media
marketing.marketing,id,,marketing.marketing.bgSummaryBudget,Total Allocated Budget
marketing.marketing,id,,marketing.marketing.bgSummaryActual,Total Spent
marketing.marketing,id,,marketing.marketing.bgSummaryProfit,Remaining Balance
marketing.marketing,th,,marketing.marketing.budgetTrackTitle,Budget Tracking Dashboard
marketing.marketing,th,,marketing.marketing.budgetTrackSub,Daily/Monthly spend trends and burn rates by media
marketing.marketing,th,,marketing.marketing.bgSummaryBudget,Total Allocated Budget
marketing.marketing,th,,marketing.marketing.bgSummaryActual,Total Spent
marketing.marketing,th,,marketing.marketing.bgSummaryProfit,Remaining Balance
cmpVal.adPerf,en,en-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,en,en-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,en,en-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,en,en-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,en,en-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,zh-TW,,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,zh-TW,,cmpVal.adPerf.team,Team
cmpVal.adPerf,zh-TW,,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,zh-TW,,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,zh-TW,,cmpVal.adPerf.date,Date
cmpVal.adPerf,es,en-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,es,en-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,es,en-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,es,en-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,es,en-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,fr,en-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,fr,en-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,fr,en-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,fr,en-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,fr,en-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,de,,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,de,,cmpVal.adPerf.team,Team
cmpVal.adPerf,de,,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,de,,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,de,,cmpVal.adPerf.date,Date
cmpVal.adPerf,pt,pt-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,pt,pt-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,pt,pt-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,pt,pt-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,pt,pt-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,ru,pt-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,ru,pt-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,ru,pt-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,ru,pt-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,ru,pt-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,ar,pt-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,ar,pt-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,ar,pt-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,ar,pt-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,ar,pt-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,hi,pt-cluster,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,hi,pt-cluster,cmpVal.adPerf.team,Team
cmpVal.adPerf,hi,pt-cluster,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,hi,pt-cluster,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,hi,pt-cluster,cmpVal.adPerf.date,Date
cmpVal.adPerf,id,,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,id,,cmpVal.adPerf.team,Team
cmpVal.adPerf,id,,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,id,,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,id,,cmpVal.adPerf.date,Date
cmpVal.adPerf,th,,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,th,,cmpVal.adPerf.team,Team
cmpVal.adPerf,th,,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,th,,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,th,,cmpVal.adPerf.date,Date
cmpVal.adPerf,vi,,cmpVal.adPerf.title,Advertising Performance
cmpVal.adPerf,vi,,cmpVal.adPerf.team,Team
cmpVal.adPerf,vi,,cmpVal.adPerf.channel,Channel
cmpVal.adPerf,vi,,cmpVal.adPerf.loading,Loading performance data...
cmpVal.adPerf,vi,,cmpVal.adPerf.date,Date
ruleEnginePage.supplyChain,ja,,ruleEnginePage.supplyChain.orderCount,注文数
ruleEnginePage.supplyChain,ja,,ruleEnginePage.supplyChain.register,登録
ruleEnginePage.supplyChain,ja,,ruleEnginePage.supplyChain.tabInventory,在庫可視性
ruleEnginePage.supplyChain,ja,,ruleEnginePage.supplyChain.tabPO,発注管理
ruleEnginePage.supplyChain,ja,,ruleEnginePage.supplyChain.tabLandedCost,原価分析
ruleEnginePage.supplyChain,zh,,ruleEnginePage.supplyChain.orderCount,订单数
ruleEnginePage.supplyChain,zh,,ruleEnginePage.supplyChain.register,注册
ruleEnginePage.supplyChain,zh,,ruleEnginePage.supplyChain.tabInventory,库存可视性
ruleEnginePage.supplyChain,zh,,ruleEnginePage.supplyChain.tabPO,采购管理
ruleEnginePage.supplyChain,zh,,ruleEnginePage.supplyChain.tabLandedCost,到岸成本
ruleEnginePage.supplyChain,zh-TW,,ruleEnginePage.supplyChain.orderCount,订单数
ruleEnginePage.supplyChain,zh-TW,,ruleEnginePage.supplyChain.register,注册
ruleEnginePage.supplyChain,zh-TW,,ruleEnginePage.supplyChain.tabInventory,库存可视性
ruleEnginePage.supplyChain,zh-TW,,ruleEnginePage.supplyChain.tabPO,采购管理
ruleEnginePage.supplyChain,zh-TW,,ruleEnginePage.supplyChain.tabLandedCost,到岸成本
ruleEnginePage.supplyChain,id,,ruleEnginePage.supplyChain.orderCount,注文数
ruleEnginePage.supplyChain,id,,ruleEnginePage.supplyChain.register,登録
ruleEnginePage.supplyChain,id,,ruleEnginePage.supplyChain.tabInventory,Visibilitas Stok
